Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.808),ID83D (ID8 0.991),ID83E (ID3 0.978),ID83F (ID13 0.972),ID83G (ID6 0.998),ID83H (ID9 0.995),ID83I (ID4 0.988),ID83J (ID14 0.986)
INS,T,1,3,0.00089419,0.00329418,0.02456267,0.00109369,0.03138865,0.01745881,4.001e-05,7.98e-05,0.00111012,0.00017406
INS,T,1,4,0.00297197,0.01378411,0.02624546,0.00388604,0.00826883,0.01263218,0.00043317,0.00190537,0.00367378,0.00475308
INS,T,1,5+,0.00237834,0.92097725,0.05703624,0.01450979,0.00213774,0.00059805,0.00568478,0.00629989,0.01060336,0.16811066
DEL,repeats,2,0,1.864e-05,0.0001532,0.01567672,0.00713742,0.00885159,0.02840595,0.00015811,0.01218919,0.08758367,0.0018264
DEL,repeats,2,1,0.00277407,0.00010865,0.01557139,0.00770262,0.01193856,0.01292542,0.00052422,0.00061534,0.18742974,0.00860334
DEL,repeats,2,2,0.00162893,0.00042146,0.00244604,0.00013133,0.01323132,0.00280364,0.00161056,4.053e-05,0.04360079,0.00281175
DEL,repeats,2,3,0.00093439,0.00011881,0.00029448,0,0.00619326,0.0001137,0.00036481,1.216e-05,0.00985712,0.00028979
DEL,repeats,2,4,0.00088359,7.76e-06,0.0007254,0.00021697,0.00323119,0.0002251,0.00012767,0.00018836,0.00320506,0.000346
DEL,repeats,2,5+,0,1e-08,0.01320617,7.714e-05,0.00128525,0.02260042,1.35e-06,1.13e-06,0.00093786,1.06e-06
DEL,repeats,3,0,1.145e-05,1.818e-05,0.01405795,0.01371226,0.00151458,0.01363207,0.00079292,0.00112276,0.00455149,0.00143822
DEL,repeats,3,1,0.0038157,0.00328556,0.01236329,0.00225855,9.73e-06,0.0012779,0.00400846,0.00100167,0.10165949,0.00599315
DEL,repeats,3,2,0.00191312,0.00050769,0.00227849,0.00035073,1.02e-06,0.00065445,0.00052073,0.00055239,0.01389791,0.00171807
DEL,repeats,3,3,0.00043865,0.0002351,0.00136665,0.00044994,4.316e-05,0.00022414,0.00011512,0.00020869,0.00377387,0.00037133
DEL,repeats,3,4,0,1e-08,0.00501431,1e-08,1.799e-05,0.00415071,1e-08,0,0.00045139,9.16e-06
DEL,repeats,3,5+,0,1e-08,0.00724329,0,0.00035718,0.00668163,2.653e-05,5.3e-06,0.00031087,2.182e-05
DEL,repeats,4,0,9.4e-07,4.05e-05,0.00867738,0.00707268,0.00020155,0.00979316,0.00236678,0.00053704,0.00564988,0.00026941
DEL,repeats,4,1,0.00172784,0.00038873,0.00286882,0.00074384,0.00099591,0.00068732,0.00253103,0.00243788,0.05486442,0.00114856
DEL,repeats,4,2,0.00046408,0,6.112e-05,8.49e-06,0,0.00012128,0.00051294,3.602e-05,0.01040705,0.00063497
DEL,repeats,4,3,2.2e-07,0,0.0025734,6.47e-06,6.951e-05,0.00335765,0.00011234,0,0.00350975,7.52e-05
DEL,repeats,4,4,0,4e-08,0.0030582,0.00014611,0.00034667,0.00453647,9.37e-06,0,9.801e-05,0
DEL,repeats,4,5+,0.0001574,2.04e-05,0.00158757,3.06e-06,7.625e-05,0.00097017,8.048e-05,2.9e-07,0.00073841,5.241e-05
DEL,repeats,5+,0,0,0,0.00532796,0.29559741,0.00110112,0.02156649,0.01554437,9.204e-05,0.002089,0.00062257
DEL,repeats,5+,1,0.00319096,7.3e-07,0.00042834,0,0,0.00064357,0.00747857,0.00018067,0.01213748,0.00052689
DEL,repeats,5+,2,0.00038474,8.783e-05,0.00048938,0.00033528,1.812e-05,0.00028004,0.00044137,5.027e-05,0.00270559,3.984e-05
DEL,repeats,5+,3,0.00012053,8.15e-06,0.00035858,5.6e-07,2.397e-05,9.779e-05,0.00018176,8.965e-05,0.00091921,9.621e-05
DEL,repeats,5+,4,7.736e-05,1.63e-06,0.0001446,2.39e-06,4.086e-05,3.835e-05,7.83e-05,6.06e-05,0.00014666,1.255e-05
DEL,repeats,5+,5+,4.292e-05,1.534e-05,0.00055888,3.85e-06,3.47e-06,0.00058577,0,3.213e-05,0.00010377,2.908e-05
INS,repeats,2,0,0.00021282,0.00055215,0.00462088,0.00173815,0.00218065,0.0096597,0.00195263,0.00093054,0.00096973,0.02544694
INS,repeats,2,1,0.00022967,4.36e-06,0.01803152,0.00124216,0.00316929,0.01290143,9.293e-05,0.00107723,0.00015564,1.322e-05
INS,repeats,2,2,0.00093224,0.00021105,0.00785342,0.00028161,0.00136836,0.00442209,0.00039735,0.00039993,0.00017292,0.00110728
INS,repeats,2,3,0.00040439,0.00041518,0.0018173,0.00040473,0.00087453,0.00098482,0.00036622,0.0004427,0.00038036,0.00091905
INS,repeats,2,4,0.00193151,0.00226813,0.0038719,0.00091372,0.00024982,1.34e-05,3.729e-05,0.0001032,0.00108956,0.00352953
INS,repeats,2,5+,0.01366151,0.01310667,0.03876955,0.0095985,1.91e-06,0.00036703,2.9e-05,9.772e-05,0.01009891,0.00019696
INS,repeats,3,0,1.813e-05,4.016e-05,0.00403489,0.00032686,0.00017665,0.00241682,0.00101946,0.00044546,0.00010712,0.00765668
INS,repeats,3,1,0.00099852,0.00029685,0.00662189,0.00047423,0.00034589,0.00567573,6.626e-05,0.00063157,0.00064441,0.00292687
INS,repeats,3,2,0.00016183,3.671e-05,0.00152477,1.768e-05,0.00014107,0.00088725,0.00081024,2.66e-06,0.00106739,0.00028937
INS,repeats,3,3,1.682e-05,0.00013947,0.00015809,4.459e-05,1.74e-06,5.005e-05,0.00030799,2.462e-05,2.217e-05,0.00025992
INS,repeats,3,4,0.00011597,9.21e-05,0.00019174,0.00013518,2.045e-05,2.87e-06,0.00015653,4.701e-05,0.00015734,0.00087454
INS,repeats,3,5+,0.00202471,0.00094631,0.0026281,0.00040779,4.58e-06,4e-07,1.9e-07,1.291e-05,0.00068499,0.00192964
INS,repeats,4,0,2.05e-05,7.7e-07,0.00191722,0.00058678,6.002e-05,0.00258554,0.0017006,9.6e-07,0.00041338,0.00507523
INS,repeats,4,1,0.0010589,0.00053954,0.00484664,0.00094682,2.09e-05,0.00486556,0.00068149,0.0010773,0.00194202,0.00184272
INS,repeats,4,2,4.35e-06,4.261e-05,0.0003221,0.00014535,0.00012858,0.00020301,0.00044114,2.109e-05,4.072e-05,5.86e-05
INS,repeats,4,3,0.0002477,5.238e-05,0.00012591,4.76e-06,4.79e-06,1.23e-06,0.00037989,1.64e-06,6.813e-05,0.00079632
INS,repeats,4,4,0.00014257,0.00036168,0.00033402,0.00017616,1.97e-06,1.829e-05,2.99e-06,0.00015556,0.00036516,0.00139086
INS,repeats,4,5+,0.00207613,0.00071906,0.00305806,0.00134198,3.74e-06,0.00079653,4.105e-05,1.21e-06,0.00071428,0.00016705
INS,repeats,5+,0,0,2e-08,0.0032534,0,0.00011245,0.00460536,0.00879903,1.89e-06,3.709e-05,0.00276458
INS,repeats,5+,1,3.6e-05,0.00166559,0.00192474,0.0109152,0.00023481,0.01158359,0.00575875,0.00138186,0.00231154,0.02440163
INS,repeats,5+,2,7e-06,0.00022362,0.00048574,4.656e-05,8.13e-06,0.00027527,0.00130512,6.55e-06,6.621e-05,0.00050773
INS,repeats,5+,3,8.239e-05,0.00020595,0.00047234,0.00011604,7.815e-05,5.944e-05,4.569e-05,0.00016044,8.631e-05,9.145e-05
INS,repeats,5+,4,7.99e-06,0.00020563,0.00029578,5.439e-05,8.65e-06,6.453e-05,1.472e-05,0.00014844,1.974e-05,1.678e-05
INS,repeats,5+,5+,6.694e-05,0.00016723,0.00082147,0.00040625,5.917e-05,0.00039832,5.77e-06,5.82e-06,4.19e-05,2.2e-07
DEL,MH,2,1,9.46e-06,5.626e-05,0.01680601,0.00020382,0.01019174,0.01927024,0.00010901,9.502e-05,0.19733743,0.00505083
DEL,MH,3,1,2.02e-06,7.44e-06,0.01107097,0.01120726,0.00109706,0.01099821,0.00095399,0.00122834,0.00571933,0.00130223
DEL,MH,3,2,0.00227524,0.00125248,0.01184823,0.00361575,0.0005374,0.00460967,0.00393867,0.00020613,0.04124174,0.00394889
DEL,MH,4,1,4.182e-05,3.599e-05,0.00794808,0.00545401,0.00028159,0.00610585,0.00258694,0.00163208,0.01205811,0.0001785
DEL,MH,4,2,0.0004904,4.639e-05,0.00501938,0.00078235,0.00033396,0.00296587,0.00950654,0.00141526,0.02981387,0.00106533
DEL,MH,4,3,0.00049939,3.15e-06,0.00217472,0.00011669,1.6e-06,0.00104877,0.00498298,0.00126495,0.04555494,0.0022048
DEL,MH,5+,1,0.00052634,0,0.00194995,0.33468391,0.00014418,0.00534772,0.0696666,8.39e-06,0.0001757,0.00153899
DEL,MH,5+,2,1e-08,1e-08,0.00093522,0.11313526,0.0011808,0.00337674,0.26957922,1.74e-05,1.274e-05,0.00144574
DEL,MH,5+,3,0,1e-08,0.00247611,0.02132528,0.00063021,0.00129841,0.24175788,1.794e-05,0.00031102,6.539e-05
DEL,MH,5+,4,0.00039838,6.6e-07,0.00109783,0.00019678,0.0010073,2.843e-05,0.13710522,1.289e-05,0.00316215,4.016e-05
DEL,MH,5+,5+,0.00228994,0.0002716,0.00618755,0.00091307,0,0.00336404,0.11027516,0,0.00113675,0.0007235
