Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID5 0.994),hdp.2 (ID13 0.998),hdp.3 (ID6 0.996),hdp.4 (ID2 1),hdp.5 (False Positive) (ID5 0.913),hdp.6 (ID3 0.976),hdp.7 (ID1 1),hdp.8 (ID9 1),hdp.9 (ID4 0.993),hdp.10 (ID14 0.978),hdp.11 (ID8 0.987),hdp.12 (ID11 0.977),hdp.13 (False Positive) (ID5 0.368),hdp.14 (False Positive) (ID5 0.918),hdp.15 (False Positive) (ID5 0.126),hdp.16 (False Positive) (ID3 0.934)
DEL,T,1,4,0.0499856036610579,0.0151625387551304,0.0169372303579759,0.0438836844198706,0.031939270139883,0.0136383087298878,0.00415686296077852,0.095829480826165,0.0042037384036537,0.0108569891311747,0.00160418365923926,0.00689555644013584,0.430116169732675,0.0452157694344279,0.0348557018039238,0.0153522733288092
DEL,T,1,5+,0.0258433030264459,0.00738898214975328,0.00287976868742258,0.819100865861556,0.0256107798289589,0.00857418440583763,0.000858946080238652,0.00417646421078665,0.0020252452111405,0.0472340225291705,0.00919373356337966,0.00863193810834227,0.0161860709470418,0.0310323479244762,0.0124139906755757,0.0133989018331872
INS,C,1,0,0.000504586441420811,0.00271374237179164,0.00226040073600281,3.09194625354352e-06,0.000492627276817902,0.00261951149303558,6.4502671883594e-06,0.000194980243508956,0.000375201157829266,0.531113720143522,0.00266511803465605,0.00072359492791173,0.000704209015955933,0.000652214539954732,0.000149223700164333,0.0023054024794829
INS,C,1,1,0.00124565785165656,0.0023009817499517,0.00175336086197421,0.000174743138125193,0.00107896285373859,0.0013258160676519,5.3574551461861e-05,0.000210912457724939,0.000405741842301822,0.0151411536005872,0.00218135658535261,0.120923017555776,0.0023770878790436,0.00123579043364645,0.000444118155250991,0.00139705510577726
INS,C,1,2,0.00291890011186667,0.00228219743422725,0.000136743279051197,1.25221633504877e-05,0.00217877385693264,0.00212813121866287,8.75417003248573e-06,0.000386009249410905,0.000246034786006007,0.000655260026919336,0.00103036341407388,0.0661639000359034,0.00171654772141182,0.00360162271613112,0.000150532679990336,0.00108973023697169
INS,C,1,3,0.000569823403916144,0.000467746908271737,9.28889335574526e-05,0.000329008701611568,0.000327433801486725,0.00582621555616421,0.000820556142741807,0.000224790270792494,0.0009458082403819,0.000822077815599279,0.000231676187452279,0.026460681594869,0.0013301478616417,0.000191585616485619,0.00588423831211913,0.00680099138381726
INS,C,1,4,0.000131404052694953,0.000334725262759671,0.000434769818379183,0.00254315097582136,0.000302128835156114,0.00817420929353653,0.00141190699125276,0.000375076684007469,9.28321845508064e-05,0.00083970854560969,0.000230626620297111,0.0078500483053042,0.00480874792371268,0.000263262211130957,0.0186481940940326,0.00559354823151093
INS,C,1,5+,0.000205127124132769,0.00103967988967151,0.0003382509338238,0.00777041677174567,0.000314408788035503,0.0100991938379356,0.0210550211854935,0.00080087707778587,0.000856969488570448,0.00217889268764392,0.000871252000324795,0.00129844281744927,0.0220422595502263,0.000360796343405408,0.191791069616035,0.00735883754043079
INS,T,1,0,0.00508405974260409,0.03671599022824,0.00690456382395373,0.0011228921793725,0.00653419476152924,0.0179709345905275,0.00230940820278683,0.013697631784531,0.00371206212425996,0.0389692962020485,0.00448689958834048,0.00434982707569365,0.00599025477969562,0.00475701744340994,0.0124061367966197,0.0220013782143576
INS,T,1,1,0.0140245961611508,0.00508384226180065,0.00131718821878229,1.08371402328519e-05,0.0124481740099532,0.0418471811884939,1.58244646114967e-05,0.0105897713003068,0.00117751809909939,0.00360877268072996,0.00345812721422973,0.20733334312001,0.00909174504485014,0.0144639720457583,0.000198590939316443,0.0484390800584009
INS,T,1,2,0.0285081816044662,0.0091345180808683,0.000680683873693133,0.000490426033131989,0.0374128305377408,0.0450502697884348,0.000105509279149867,0.00243250792262531,0.000265971696424447,0.00178408990161394,0.00199353598662773,0.131964223551201,0.0150268713677315,0.0248255695481171,0.00471578682029353,0.0342300524281843
INS,T,1,3,0.0217353705059985,0.0120383813778071,0.000828680000837914,0.00109756537316252,0.0188759808951026,0.0256915721773094,0.00324208468049748,0.0018236900814058,0.000714295027973543,0.000508954815536969,0.000805526102360568,0.0844695649729838,0.00556725095969965,0.0214298527775238,0.0341804552108243,0.0223460065337394
INS,T,1,4,0.0110157610609781,0.0119167098012905,0.000977114747061611,0.00353966751625299,0.011183989098057,0.00608390176995278,0.0144195475205077,0.00396681833076089,0.00121947939614093,0.00476562852029225,0.000687473904070348,0.0425529091447629,0.00731105694936476,0.0113694118950649,0.0978435305355074,0.00997303311314685
INS,T,1,5+,0.00102970101029269,0.0265913603643126,0.0150965351437109,0.0142396267215039,0.00128998432751541,0.029638170444724,0.904735001719409,0.00452032490566269,0.00391159762147516,0.1429726534718,0.011631781638169,0.0113417434898387,0.00613060704664062,0.000885646896081669,0.0129646971880869,0.0156358076868301
DEL,repeats,2,0,0.0289232641560956,0.0237916249847256,0.00109104983400915,0.00014847363867007,0.0238478175038882,0.00991090737289709,0.000551272630392672,0.0147916155465201,0.0863601158446432,0.000786054724509706,0.0091017536516648,0.0125592448242431,0.00873460610161315,0.0252508673317648,0.00605281621399651,0.00689059703271492
DEL,repeats,2,1,0.0275568961076251,0.00654548107858688,0.00146247700747445,0.00297142166303712,0.0184784639869181,0.00968847822829839,0.00085059498307469,0.00392906946718106,0.197856833560591,0.00633344607531613,0.00999364466689598,0.00628888693354277,0.0151208845786459,0.0236507379471422,0.011652070918283,0.0118311546479998
DEL,repeats,2,2,0.00508721068083827,0.00310685603389295,0.00221735178588674,0.00168888805045272,0.00396910699810131,0.0121254466490024,0.000637927790665176,0.000486529461354806,0.046849742766963,0.00225452059430855,0.000697561616657116,0.00183070523774866,0.00905525234286206,0.00415554863334145,0.00393918778923779,0.0121426995630643
DEL,repeats,2,3,0.000312778955030891,0.000118947947662787,0.000606920244456025,0.000896554925345839,0.000214448752407248,0.00659543686491357,0.000218779362956789,0.000156528399005185,0.0119519660229061,0.000231474091029857,0.000109752087713314,0.000422475603650705,0.00136536109389544,0.000484437844590413,0.00172177596398884,0.00637638439606597
DEL,repeats,2,4,0.000765664927315667,0.000282578916734101,0.00018030269102636,0.000820023781161548,0.000926272849458351,0.00292332133552548,5.14259307883952e-05,0.00023341390747159,0.00313289336394037,0.000371511284562638,0.000218432355964283,0.000346882479590528,0.00169551991447357,0.000717725298574114,0.00119883852350068,0.00265956106999941
DEL,repeats,2,5+,0.0210022548228963,0.00233126152411227,0.000162822208251952,2.65180376277706e-06,0.0251100042987963,0.00012077260643113,5.41615400927976e-06,0.000196937681771323,0.0019568879287574,3.19164587053618e-05,0.000737752992136087,0.0121378433680035,0.0169901898605139,0.0224622955379544,0.000137629878848307,0.0010107362460626
DEL,repeats,3,0,0.0177691544372597,0.00633455977080576,0.00104281686012415,1.52265214405205e-05,0.0173505912932777,0.00118978993800862,4.6191489957548e-05,0.00216308442334263,0.00505034614439666,0.00162083325279599,0.0116191645799998,0.00645123983912494,0.00455658112781029,0.0156710518685416,0.000429251884369958,0.00171778741321794
DEL,repeats,3,1,0.00612566168461877,0.0012405693260518,0.00425508527775818,0.00432249706718113,0.00578157521153133,0.000308206891164609,0.00427379153657788,0.00415254467883135,0.0951119959724416,0.00431087301837748,0.00205299044268599,0.000852000299687128,0.0123509994911604,0.00575108112238562,0.055572925510072,0.000705565359201678
DEL,repeats,3,2,0.00129266326606056,0.000807648035116474,0.000526187865542683,0.00194138531575272,0.000588448839633522,6.21990772964801e-05,0.000678946512143345,0.000930274049234966,0.0145880703034153,0.00150301716030961,0.000225367658367686,0.000400388447508788,0.00575299658765422,0.000487240951568178,0.00619549501503083,0.00019080763324429
DEL,repeats,3,3,0.000658164634077232,0.000204301241919509,0.000142297860317822,0.00047063385451113,0.000370979205271388,0.000134064602195502,0.000252258639467994,0.000314299134988033,0.00361750550284443,0.000349475445127559,0.000249822943954872,0.000471998274919258,0.00147873323818158,0.000217103383571972,0.00560364913655951,0.00010499123421662
DEL,repeats,3,4,0.00604082149694011,0.0012777502523258,3.33274875997471e-05,2.79194863545892e-06,0.00555897143250148,6.92333466786114e-05,5.27518863449574e-06,3.29188998178855e-05,0.00073978341496525,4.30836169431295e-05,3.02445941709889e-05,0.00285253271875392,0.00590458593661385,0.00450655658714001,0.000103409406254231,0.000159614457980468
DEL,repeats,3,5+,0.00889355713132543,0.00108130004019824,0.000177413855023841,3.03282263538086e-06,0.0100546736962183,0.000138935644649365,4.36772403432361e-06,7.88187060072568e-05,0.000565690924824264,7.25402131426604e-05,4.99749732009902e-05,0.00365738242270547,0.00493413595767781,0.00711077288174977,7.26483803431622e-05,0.00028777198780593
DEL,repeats,4,0,0.0108344514765989,0.004897113756934,0.0023373330099652,1.02196268875975e-05,0.0113098366019175,0.000149580334732289,5.49236341502237e-05,0.00130213883764165,0.00661497006634756,0.000442919343413912,0.00718117185411586,0.00547855460218011,0.00282173142628555,0.00980337948373325,0.00112899509992752,0.00148322317532651
DEL,repeats,4,1,0.002803997987768,0.000760919868910289,0.00251973048521328,0.00186629941556796,0.00209972970353911,0.00136401794925694,0.000875589906091081,0.00360608003352977,0.0585176456330043,0.000267363382066812,0.00132099338067294,0.00181280278089604,0.00750931912906829,0.00310191518361905,0.00671394452468699,0.00135498651963369
DEL,repeats,4,2,0.000143568868962256,0.000180079361116926,0.000543868751861768,0.000460464592187152,0.000271398473206975,3.16416060020602e-05,2.79981462744854e-05,0.000506122024519611,0.0136351525426262,0.00061103396337308,0.000106610803683537,0.000252379885479774,0.00178402584261844,7.91165702066424e-05,0.000458142939101023,5.12120197045565e-05
DEL,repeats,4,3,0.00345135903179684,0.000568782876853622,0.000173107069412755,2.11202702658833e-06,0.00433217501475542,6.07871809330415e-05,4.58027338849014e-06,0.000104556292076211,0.00390479063385126,3.82873996723463e-05,6.62970405150946e-05,0.00211293747003017,0.0014404604043892,0.00377473580766701,0.000120052149756268,0.000122662677925832
DEL,repeats,4,4,0.00455742718441706,0.0010625835728794,4.90497128595325e-05,2.51713329918433e-06,0.00495049401004151,0.000146343058070405,6.69585530224094e-06,3.51308656561639e-05,0.000396333072741678,1.92672075770517e-05,8.97287199721526e-05,0.000971588711462612,0.00373861056373603,0.00444280464074197,0.000127158040240284,0.000170366784177665
DEL,repeats,4,5+,0.00156416127241804,0.000495690758753469,0.000114347237633759,0.00014188792453584,0.00189029317679692,8.25404699040196e-05,3.74945871085682e-05,5.60930295865884e-05,0.000657464244633575,8.93990197725807e-05,3.46245899669346e-05,0.000341310339895151,0.00204453700635346,0.000733519632186795,0.00048394854138508,0.000209314294442246
DEL,repeats,5+,0,0.0203863012651968,0.0124104329562813,0.0149251296138284,5.34630791644937e-06,0.0246125883144849,0.00143036195087751,9.69907856033486e-06,0.00213829222541277,0.00538344986543191,0.0048843915054587,0.209011804633852,0.0341584247484996,0.00580167206667795,0.0187788131041464,0.000263665936380589,0.00186714188373141
DEL,repeats,5+,1,0.000123335978675746,0.00299922907733758,0.00776352744723167,0.00293085191215936,0.000346141595117653,0.000155661574069099,9.23598527832954e-05,0.000660880850854173,0.0148875323789493,0.000442878174166952,0.000490181239923924,0.000252469397764037,0.00445845136209845,0.000267549315920479,0.00224677037277501,6.26237281297092e-05
DEL,repeats,5+,2,0.000378036819272388,0.000377217749929949,0.000400323095888407,0.000394482634317624,0.000172623761215727,5.93803270566153e-05,0.000107573100340065,0.000145383727288489,0.00293397805893091,4.30218630726902e-05,0.000242954398472999,0.000874020321615847,0.000958489718375917,0.000226202238842043,0.00110898640830148,4.88294519208767e-05
DEL,repeats,5+,3,0.000141962047225917,0.000120576309397414,0.000177417636222797,0.000102183130294161,0.000217828618092199,4.79086691036771e-05,1.69654031136549e-05,0.000141196142646707,0.000917491171866484,0.00011392559864871,2.47371481447573e-05,0.000246718233500134,0.000684571936989787,0.000184245573436891,0.00058689045484431,6.21489729255811e-05
DEL,repeats,5+,4,4.16624055408941e-05,3.74620125258043e-05,8.1170997992259e-05,5.11090832561656e-05,4.72774799217521e-05,2.14507397502413e-05,7.80045116871259e-06,5.87898098551744e-05,0.000144550163853268,3.0125596462623e-05,9.76505413270554e-06,0.000109406389440558,0.000452320365647973,2.51230336616773e-05,0.000453187515474012,6.57711792978175e-05
DEL,repeats,5+,5+,0.00065469494421405,0.000220526703489547,2.03428503842341e-06,2.33045594924483e-05,0.000515737701100569,3.25593386382952e-05,1.36593245581734e-05,7.71157953208014e-05,0.000178993521230193,2.55352254266374e-05,2.51747768525656e-05,0.00017470560081048,0.00100749897211296,0.000600214657035664,0.00056445080068426,0.000101905325389788
INS,repeats,2,0,0.00596305655033788,0.0100610849857594,0.00213794282660805,0.000228037605489742,0.00611261917015248,0.00239976999401442,0.000573867838161763,0.00145454631398922,0.00093981809127287,0.0260261584043179,0.001987609455483,0.00346486387732664,0.00761251114459861,0.00595608767531023,0.00217991890308987,0.00216759159384017
INS,repeats,2,1,0.0189479449902201,0.00357195685434592,0.000266691743578144,0.000222568670809696,0.0189018954564466,0.00272394139905991,3.87577690216719e-05,0.00174681669330015,0.000704931638330892,6.99671352076909e-05,0.00152201701498932,0.00284805710454077,0.00736618540617907,0.0205127371332318,0.000418780045761935,0.00168460729950721
INS,repeats,2,2,0.00711614579367173,0.000848628472104598,0.000482711639944556,0.000902362178507594,0.00781559057263479,0.00088774496597302,0.000233990407929577,0.000610066238377559,0.000161386113243043,0.00113300855326099,0.000591076909380913,0.00187150046130156,0.00409613891080522,0.00718684650694846,0.00126166955514882,0.0015112425241331
INS,repeats,2,3,0.00112547803665154,0.00070835673982169,0.000383296356988741,0.000428985645042807,0.00102910475492712,0.000838379018122794,0.00041345144424153,0.000385112342714836,0.000257742804719112,0.00102388946419481,0.000370482370902628,0.000287043517560654,0.00310460549581205,0.00134895900751346,0.00363765493646212,0.00077676984805785
INS,repeats,2,4,0.000102201700585925,0.000172654807017374,0.000116143307137943,0.00199164915024552,9.8639246432733e-05,0.000526183519731471,0.00225294936760185,0.000187920133367602,0.00022847275793635,0.00361652279147009,0.00014512583868853,0.00021095807593703,0.00288036451758957,0.000132675400321901,0.032707104918099,0.000288563246479477
INS,repeats,2,5+,0.00104643808353332,0.00172967878946115,0.000291980402197058,0.0139968541965098,0.0010086630021472,0.000322789763604124,0.0150125370915005,0.00056121512434369,0.000239530331165394,0.000518639880884194,0.00200813350013564,0.000622692205476165,0.017122309017864,0.000517500516376276,0.242250465435827,0.00127846301413868
INS,repeats,3,0,0.00383146773665771,0.000818116074839079,0.001056376239581,1.69301575490593e-05,0.00368125623281268,0.000153533644549917,4.04603664389852e-05,0.000600733560594138,0.000287738930181757,0.00798620607912923,0.000518048545944869,0.00150570851166045,0.00365416556126972,0.00399972386648125,0.000198777936434444,0.000596828833930269
INS,repeats,3,1,0.00607851257070989,0.00384705306120423,0.000167832296868887,0.000975591159129319,0.00422877415394088,0.000429700573238496,0.000344954386308392,0.000862987866488651,0.000504291896456703,0.00305410970875619,0.000562490112094588,0.00381373800524202,0.00409474818283311,0.00610581655890328,0.00473981594995658,0.000737048662645801
INS,repeats,3,2,0.00126335901793898,0.00045678454445112,0.000798479564774925,0.000166999039027703,0.000743983620642575,8.31354833714688e-05,4.44250176047857e-05,7.48371674983557e-05,0.00101935395999833,0.000322427249875159,8.66579015817689e-05,0.000264374531571027,0.00194062181227765,0.00188248370228134,0.00118846018345165,0.000394336947606605
INS,repeats,3,3,2.69815415791304e-05,0.00011596261781597,0.000301270808032386,2.25260985199733e-05,2.07804166762085e-05,2.92565096452515e-05,0.000111067499825922,4.51241031008792e-05,3.0797837338348e-05,0.000305033243034766,7.09106855363957e-05,2.41459386799677e-05,7.86595741023533e-05,2.19801561411532e-05,0.00111048238524548,2.54433622360492e-05
INS,repeats,3,4,2.7057310408974e-05,1.15245363242384e-05,0.00012131976850895,9.84079777862932e-05,3.69753241966826e-05,3.71530443064828e-05,7.37248910120423e-05,6.12320625478489e-05,0.000174682429068391,0.000941293662482286,0.000124041777638614,3.75727813194308e-05,0.000244100573664163,4.48447150186065e-05,0.0016130371398716,4.89701201295072e-05
INS,repeats,3,5+,7.11913474337314e-05,7.41389220724133e-05,3.12251409801125e-05,0.00200504831393209,5.5872769609532e-05,3.86405779751055e-05,0.00103429489225808,9.79325149221336e-05,5.98863644511394e-05,0.00198712633530651,5.67804704791955e-05,0.000353439254412799,0.0027702744913176,7.34653866204536e-05,0.00771082616074721,0.000119954814909694
INS,repeats,4,0,0.0026053582431008,0.00131341912841764,0.00162677388331931,1.2380923595988e-05,0.00295932640509636,6.65154461789922e-05,1.21604661591027e-05,0.000148177470443137,0.00064256450505682,0.00518051160652673,0.000562063609540368,0.00133413584079918,0.00120398102001219,0.00188486709270628,0.000140154339941313,0.000331554967742186
INS,repeats,4,1,0.00383009867228398,0.00450866224956099,0.000704887328211624,0.00109008623546494,0.00287344124099781,0.000133424206344942,0.000596153582881524,0.00146879379805988,0.00155898168554265,0.00199062572129807,0.000567556220695149,0.00236247534048459,0.00387729395711451,0.00352347549129646,0.0107065199911139,0.000381333930071319
INS,repeats,4,2,0.000313855394958324,0.000155683012985632,0.000402822468398441,4.35981939858722e-06,0.000461016388738415,9.36036864089631e-05,1.65788496249893e-05,8.77514118856742e-05,0.00010388975777985,9.31968828045957e-05,0.000165497825908793,0.00016237528365324,0.000268521756854356,0.000190051652417573,0.000698247238613559,0.00017638035009662
INS,repeats,4,3,1.67788767329501e-05,1.02838797645222e-05,0.000403786674132266,0.000227352209471782,2.23924568225376e-05,1.47492745109205e-05,4.44349292327002e-05,2.36347034774951e-05,0.000118834877274097,0.000836034190318553,1.76572057447061e-05,7.26839748216266e-05,0.000160935040932184,2.27846128673923e-05,0.000711337036873588,2.9804076703596e-05
INS,repeats,4,4,3.32154873724687e-05,0.000111116303129578,2.76405643696564e-05,0.000150688584587534,3.35412722883261e-05,4.97138794540735e-05,0.000356104967712206,0.00012371252225374,0.000226869334184943,0.0013889886385435,0.000103677207854076,9.0787834313836e-05,0.000862140084468367,5.00861753032325e-05,0.00229408064362912,2.81072664369901e-05
INS,repeats,4,5+,0.000758918888741317,0.000748959164264276,0.000101612159549354,0.00208875531355042,0.000388725193436859,7.38421798078358e-05,0.000826787252824057,0.00010770758587321,0.000125430091949696,0.000232729753062122,0.000887058555855972,0.000459623201619886,0.005185913349748,0.000750658058093628,0.00531716955178287,0.00022026003942631
INS,repeats,5+,0,0.00460711324776657,0.00265052704302235,0.00887894332731442,4.13317886229703e-06,0.00383835564102258,8.94436346238317e-05,7.9028713238291e-06,0.00015571633483442,0.000242903571699014,0.00271622340664773,0.000382632130621102,0.00369153135915184,0.00580267339081787,0.00454444100265768,0.000113507250626253,0.000429389706844728
INS,repeats,5+,1,0.00425452691716681,0.0141424573620507,0.00548599031755946,8.80383520896534e-05,0.00414761673783451,0.000868911276982153,0.00153625497119212,0.00189086718090529,0.00223349365251429,0.0250961451155025,0.00956763537215178,0.00199786942860997,0.00283552744776885,0.00435115153683263,0.0113220210050123,0.000764162459859338
INS,repeats,5+,2,0.000299540311554426,0.000263843064156512,0.00129106391519406,2.19797524928776e-05,0.000375598580816751,4.3430940636772e-05,0.00015349477375994,7.22797713784832e-05,9.49952939512896e-05,0.000542816521161168,5.44068910470149e-05,0.000319111293397905,0.000517684580336987,0.000167621799969826,0.00293594825116555,7.8510443941921e-05
INS,repeats,5+,3,9.94609591202029e-05,5.00721233397943e-05,6.18377277293242e-05,9.29456123971541e-05,0.000164990276993404,5.93147747254556e-05,0.000205847992404336,0.000178569275043044,4.40033933287104e-05,0.000122509386639768,7.01318547852114e-05,0.000216194544566421,0.000691024914780362,0.000187898106771554,0.00227594192318308,0.000201199497156871
INS,repeats,5+,4,0.000139529606516111,4.59042927094979e-05,3.35543595371177e-05,1.57323568403565e-05,0.000156462720084882,4.2856097117372e-05,0.000156814067819307,0.000112931461359775,6.79186098473392e-06,5.31186208895106e-05,5.16995270071839e-05,0.000243316766698136,0.000466172016250156,8.01708582143221e-05,0.00221675733533595,3.17734316244235e-05
INS,repeats,5+,5+,0.000563369989788086,0.000322279926645018,2.59012128498148e-05,6.16254231163942e-05,0.000625627362167977,6.39034379066309e-05,0.000155862551539515,6.60862670313037e-05,5.18692456941038e-05,1.87834689252774e-05,0.000339955914174068,0.000537118461720653,0.000893514907519093,0.00035539499110066,0.00189932972753024,0.000169364523191172
DEL,MH,2,1,0.029556981585316,0.0109263557024971,0.000878221269561749,0.000197399527581488,0.0296564926004005,0.00981379411552758,0.000907226721102179,0.0046241660964542,0.201303468547436,0.00242187358319896,0.00317529297257824,0.0132123935844398,0.0136082732070638,0.0314363251065658,0.00829238719772851,0.00636315279269166
DEL,MH,3,1,0.0133455376190646,0.00347834543986359,0.00111222454816374,1.23962519414376e-05,0.0159892708026483,0.000650596801785468,2.24762682341176e-05,0.00244590698144294,0.00623408129219255,0.00148292656779337,0.0099851628291438,0.00311509462656862,0.00937244957874015,0.0133834367636504,0.000886366339321979,0.0018069710574897
DEL,MH,3,2,0.00920936161411352,0.00172207976803289,0.00391667553357822,0.00254057581378583,0.0096796305241915,0.000653581954096738,0.001544963988253,0.00121849016787245,0.0419368070127341,0.00344720397103735,0.00367502045228096,0.00536648522228272,0.0102224625152918,0.00776153840027214,0.0210064147491359,0.000966452135633096
DEL,MH,4,1,0.00889618030046898,0.00174640826775858,0.0025116954374314,6.65502015329802e-05,0.0102549392046491,0.000191014450512198,9.34765628616626e-05,0.00255391757633509,0.011598880011535,4.00988465385649e-05,0.00583337186073073,0.00240935739936738,0.00196142710274036,0.00926757632767863,0.00198048647674242,0.00105666441618047
DEL,MH,4,2,0.00701087937455454,0.00124138350691912,0.00925335008555719,0.00051903967455908,0.00516583006185703,0.000508797024513128,0.000156396678154908,0.00226887093203574,0.0293083323064866,0.000742765261331779,0.00213039880191798,0.00295880617824527,0.00254442026864748,0.00514541015016329,0.00168157158361875,0.000505420873609535
DEL,MH,4,3,0.00303305499853999,0.000867664796192743,0.00478410904251799,0.000620109310044511,0.00356518934227699,0.000141350995928247,0.0001072096739832,0.00283200107337915,0.0491049280200388,0.00183750699954391,0.000738350095711995,0.00249097022454425,0.00958094751631839,0.00349938675913995,0.00304085363436379,0.000338685087567147
DEL,MH,5+,1,0.00791441744500284,0.00952081782452055,0.0672002354325718,0.000503733226745858,0.0159091496980645,0.00118922517946325,4.13425013233758e-05,0.000926607640105765,0.00211108888839744,0.00758815092258945,0.347456907313081,0.0237717549536769,0.00795418519278577,0.00530794538524298,0.00122473762434373,0.00206518513795714
DEL,MH,5+,2,0.0067765446728762,0.00962393770841758,0.230450649341516,5.17791509286758e-05,0.00977167259792455,0.00201684857278885,1.78277147422165e-05,0.000642997258556202,0.000567460741606478,0.00488650142936538,0.119276101145963,0.0160273758999453,0.00326014451221246,0.0103546721792372,0.000273763780752611,0.00152276852547777
DEL,MH,5+,3,0.00708071994664244,0.00285299637799041,0.235423307869983,5.68703513815714e-05,0.00793891164382897,0.00102633772150555,3.45519349099518e-05,0.000566123870450554,0.00110628675527509,0.00116221813397877,0.0424806075407981,0.0056872524929395,0.00478705256734781,0.00653003507141522,0.0004030722878499,0.00105081789375926
DEL,MH,5+,4,0.0026096404883461,0.000861965530121547,0.132877286708428,0.000393961470572339,0.00209385727157748,0.00122388219269865,6.55147592228637e-05,0.000570287214370821,0.00409612749263945,0.000228118797402657,0.013977349124332,0.00176795712648023,0.0052739742449418,0.002016643100415,0.00081540093304082,0.00185012103048712
DEL,MH,5+,5+,0.000798747166056342,0.0117025317700402,0.109895393887117,0.00221152331690155,0.00130039485568729,0.000238575188012028,0.0005390042376185,0.000357659725598669,0.000362373767818009,0.00106941235902029,0.0124054906499848,0.000918977866386983,0.00420116668725871,0.00167461408287141,0.00445361686085694,0.000959664894566672
