Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.792),ID83D (ID8 0.991),ID83E (ID3 0.979),ID83F (ID13 0.964),ID83G (ID6 0.999),ID83H (ID9 0.995),ID83I (ID4 0.989),ID83J (ID14 0.986)
INS,C,1,4,0.00242728,0.00119859,0.00501776,0.00097519,0.00820348,6.92e-06,0.00020661,8.472e-05,0.000471,0.00074714
INS,C,1,5+,0.00661834,0.01984396,0.03324693,0.0106482,0.00807185,0,6.97e-06,4.466e-05,0.00182591,0.00219479
INS,T,1,0,0.00091129,0.00223829,0.00243156,0.00405509,0.01702281,0.02061272,0.00630663,0.01395298,0.00498524,0.03856686
INS,T,1,1,8e-08,9e-07,0.01064648,0.00366764,0.06411435,0.01237287,0.0001812,0.00566605,0.00022758,0.0029025
INS,T,1,2,0.00041896,1.12e-06,0.02988187,0.00037732,0.05514048,0.01869957,0,1.684e-05,4.157e-05,0.00139833
INS,T,1,3,0.00085119,0.00333104,0.02403641,0.00164326,0.03120629,0.01801779,1.873e-05,8.084e-05,0.00062408,0.00025424
INS,T,1,4,0.00273131,0.01405619,0.02687807,0.00438612,0.00820934,0.01272275,0.00037674,0.00210122,0.00261987,0.00487442
INS,T,1,5+,0.00236748,0.91903958,0.0365539,0.02638877,0.00265713,0.00048764,0.00639828,0.00504901,0.01077749,0.16914452
DEL,repeats,2,0,2.059e-05,0.00015168,0.01513045,0.00718143,0.00877315,0.02712848,0.00024685,0.01244485,0.09034433,0.00111179
DEL,repeats,2,1,0.00266089,7.867e-05,0.01648776,0.00751058,0.01184784,0.0113707,0.00049047,0.00076011,0.19369792,0.00705263
DEL,repeats,2,2,0.00155775,0.00039008,0.00301672,0.00017832,0.01334508,0.00223245,0.00154607,2.08e-06,0.04547864,0.00236228
DEL,repeats,2,3,0.00093102,0.00014458,0.00040021,3.632e-05,0.00612374,3.754e-05,0.00034306,7.76e-06,0.01021855,0.00018685
DEL,repeats,2,4,0.00088498,4.98e-06,0.00082756,0.00022254,0.00326157,0.00017916,0.00012238,0.00019761,0.00324591,0.00034424
DEL,repeats,2,5+,0,0,0.01126488,0.00015048,0.00144564,0.02461522,3.51e-06,6.351e-05,0.00096628,0
DEL,repeats,3,0,9.44e-06,1.786e-05,0.01357743,0.01308479,0.00143067,0.01382801,0.00104436,0.00136628,0.00490065,0.00147247
DEL,repeats,3,1,0.00359458,0.00347842,0.01370056,0.00260669,2.82e-06,0.00054967,0.00385721,0.00113977,0.10403953,0.00491027
DEL,repeats,3,2,0.00183733,0.00050284,0.0031174,0.00046323,3.65e-06,0.00054602,0.00049384,0.00052749,0.01388285,0.00158142
DEL,repeats,3,3,0.00040259,0.00024234,0.00164808,0.00047544,2.833e-05,0.00020077,0.00010076,0.00024609,0.00367543,0.00034875
DEL,repeats,3,4,0,1e-08,0.00459996,2.177e-05,3.148e-05,0.0046478,1e-08,1.019e-05,0.00045789,6.12e-06
DEL,repeats,3,5+,0,1e-08,0.00626369,2.523e-05,0.0004299,0.00760332,4.655e-05,1.986e-05,0.00033403,3.02e-05
DEL,repeats,4,0,8.2e-07,4.913e-05,0.00826364,0.00682755,0.00018532,0.00984813,0.00247692,0.00051223,0.00580683,0.00022691
DEL,repeats,4,1,0.00161369,0.0003933,0.00391386,0.0010169,0.00102389,0.0002695,0.00241555,0.00236111,0.05568856,0.00060635
DEL,repeats,4,2,0.00044624,0,0.00016657,4e-08,0,4.823e-05,0.00051914,3.51e-05,0.0107246,0.00048245
DEL,repeats,4,3,1.2e-07,0,0.00224118,1.863e-05,0.00010842,0.00372047,0.00010823,5.98e-06,0.00366336,4.009e-05
DEL,repeats,4,4,0,4e-08,0.00290222,0.00014657,0.00034374,0.00466542,4.07e-06,3.66e-06,0.00013325,0
DEL,repeats,4,5+,0.00014672,2.22e-05,0.00153879,1.446e-05,7.601e-05,0.00109972,8.037e-05,4.78e-06,0.00075573,4.33e-05
DEL,repeats,5+,0,0,0,0.00458905,0.2820526,0.00110994,0.02590126,0.02141218,0.00014779,0.00244157,0.00094436
DEL,repeats,5+,1,0.00316261,1.2e-07,0.00062508,6.852e-05,0,0.00056126,0.00729028,0.00018015,0.01231613,0.00036986
DEL,repeats,5+,2,0.00037874,8.315e-05,0.00062027,0.00030132,1.591e-05,0.00028639,0.00040087,6.87e-05,0.00277954,2.266e-05
DEL,repeats,5+,3,0.00011042,5.43e-06,0.00043905,8.58e-06,1.362e-05,0.00010515,0.00017763,8.541e-05,0.00093776,7.139e-05
DEL,repeats,5+,4,6.525e-05,1.18e-06,0.00024261,1.188e-05,2.878e-05,2.62e-05,7.575e-05,5.871e-05,0.00010739,1.735e-05
DEL,repeats,5+,5+,4.029e-05,1.493e-05,0.00048782,7.2e-06,2.37e-06,0.00067519,0,4.68e-05,9.562e-05,3.23e-05
INS,repeats,2,0,0.00019281,0.00054166,0.00440256,0.0018884,0.00223486,0.00959256,0.00191545,0.00095787,0.00093575,0.02565035
INS,repeats,2,1,0.00024125,7.49e-06,0.01695718,0.0013154,0.00321472,0.01354537,8.244e-05,0.0010851,0.00025573,5.52e-06
INS,repeats,2,2,0.00092894,0.0001774,0.00767543,0.00033892,0.00141826,0.00475878,0.00042651,0.00033464,1.845e-05,0.0011242
INS,repeats,2,3,0.0004032,0.00040434,0.00176082,0.00046467,0.00087302,0.00117931,0.00036552,0.00036098,0.00028996,0.00098286
INS,repeats,2,4,0.00188548,0.00233223,0.00447825,0.00111561,0.00025966,2.211e-05,4.883e-05,7.619e-05,0.00058632,0.00364575
INS,repeats,2,5+,0.01315233,0.01373832,0.04388527,0.01092469,5e-07,0.0003799,2.855e-05,0.00012849,0.00528843,0.00024333
INS,repeats,3,0,1.637e-05,4.254e-05,0.00371911,0.00035571,0.00017679,0.00255949,0.0009614,0.00052398,0.00011635,0.00772243
INS,repeats,3,1,0.00094181,0.00029304,0.00667953,0.00074836,0.00039315,0.00588241,5.139e-05,0.00053939,0.00054579,0.00284517
INS,repeats,3,2,0.00015667,3.366e-05,0.00148267,3.075e-05,0.00012524,0.00092109,0.00080269,4.8e-07,0.00109222,0.00028037
INS,repeats,3,3,1.509e-05,0.00014726,9.583e-05,6.232e-05,1.79e-06,4.787e-05,0.00030064,2.303e-05,2.09e-05,0.00027014
INS,repeats,3,4,0.00010784,9.606e-05,0.00026126,0.00011304,2.027e-05,2.42e-06,0.00015812,4.259e-05,0.00013617,0.0008538
INS,repeats,3,5+,0.00194664,0.00097567,0.0034094,0.00062212,2.17e-06,9e-08,3.4e-07,1.75e-05,0.00018807,0.00197803
INS,repeats,4,0,1.97e-05,7e-08,0.00168703,0.00062493,8.075e-05,0.00275642,0.0016364,7.79e-06,0.00048115,0.00519437
INS,repeats,4,1,0.0009931,0.00056816,0.00509118,0.00121809,2.662e-05,0.00473903,0.00064715,0.00106271,0.00179969,0.00194607
INS,repeats,4,2,3.86e-06,4.541e-05,0.00027604,0.0001375,0.00012425,0.00026724,0.00041516,2.685e-05,3.792e-05,6.16e-05
INS,repeats,4,3,0.00025734,5.339e-05,5.188e-05,3.417e-05,1.57e-06,5.7e-07,0.00038218,6.6e-06,7.1e-05,0.0008053
INS,repeats,4,4,0.00013727,0.00037564,0.00036244,0.0001605,5.8e-07,2.33e-05,5.62e-06,0.00015103,0.00030818,0.0014268
INS,repeats,4,5+,0.00200455,0.00076213,0.00380623,0.001444,7.09e-06,0.00075713,5.128e-05,1.099e-05,0.00018731,0.00017494
INS,repeats,5+,0,0,2e-08,0.00302826,2.087e-05,0.00012696,0.00477445,0.00854773,1.627e-05,7.134e-05,0.00271983
INS,repeats,5+,1,3.191e-05,0.00172865,0.00142698,0.01054064,0.00023346,0.01114932,0.00593901,0.00139495,0.00245621,0.02456206
INS,repeats,5+,2,8e-06,0.00023284,0.00041083,6.404e-05,3.86e-06,0.00028966,0.0012781,1.663e-05,8.337e-05,0.00050158
INS,repeats,5+,3,7.913e-05,0.00021218,0.00053632,0.00014251,6.636e-05,7.514e-05,5.914e-05,0.00013382,2.259e-05,9.656e-05
INS,repeats,5+,4,6.38e-06,0.00019884,0.00030001,6.345e-05,1.303e-05,8.234e-05,1.715e-05,0.00012048,2.448e-05,2.053e-05
INS,repeats,5+,5+,6.215e-05,0.00017682,0.00074572,0.00039586,6.861e-05,0.00045887,9.32e-06,4.66e-06,5.208e-05,0
DEL,MH,2,1,1.555e-05,4.807e-05,0.01596912,0.00027764,0.01006049,0.01779099,4.821e-05,5.073e-05,0.2051186,0.00316836
DEL,MH,3,1,2.28e-06,3.25e-06,0.01008302,0.01070721,0.00114933,0.01177233,0.00110633,0.0013137,0.0060335,0.00125671
DEL,MH,3,2,0.00214303,0.00124014,0.01291691,0.00377917,0.00058764,0.0043663,0.00387307,0.00028565,0.04238207,0.00355864
DEL,MH,4,1,3.835e-05,3.836e-05,0.00740879,0.00509888,0.00025937,0.00651893,0.00260402,0.00186238,0.01234889,8.607e-05
DEL,MH,4,2,0.00047619,3.131e-05,0.00463583,0.00079198,0.00030276,0.00287659,0.00932623,0.00151972,0.03041655,0.00079795
DEL,MH,4,3,0.00046861,0,0.00228922,0.00010512,6.13e-06,0.00069348,0.00476676,0.00133757,0.04753125,0.00174204
DEL,MH,5+,1,0.00054,0,0.00096781,0.31796282,0.00020855,0.00894422,0.07654873,8.047e-05,0.00021539,0.00177973
DEL,MH,5+,2,1e-08,2e-08,0.00108382,0.10721387,0.00118341,0.00393645,0.26654277,1.176e-05,4.53e-06,0.00144424
DEL,MH,5+,3,0,2e-08,0.00281273,0.01949305,0.00057891,0.00150906,0.23694319,2.056e-05,0.00026042,3.998e-05
DEL,MH,5+,4,0.00038632,1.5e-06,0.00049751,0.00012106,0.00097226,7.73e-05,0.13407207,0,0.00312993,1.793e-05
DEL,MH,5+,5+,0.00227708,0.00032117,0.00181657,0.00125374,0,0.00301698,0.10866201,0,0.00069513,0.000696
