Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (ID5 0.982),ID83D (ID8 0.988),ID83E (ID3 0.992),ID83F (ID6 0.999),ID83G (ID9 0.995),ID83H (ID14 1),ID83I (ID4 0.995)
INS,C,1,4,0.00356361,0.0015005,1.96e-05,0.00013087,0.00777837,3.728e-05,0.00015973,0.00165219,0
INS,C,1,5+,0.00910864,0.02426366,4.16e-06,0.00072357,0.00688059,2.247e-05,0.00070348,0.00229957,0.00041641
INS,T,1,0,0.00135037,0.00218385,0.00823138,0.00719352,0.01523624,0.00570874,0.01440145,0.03232176,0.00392936
INS,T,1,1,3e-08,1e-08,0.01671473,0.0054199,0.06018117,0.00032874,0.00869603,0.0025703,0.00029344
INS,T,1,2,0.00074978,2.818e-05,0.03473435,0.00063776,0.05119005,6.1e-06,0.00477049,0.00173402,9.51e-06
INS,T,1,3,0.00128813,0.00420909,0.02306286,0.00138616,0.03093052,0.00046877,0.0037619,0.00099162,0.00019848
INS,T,1,4,0.00401222,0.01651953,0.01508474,0.00198829,0.00777259,0.00087954,0.00267153,0.00478809,0.00067016
INS,T,1,5+,0.00234292,0.89991801,0.00066992,0.02222819,0.00780225,0.00882455,0.02393728,0.23443974,0.00501435
DEL,repeats,2,0,0.0001096,0.00048245,0.02951024,0.01080131,0.00695591,0.00153644,0.01218127,0.0002097,0.06982261
DEL,repeats,2,1,0.00359322,0.00060219,0.01755767,0.00965306,0.01024861,0.00131934,0.00181667,0.0054941,0.22238506
DEL,repeats,2,2,0.00195822,0.00020401,0.00212485,0.0002789,0.01242471,0.00172644,0.00037353,0.00243196,0.0517776
DEL,repeats,2,3,0.00088557,0.0002022,0,1.958e-05,0.00607145,2.714e-05,0,0.0003918,0.0102519
DEL,repeats,2,4,0.00092288,0,0.00017917,4e-07,0.00368317,5.3e-07,2.737e-05,3.42e-05,0.00316099
DEL,repeats,2,5+,0,1e-08,0.02591299,0.00032934,0.00040655,0,0.00079911,0,0.00120762
DEL,repeats,3,0,1.77e-05,5.506e-05,0.01974279,0.01193199,0.00079913,0.00140998,0.00236955,0.00113408,0.00429182
DEL,repeats,3,1,0.00488246,0.00453803,0.00294679,0.00082199,0.00012254,0.00504071,0.00286914,0.00449989,0.09232051
DEL,repeats,3,2,0.00283271,0.0001983,8.804e-05,6.549e-05,0,0.00036984,0.00026181,0.00117893,0.02092085
DEL,repeats,3,3,0.00062501,9.316e-05,5.924e-05,1.315e-05,0,0,8.2e-07,0.00049856,0.00384237
DEL,repeats,3,4,0,4e-08,0.00711572,8.327e-05,7.414e-05,1e-08,0.00028066,3.04e-06,0.00013415
DEL,repeats,3,5+,0,1e-08,0.01017422,0.00011472,0.00014683,0,0.00037424,3.2e-07,0.00044812
DEL,repeats,4,0,1.579e-05,2.806e-05,0.01243097,0.00708157,0.00024171,0.0025285,0.00116145,1.626e-05,0.0066782
DEL,repeats,4,1,0.00218,0.00057172,0.00056558,0.00129748,0.00060078,0.00260863,0.00343848,0.00034688,0.06101732
DEL,repeats,4,2,0.00045955,0,0,0,0,0.00010691,1.161e-05,0.00050956,0.01043596
DEL,repeats,4,3,1.14e-06,0,0.00469156,2.772e-05,4.105e-05,1e-08,7.36e-05,4.7e-07,0.00383199
DEL,repeats,4,4,0,3e-08,0.00560348,6.904e-05,6.916e-05,1e-08,0.00022889,1.71e-06,0.00014453
DEL,repeats,4,5+,0.00018188,0,0.00140451,2.97e-06,0,0,1.229e-05,0,0.00022035
DEL,repeats,5+,0,0,0,0.01407691,0.24250899,0.00129401,0.03026185,0.00229858,0.00352273,0.00308246
DEL,repeats,5+,1,0.00306133,5e-08,3.82e-06,6.659e-05,0,0.0073064,0.00011871,0.00035075,0.01216676
DEL,repeats,5+,2,0.00046281,3.5e-07,4.99e-06,0,0,8.227e-05,3.25e-06,1.346e-05,0.00242416
DEL,repeats,5+,3,9.809e-05,0,0,0,0,5.79e-06,1.23e-06,1.024e-05,0.00056412
DEL,repeats,5+,4,4.39e-05,1e-08,0,1e-08,0,0,1.01e-06,0,4.112e-05
DEL,repeats,5+,5+,2.019e-05,3.3e-07,0.00010391,2.29e-06,0,0,5.42e-06,3.881e-05,6.678e-05
INS,repeats,2,0,0.0003704,0.0003315,0.00769219,0.00233796,0.0024766,0.00199929,0.00144628,0.02429981,0.00116899
INS,repeats,2,1,0.00023967,0,0.02173701,0.00180682,0.00309768,1.377e-05,0.00178115,4.06e-06,0.00017507
INS,repeats,2,2,0.00124481,9.793e-05,0.00850432,0.00015916,0.00142353,0.00055858,0.00037907,0.00128487,8.604e-05
INS,repeats,2,3,0.00051926,0.00035652,0.00134167,9.909e-05,0.00098177,0.0001269,0.00012312,0.00104345,0.00015034
INS,repeats,2,4,0.002108,0.00268488,0,0.00027516,2.486e-05,0,2.432e-05,0.00306928,1.822e-05
INS,repeats,2,5+,0.01362843,0.01815682,0.00077213,0.00168445,0,0.00052527,0.00074683,0.00070727,0.00030328
INS,repeats,3,0,4.272e-05,0,0.00479225,7.764e-05,0.00010176,0.00119654,0.0002088,0.00684331,2.416e-05
INS,repeats,3,1,0.00144408,0.00015549,0.00767378,0.00055548,0.00042364,3.57e-06,0.00056325,0.00270942,0.0004984
INS,repeats,3,2,0.00021748,4e-08,0.00091008,1.79e-06,6.65e-06,0.00046235,3.589e-05,0.00016083,0.00040099
INS,repeats,3,3,3.742e-05,1.067e-05,0,3.17e-06,0,1.13e-05,1e-08,0.00020385,0
INS,repeats,3,4,0.00010469,1.31e-06,0,9e-08,0,0,2e-06,0.00057523,0
INS,repeats,3,5+,0.00243384,0.0004884,0,5.754e-05,0,0,3e-07,0.00247168,0
INS,repeats,4,0,5.53e-06,8e-08,0.00321282,0.00018085,0,0.00151545,0.00018294,0.00621342,8.536e-05
INS,repeats,4,1,0.00143444,0.00068531,0.00438998,0.00114612,0.00027292,0.00041642,0.00042772,0.00139188,0.00125163
INS,repeats,4,2,2.622e-05,1.283e-05,6.54e-06,2.14e-06,0,0.00013655,3.4e-07,3.551e-05,5.76e-05
INS,repeats,4,3,0.00013063,6.65e-06,0,1.56e-06,0,3.85e-05,1.6e-07,0.00094225,0
INS,repeats,4,4,0.0003511,3.864e-05,0,7.52e-06,0,0,2.2e-07,0.00167853,4.683e-05
INS,repeats,4,5+,0.00284173,0.00068039,0.00052567,0.00029777,0,1.582e-05,2.4e-07,0.00039715,0.00010966
INS,repeats,5+,0,0,1.48e-06,0.0056303,0.00017369,9.199e-05,0.00840662,0.00036431,0.0027072,0.00014076
INS,repeats,5+,1,0.00010674,0.00146648,0.00570685,0.01040086,0.00020528,0.0055043,0.00196564,0.02667016,0.00312894
INS,repeats,5+,2,3.882e-05,6.788e-05,9.4e-07,8.15e-06,0,0.00102331,0,0.00063234,8.267e-05
INS,repeats,5+,3,0.0001063,4.036e-05,0,5.46e-06,0,0,2e-08,2.573e-05,0
INS,repeats,5+,4,3.13e-05,6.32e-05,0,6.41e-06,0,0,1e-08,3.769e-05,0
INS,repeats,5+,5+,0.00011921,4e-06,0.0002154,9.7e-07,0,0,7.22e-06,1.573e-05,5.527e-05
DEL,MH,2,1,0.0001188,0.00054372,0.02486137,0.00454516,0.0085961,3.232e-05,0.00230114,0.00191412,0.18406904
DEL,MH,3,1,1.42e-06,2.449e-05,0.0149337,0.01018114,0.00054338,0.00121674,0.00178156,0.00164547,0.00642507
DEL,MH,3,2,0.0030703,0.00144708,0.0081757,0.00380433,0.00047588,0.0042827,0.00118204,0.00313519,0.047613
DEL,MH,4,1,0.00012936,2.22e-06,0.00970367,0.00591961,7.235e-05,0.00293069,0.00142004,8.5e-07,0.01054572
DEL,MH,4,2,0.00053958,8.92e-06,0.00560961,0.00071594,0.00034409,0.00857311,0.00223335,0.0007029,0.02891074
DEL,MH,4,3,0.00066938,4.77e-06,0.00211166,0.00051975,0.00010503,0.0046703,0.00111102,0.00185331,0.04738967
DEL,MH,5+,1,0.00051112,8.4e-07,0.00253946,0.27640831,0.00061623,0.08539514,0.00088852,0.00329328,0.00010313
DEL,MH,5+,2,6.1e-07,1e-08,0.00212588,0.10184277,0.00116901,0.25952204,0.00032602,0.00279034,2.179e-05
DEL,MH,5+,3,0,1e-08,0.00455821,0.02770305,0.00043596,0.21784859,1.169e-05,0.00058325,0.00045351
DEL,MH,5+,4,0.00041765,2e-07,0.00070857,0.00668076,0.00028634,0.11989064,9.781e-05,0,0.00284477
DEL,MH,5+,5+,0.00239324,0.0005591,0.00034406,0.00570811,6.41e-06,0.09858126,0.00074252,0.00066293,0.00127555
