Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID2 1),signeR.2 (ID1 1),signeR.3 (False Positive) (ID2 1),signeR.4 (ID5 0.984),signeR.5 (ID8 0.999),signeR.6 (ID3 0.998),signeR.7 (ID6 1),signeR.8 (ID14 0.999),signeR.9 (ID9 0.999),signeR.10 (ID4 0.992)
INS,T,1,3,0.0010973520953919,0.00422163953250267,0.00102081099612506,0.0201924366908459,1.27758074391439e-05,0.0287856249334578,0.00080652588166748,0.00101118980734141,0.000179475041331352,8.8899264867286e-05
INS,T,1,4,0.00346254447842802,0.016705472414684,0.00355692460682058,0.0129397329598778,1.85135668828239e-05,0.00742922891990772,0.00111353549942878,0.00514374433477068,0.000177944923275255,0.000383292976123413
INS,T,1,5+,2.79099385314254e-05,0.896451516069143,0.0103545846060664,2.33695857468621e-06,0.0108471327470771,0.0246003668610873,0.0115917326343873,0.252022822797937,2.56434333103974e-05,0.000519672489317021
DEL,repeats,2,0,0.000182300715243604,0.000644948721317661,4.85686233550744e-05,0.0276520337719977,0.00840967584467438,0.00705736457179209,0.00170886488566852,0.000363654671581054,0.0127046151664371,0.0701147024368081
DEL,repeats,2,1,0.00355525956752555,0.00122695812362549,0.00355454134743598,0.0222085500088591,0.00980106270879148,0.00938938511926617,0.00237250604209612,0.00649501687731972,0.00207812556057019,0.221254004985909
DEL,repeats,2,2,0.00186179853728624,0.000355672215122796,0.00189706898194252,0.00418436952711446,3.23102154120567e-06,0.0117206837254334,0.00231893484943047,0.0026761981780123,1.87460695361804e-05,0.0531581933399469
DEL,repeats,2,3,0.000790455279461074,0.000289886597226509,0.000650607606134925,1.07922394898898e-06,1.38115775915743e-06,0.00668600992266108,0.000166860472066464,0.000525219521241439,6.86726523018457e-06,0.0124583666560022
DEL,repeats,2,4,0.000910441482102882,8.14896452030973e-07,0.000769122899268026,0.000498340381816243,1.31286231606044e-06,0.00332053745564924,1.33800659974411e-05,9.81435714600978e-05,6.62971339249253e-06,0.00307978089066622
DEL,repeats,2,5+,7.99689788010201e-07,3.51545946246434e-07,2.3248624029186e-06,0.0201596120880782,1.20319163310953e-06,2.48459434232835e-05,1.31914753168559e-05,4.49788138182259e-05,8.05591527651541e-06,0.000938516161935589
DEL,repeats,3,0,1.86950617027742e-05,7.88307126995597e-05,7.68547861770173e-06,0.016198259882172,0.0113639843018145,0.000554692963445504,0.00106797176424591,0.00099478030393862,0.00215994362639165,0.00378164509717902
DEL,repeats,3,1,0.00498268633098344,0.00506245394008925,0.00501249451157935,0.00546790095171216,0.000549114164859617,0.000284670711843489,0.00557788230958009,0.00489923140232494,0.00459027770266589,0.0934002499176744
DEL,repeats,3,2,0.00237868405758535,0.000441221408249149,0.00235862171600743,0.00070099322897001,1.30788348577722e-06,5.63553743064129e-06,0.000558982986966531,0.00124940786922592,0.000290581165795369,0.0213521356614508
DEL,repeats,3,3,0.00046512292350321,0.000168347703188662,0.00042317123805874,0.000202020056688458,1.04263341854045e-06,3.45866377496755e-06,7.1148247118398e-06,0.000520554146600288,7.10636728083435e-06,0.00367571526284225
DEL,repeats,3,4,7.12296625188747e-07,3.46140484113994e-07,1.86461828672328e-06,0.00543813874512465,1.47252903934917e-06,1.0343254687382e-05,8.28407099047975e-06,4.6110595857578e-05,7.34659278110474e-06,7.17535407575837e-05
DEL,repeats,3,5+,6.70486787854326e-07,3.59879153011355e-07,2.04235597771901e-06,0.00785066197907456,1.40490579035263e-06,1.10370281481837e-05,8.36293690999452e-06,4.25262135515495e-05,6.44337041824427e-06,0.000263664075205774
DEL,repeats,4,0,2.30093579648767e-05,4.53967875171846e-05,6.92504041534469e-06,0.0102806760461359,0.0069481556873837,2.62527735344174e-05,0.00228511397334952,9.29187174608449e-05,0.000723165003267949,0.00635315614265598
DEL,repeats,4,1,0.00211975587738651,0.000861176865685898,0.00212237184518485,0.00240091479059316,0.00163430711876182,0.00090000728673315,0.00284880962901604,0.000598812060707778,0.00493204181492044,0.0614497595926047
DEL,repeats,4,2,0.00054916620210078,6.14467193232536e-07,0.000456476711816798,7.17733181185561e-07,1.24726443036104e-06,4.99784472414087e-06,0.000210416824010405,0.000627006195135924,9.58969208922109e-06,0.0144906775414119
DEL,repeats,4,3,4.02268827209182e-06,3.76230866651387e-07,1.63137660005048e-05,0.00366310108502429,1.13702315748366e-06,8.93809782648689e-06,1.20333473292163e-05,4.46361414018925e-05,6.00651385255829e-06,0.00388195808179232
DEL,repeats,4,4,7.77273824588211e-07,3.61860058863082e-07,2.03223501640324e-06,0.00430829642526547,1.23628073303928e-06,1.0785122728993e-05,9.07818319392186e-06,4.48495250784199e-05,7.48858652919936e-06,7.88088946835762e-05
DEL,repeats,4,5+,0.000252104390786005,4.84920158233666e-07,7.01707110205374e-06,0.00106840272003229,1.11086592630699e-06,3.64805116970248e-06,7.40055558765208e-06,3.22455234459618e-05,5.35546220000817e-06,0.000170390768176006
DEL,repeats,5+,0,8.20738142391505e-06,5.82590701528707e-07,8.49071559858926e-06,0.0178863186441392,0.253841122987085,2.12788359526738e-05,0.0194762042564239,0.00290959645372696,1.39966487788061e-05,0.00339844793013259
DEL,repeats,5+,1,0.00303390605280531,1.15617740696886e-06,0.00293537704685284,0.000391805995453828,2.02488149965068e-06,3.5480533920375e-06,0.00792338256770702,0.000473746707967092,8.96854785163599e-06,0.0154668765253564
DEL,repeats,5+,2,0.000437781244159673,8.96194730495068e-07,0.000366295531726632,8.15294357102274e-05,1.40111181289069e-06,2.62279268809873e-06,0.000109585685010238,8.74382541999674e-05,6.97675427914155e-06,0.00241183276562026
DEL,repeats,5+,3,0.000179226366319973,4.4140238880788e-07,5.3828803344799e-06,1.06979928385358e-06,1.01678231482994e-06,2.7806218020473e-06,1.47046498163764e-05,5.73590084370005e-05,4.83609103445674e-06,0.000759221717031862
DEL,repeats,5+,4,9.33077713086394e-05,4.07718023656279e-07,6.1566827262495e-06,6.96261306441399e-07,7.38180350095145e-07,2.87924927138266e-06,6.3435019443243e-06,2.11061532947713e-05,4.49418198795635e-06,7.12830022634796e-05
DEL,repeats,5+,5+,3.27711908338157e-05,5.63035881924906e-07,5.24619533829338e-06,7.72978302211771e-05,8.18611661700141e-07,3.34665440907779e-06,7.05815478814474e-06,7.69089562091524e-05,5.59808010156757e-06,6.5351491590969e-05
INS,repeats,2,0,0.000352463489597258,0.000364115089517516,0.000263554988464727,0.00698412731404302,0.0016596104874079,0.00235058598164082,0.00209664541257909,0.0233984555513878,8.88493082333585e-05,0.0010931865870625
INS,repeats,2,1,0.000298780562647572,6.27860496298858e-07,8.41342897358289e-05,0.0170230747066174,0.00114624970675815,0.00288164833565426,2.22730502171285e-05,7.35973469064841e-05,0.00118255462725916,7.88442545758174e-05
INS,repeats,2,2,0.00109311891978947,5.43555218719793e-05,0.000984482028319164,0.00670108091500737,1.37229732450111e-06,0.00124742452213163,0.000599731393750725,0.00122249752405183,8.08136499196574e-06,6.54952866562213e-05
INS,repeats,2,3,0.000415415976272521,0.000394661635600678,0.000369685048644223,0.00113906578688707,1.25842511202066e-06,0.000882463161454457,0.000137123757396329,0.000979996997420261,7.94951093702357e-06,9.5182569908805e-05
INS,repeats,2,4,0.00202334264537323,0.00273757936448971,0.00192926370874079,8.13123928197916e-07,1.14930967044138e-06,5.59538610075937e-05,8.96231955522836e-06,0.0031109729324842,5.99444596974146e-06,5.00096907220173e-05
INS,repeats,2,5+,0.0135434387109568,0.0183432878850408,0.013798918631858,0.000884613574838652,0.00144955554225606,6.353402586172e-06,0.000452208329816926,0.000673407952585288,2.34700516166223e-05,0.000185161506116066
INS,repeats,3,0,6.36721355759343e-05,5.88492513081614e-07,9.05671532947892e-06,0.0037761603908244,2.23479201869888e-06,1.9641935744211e-05,0.00124577170462385,0.00654327840589887,8.81356624622078e-06,5.85688489152802e-05
INS,repeats,3,1,0.00125004713604196,0.000175727817980253,0.00121565582410472,0.00628288938597893,2.93721745042748e-06,0.00034661451533099,1.80153651243308e-05,0.00263137450090709,1.05204940060011e-05,0.000327924450282299
INS,repeats,3,2,0.000250094785866372,6.71111872815298e-07,3.82643902988249e-05,0.000718840566130743,1.0690211326152e-06,4.68502643020097e-06,0.000507561506409021,0.000222795852778326,6.8333112916347e-06,0.000296529676465608
INS,repeats,3,3,3.90498974957383e-05,2.0732284220186e-05,4.00529151391386e-06,6.83229310779206e-07,8.06472778383791e-07,2.27167923934801e-06,1.44576550525181e-05,0.000232818435615019,4.74337747395633e-06,2.67264683531373e-05
INS,repeats,3,4,0.000184271847967295,5.24636355160595e-07,4.59757376087282e-06,5.19762701723679e-07,8.0634342035689e-07,2.80707937584213e-06,5.87056649726951e-06,0.000633550355365661,5.48284199174865e-06,2.76266518127634e-05
INS,repeats,3,5+,0.00206458160026829,0.000580589315103098,0.0017984623384794,6.72156983995064e-07,8.53674600338731e-07,3.12292369993189e-06,5.95624964810694e-06,0.00267684643267764,5.37047340909546e-06,3.28099327511239e-05
INS,repeats,4,0,1.24183448219142e-05,6.37855114076113e-07,1.01716161702603e-05,0.00265003126134756,3.46567006821633e-06,7.36439736787519e-06,0.0015924703745062,0.00585403571065351,9.63590824723059e-06,8.38685905921572e-05
INS,repeats,4,1,0.00121830326715241,0.000697291432143399,0.00116797261194457,0.00372697087305579,0.000821407063214237,0.000193357943918362,0.000416300863250668,0.00132635741864596,1.57706974303059e-05,0.00115475820450418
INS,repeats,4,2,3.42063466089404e-05,4.68120923576776e-06,3.64973391694237e-06,4.68907157998811e-06,1.3307117782647e-06,2.87643885182033e-06,0.000154761383567769,6.78758084544958e-05,5.64149641734993e-06,6.65944309705836e-05
INS,repeats,4,3,0.00019771900602487,8.50928461616604e-07,6.01925792251568e-06,5.93136811216099e-07,9.27855735166156e-07,2.97193570291304e-06,5.18284193158614e-05,0.000938850872139308,5.70447985948216e-06,2.81719757373931e-05
INS,repeats,4,4,0.000336086829709657,5.64518037817134e-05,0.000174266372591652,6.04894106234049e-07,9.69030413146527e-07,3.08249528627438e-06,6.65418330121586e-06,0.00178353327420278,5.98037692351904e-06,7.28335094805996e-05
INS,repeats,4,5+,0.00225127695352286,0.000779585448901626,0.00224870116949002,0.000452195468663651,8.52483147127804e-05,4.37259634977382e-06,2.01919405854166e-05,0.00040627432173669,7.52105928889587e-06,6.96831178992549e-05
INS,repeats,5+,0,7.24402122212612e-07,3.32470085731066e-07,1.96838928004344e-06,0.00475385669229256,2.38380139442414e-06,1.18980267903463e-05,0.00885144939943652,0.00260652956987059,9.30855603469659e-06,7.10319134394585e-05
INS,repeats,5+,1,0.000149596543187032,0.0014523075080392,3.24941392069373e-05,0.0058963883101877,0.0101176621733744,0.000263244038613173,0.00532688453484308,0.0257233372115476,0.000240792326839297,0.00338098600182413
INS,repeats,5+,2,3.95014448464287e-05,9.85391122225023e-05,4.12768689104474e-06,1.53803133466032e-06,1.18943803498575e-06,3.04686528451813e-06,0.00114214654715915,0.000627536795479389,5.09935673102163e-06,9.40446240217373e-05
INS,repeats,5+,3,0.000168441086887385,2.48273382382988e-05,5.07202599010903e-06,6.03196411590064e-07,9.06569597148224e-07,2.94972291325485e-06,6.17548790281279e-06,8.95163404866771e-05,6.29693805264892e-06,3.42392951820206e-05
INS,repeats,5+,4,3.59072462661267e-05,9.09786598281793e-05,4.13025634882025e-06,6.27430782095233e-07,1.0102176903466e-06,2.48609730671024e-06,5.74118590986039e-06,7.96057509535701e-05,5.45716744582669e-06,2.80043175445108e-05
INS,repeats,5+,5+,0.000166283142329998,8.66073654994875e-07,5.22876739292877e-06,0.000161787506150232,1.16724123609406e-06,3.33688591416961e-06,6.05254209100244e-06,6.33991548021471e-05,6.01571734537684e-06,6.2396191816483e-05
DEL,MH,2,1,0.000201287071745756,0.00118332689781402,1.85573035663041e-05,0.0267392163408227,0.00412865126203936,0.00773064458182621,0.000316849294737807,0.00262284262084902,0.0034196967264214,0.181878998955928
DEL,MH,3,1,3.32112328901972e-06,4.37257091512929e-05,4.34010733456641e-06,0.0122868313389143,0.00974205538875164,0.000368550035839072,0.000922119255315551,0.00149316712698217,0.00212589313909568,0.0057418664292269
DEL,MH,3,2,0.00289517027098637,0.00158290112810161,0.00298298423067514,0.00823670031431143,0.00429443461258215,0.00025517333184511,0.00448116902753928,0.00323596591394659,0.00106922683642813,0.0468941536766656
DEL,MH,4,1,0.000191106506193798,1.86175191877736e-06,8.78130817877906e-06,0.008196803243165,0.00594346622982977,1.37599879253983e-05,0.00270674988706644,6.05392123715607e-05,0.00192487674345712,0.00993154533265939
DEL,MH,4,2,0.0005951378964593,2.97906929563631e-06,0.000514772906137097,0.00553983182331516,0.00132993044817952,0.000390194722043717,0.00876821992066535,0.000920407644067121,0.00316395651523719,0.0285052894253953
DEL,MH,4,3,0.000746315698691867,2.07001836455383e-06,0.000623704958633527,0.003318265838377,0.000970267677476551,3.09756900292071e-05,0.00486554601362751,0.00219980265322691,0.0022157198612637,0.0470838089148976
DEL,MH,5+,1,0.00062282285656152,5.45581455471191e-07,0.000300173443100856,0.00711214306432551,0.299869620288357,1.08616882157802e-05,0.0716423993399839,0.00294612036049569,1.60374059073604e-05,0.000190918019073958
DEL,MH,5+,2,9.97936128262736e-05,7.27232154264423e-07,7.64538740571785e-06,0.00657013384595017,0.130847248023227,0.000326638395444286,0.255173791931819,0.00257834589207857,1.17430514701197e-05,0.000148021675570683
DEL,MH,5+,3,4.51921504865622e-05,6.16647495541814e-07,1.38252280755777e-05,0.00611042726254175,0.0480274952529706,0.000145057889574447,0.218488600429723,0.000639042352133759,1.73746071648916e-05,0.000239931431721271
DEL,MH,5+,4,0.000475333662037007,7.42008304469695e-07,0.000366641767481727,0.00197667486531103,0.0166156424057944,0.000253592506925316,0.121417600071132,5.39644326669716e-05,1.92385186868483e-05,0.00302506553693607
DEL,MH,5+,5+,0.00239548944481676,0.000566386735194346,0.00226770899560891,0.00215402523242813,0.0129953369561544,1.39704304793934e-05,0.0997177723783771,0.000597102410403268,1.66558654809039e-05,0.00159558529390416
