Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (False Positive) (ID2 0.999),signeR.2 (ID1 1),signeR.3 (ID2 1),signeR.4 (False Positive) (ID2 0.898),signeR.5 (ID5 0.957),signeR.6 (False Positive) (ID2 0.995),signeR.7 (False Positive) (ID2 0.999),signeR.8 (False Positive) (ID6 0.861),signeR.9 (False Positive) (ID1 0.999),signeR.10 (ID3 0.99),signeR.11 (ID9 0.997),signeR.12 (False Positive) (ID5 0.575),signeR.13 (ID14 0.991),signeR.14 (ID4 0.986),signeR.15 (False Positive) (ID5 0.11)
INS,C,1,3,0.000194008513433202,0.000953906672744637,0.000322214388962968,0.00076436640894912,0.0010720717657095,0.000412110693204604,0.000432422632128786,8.47379451512503e-06,0.000310241550224808,0.00786818127832036,2.78998329195795e-05,0.00245621540267832,0.000811470018664369,0.000533602768758719,0.00485811689772757
INS,C,1,4,0.00149261126449739,0.00141080752206756,0.00173832994624143,0.00234186297180988,1.03662017003111e-05,0.00315966202275855,0.00337492805868606,2.18707469307202e-05,0.00229494097225386,0.00771224422727967,6.63564321253838e-05,0.015707052871073,0.000999980689378052,5.70445963594401e-05,0.0270648539764486
INS,C,1,5+,0.00548182347999238,0.0254115842355627,0.00516290135865614,0.0203871801150716,7.31069481184034e-06,0.0166331744778864,0.00472688199265321,1.64160288605884e-05,0.00262798570436246,0.00862251682755806,4.59125205806647e-05,0.0131685336122629,0.000983718087184001,0.000596711238914711,0.108725148061806
INS,T,1,0,0.000611966737788064,0.00199185440363822,0.000842917253942653,0.00229027234545263,0.00997409595251332,0.00150904742184846,0.00135747680586628,0.00575944784772261,0.001551565224659,0.0162674667020539,0.0136048099854215,0.00335333544764453,0.0362951627345904,0.00654331123115711,0.00928146425195525
INS,T,1,1,3.16802453647315e-06,4.45456220420962e-06,6.36445261266581e-06,1.04371676467402e-05,0.0185025776549299,6.44879211365315e-06,5.95111634324039e-06,0.000981999524428662,1.51901493445023e-05,0.0565933481421514,0.00814275675990681,2.30659972391257e-05,0.0028610452909968,0.000165430403568416,5.38280993481373e-05
INS,T,1,2,0.000268543881928794,1.11872525767678e-05,0.000230254931490981,0.00061973743289021,0.0287517576992302,0.00109669425015178,0.000646880045380205,1.50893989836182e-05,5.76736701033913e-05,0.0514152032896334,5.71857805474736e-05,0.00135532269317399,0.00160114822024889,7.40792346538385e-05,0.00639407338727179
INS,T,1,3,0.00130901535548993,0.00379651123007996,0.000649817422935655,0.00281392182480695,0.0211753888104881,0.00110396859011339,0.000271248220629016,2.02000710435985e-05,0.00388218683448397,0.0290897422357991,4.89874028195543e-05,0.000109048216417202,0.000389337590536688,0.000251912196257582,0.0129464527091988
INS,T,1,4,0.00137677214398048,0.0160310305627961,0.00482528801929355,0.0104315752503467,0.0128335019352041,0.00537031054030016,0.00204377107756815,9.48154210292588e-05,0.00372794455862258,0.00776933957416004,0.00269584956025103,0.000147882282051063,0.00550143846685865,0.000645030391109263,0.0923874450578
INS,T,1,5+,0.00113893463142121,0.903855144372753,0.00284430763688937,0.272797680497534,1.19871559745214e-05,0.000475630706729178,0.000332753862412857,2.53570968226365e-05,0.920980636434449,8.93943470322085e-05,7.02172381497146e-05,0.000343864900758663,0.185897955112632,0.00124949538250593,0.00205296825583576
DEL,repeats,2,0,0.000115320556862364,0.000532699286247958,5.10978360675698e-05,0.000387687499656683,0.0261596648097285,4.98605749228701e-05,4.44070637052878e-05,0.00242979604115659,0.000888091323211888,0.00882245408501192,0.0153333498738905,0.000144719158330202,0.000542573501608858,0.0909151431138476,0.00138620226450642
DEL,repeats,2,1,0.00144930302246101,2.89616002362611e-05,0.00326528782460682,0.00282027987148654,0.0210715097169855,0.00410753650270442,0.00204844435582983,0.00323446368702726,0.00279210883973717,0.0119304343947355,0.00264950642832929,0.0275437956757152,0.0063289417312915,0.190574623146447,0.0148704424767531
DEL,repeats,2,2,0.00110902977824591,0.000749521228241752,0.00140780009473635,0.00127873510305737,0.0036534839787758,0.002824538872593,0.00311150586638651,0.00111200877765733,8.11303893301357e-05,0.0125082860752476,3.62068669483117e-05,0.00523756463378375,0.0019960178132137,0.046172900319177,0.00553142348388991
DEL,repeats,2,3,0.000754034818274289,0.000314774232980433,0.000382774708481831,0.0006902045342602,1.09733863074018e-05,0.000998600704292685,0.000661701897798113,0.000197935253846248,0.000174398542821897,0.00661657248962977,4.96003453860076e-05,0.00375235295049443,0.000148358123609875,0.0120413793291538,0.00228550514910679
DEL,repeats,2,4,0.000251329702259723,5.73658233242941e-05,0.000674559954375365,0.000520694440281556,0.000505011501262798,0.000995756282868533,0.000835989299043899,8.96562632985027e-05,0.000478817578620599,0.00307480640900443,8.46399638409176e-05,0.00293605318445673,0.000294061375364651,0.00328689513956255,0.00687487874635865
DEL,repeats,2,5+,2.13131915380463e-06,2.31831249335979e-06,2.97968767394043e-06,3.27777729321552e-06,0.0198319870203478,4.13199837370222e-06,4.87875027826039e-06,1.29610116717951e-05,6.48204831023402e-06,5.34392326673836e-05,2.5780313983837e-05,2.2965325645928e-05,4.73105803233442e-05,0.00101329436021017,5.32927936563998e-05
DEL,repeats,3,0,6.7196399216239e-06,1.03179011803547e-05,2.74039208557109e-05,8.62285698786063e-06,0.0172518164034896,2.59823313172351e-05,3.16627598753737e-05,0.00493945212692575,0.000107438825903641,0.00145223735310557,0.00313629956548266,0.000106804223761404,0.00157160386333909,0.00501670386074323,0.000122304730710191
DEL,repeats,3,1,0.00462402927291519,0.00422458450290563,0.0016152569295729,0.00899385888023246,0.00417830426815696,0.00432293535413133,0.0050053079625178,0.00298105764990304,0.00549695942712795,4.15098169339523e-05,0.00173887151985164,0.0142863344476494,0.00462486810970824,0.102185224583139,0.00749695975440118
DEL,repeats,3,2,0.00159671527848712,0.000568956869952039,0.00130009958060074,0.00137276915399549,0.000733475355050332,0.00571243067640786,0.00133109888841904,0.000286066688872423,0.000716480363189266,2.2315364600963e-05,0.000522424283246281,0.00427351783269053,0.00146095089551044,0.0140870709875561,0.0121344474502606
DEL,repeats,3,3,0.000140212820679946,0.000328781008717901,0.00032339984665527,0.00061401415912874,0.000425038348175778,0.000624906443295443,0.000540568743260211,0.000148907568638267,0.000337939953181574,4.09900433256148e-05,0.000113254141387099,0.00236247711590697,0.000486441592060686,0.00367188118277601,0.00611285986942761
DEL,repeats,3,4,1.94806932569675e-06,2.5368926439028e-06,2.79445671023044e-06,3.63752362011562e-06,0.00502838432537595,4.57455908271902e-06,4.71711158222051e-06,6.21866862741891e-06,5.32244263306552e-06,2.4838294684113e-05,2.00528710548391e-05,2.50835185343399e-05,5.44362146688354e-05,0.000398076222997057,5.35522668729517e-05
DEL,repeats,3,5+,2.14821833762662e-06,2.54547645698832e-06,2.86702368348955e-06,4.08643258889111e-06,0.00757506216806599,5.15005600722804e-06,4.93164850675443e-06,1.50303158515724e-05,6.63415261448307e-06,7.75506715684668e-05,2.51007539694316e-05,2.45668310118834e-05,7.96060351993608e-05,0.000310820892909234,4.98264324903495e-05
DEL,repeats,4,0,2.73301606677253e-05,6.00208316933811e-05,1.31122034494568e-05,3.53398061304113e-05,0.0110322258540687,2.44210946973841e-05,1.89866277821825e-05,0.00396429568593393,3.19671369068521e-05,7.17934884599811e-05,0.00101083645774635,5.52201276459271e-05,0.000268060683433605,0.00587598425503716,0.000173422599480996
DEL,repeats,4,1,0.00132672251099565,0.00102355596263825,0.00156266901972098,0.00202784325589352,0.00174841478960346,0.00389243678836335,0.000463840231951017,0.00183106846735245,0.000698740859716481,0.00128725002243467,0.00279895114991526,0.016128672562822,0.000137480266363285,0.0572251809922008,0.000572473645499985
DEL,repeats,4,2,0.000263263155263806,6.86391161356463e-06,0.000422947606703652,0.000236000490502386,1.88009214569716e-05,0.000607963870817228,0.000402362459353341,0.000283613037874425,0.000212901767444175,1.30807173932501e-05,9.63259683011681e-05,0.00637727778538328,0.000420404668635597,0.01364497463412,0.000330584012636189
DEL,repeats,4,3,3.11163682540545e-06,3.07857492107338e-06,4.52773036309914e-06,3.56595279381487e-06,0.00330126850166069,6.27545750465219e-06,9.54028847017045e-06,3.92871709882332e-05,1.34309251670551e-05,2.669877954941e-05,3.2052014203706e-05,2.15616445163875e-05,4.21697861965677e-05,0.00378673294677781,6.49244973271935e-05
DEL,repeats,4,4,2.18224864148445e-06,2.46087548123091e-06,2.7004399690488e-06,3.64280339249753e-06,0.00416274408019117,5.03657314181372e-06,5.0061058303065e-06,1.55786527862794e-05,5.75024842417002e-06,5.59202386866344e-05,2.03316475483875e-05,2.34879603586325e-05,3.07102979873228e-05,0.000131265202051694,5.14374146836476e-05
DEL,repeats,4,5+,0.000103116494154532,1.62383045206203e-05,0.000132334190463717,4.04976837418909e-05,0.00125524096569767,0.000420405822348325,0.000283072727993254,1.42565316149644e-05,5.16527326835517e-05,4.64299077484103e-05,1.96220394070418e-05,0.00159992970258839,7.72523916704059e-05,0.000600812995530434,0.000708748335152582
DEL,repeats,5+,0,1.73530970663228e-05,4.90743373940865e-06,1.01299633974234e-05,9.74812370615458e-06,0.052554445682868,1.85669120619769e-05,1.16916706374257e-05,0.134930664577129,1.34411536010262e-05,0.0056829689898305,0.00935089822872857,4.34493132640887e-05,0.00181577514898213,0.0058904242481123,0.000300508834201662
DEL,repeats,5+,1,0.00186522538111116,9.29933739120716e-06,0.00308339200798533,0.00122772199261182,9.14183405302551e-06,0.00195414598551517,0.00386089395163748,0.00408185040633724,2.40149229856446e-05,1.35769654013237e-05,6.41576421538427e-05,0.0216653916888097,0.000478394387370908,0.0146724398122216,0.019866582942576
DEL,repeats,5+,2,0.000191998073453893,4.79863085822181e-05,0.000208294057021722,0.000225931684239122,0.000296344516632017,0.000541941586154225,0.000307651319038066,0.00033988425957939,0.0003271846964305,2.36028266981457e-05,4.54366429457032e-05,0.00355264021629827,5.05434261349425e-05,0.0028050048381562,0.002876126377164
DEL,repeats,5+,3,0.000114708312622579,5.80829384517021e-06,8.20020927249821e-05,6.08623387356864e-05,0.000162223783214572,0.000256749452915816,0.000199618761641363,8.93993060477884e-05,0.000155647511452908,2.69008968868445e-05,8.53524145693689e-05,0.000556737929935896,0.000147203922174355,0.000942116708900063,0.000843679892018701
DEL,repeats,5+,4,4.27330421002208e-05,6.28230377430919e-06,4.0605812857088e-05,9.38043078656577e-05,1.75946938545236e-05,0.000165695366337414,1.99967642496167e-05,2.01911207477082e-05,1.72577411175292e-05,4.95239903231724e-05,5.14156330975754e-05,0.000618591612356134,3.58981336199692e-05,0.000137559583431704,0.000214685810935968
DEL,repeats,5+,5+,2.96418015199829e-05,1.81234017179981e-05,2.1931576077484e-05,3.69141960609057e-05,0.000590328788481563,4.20915809122787e-05,2.5476592590003e-05,4.55261130981124e-06,2.22376955590304e-05,1.8699359844247e-05,4.36419702143415e-05,8.1621185854567e-05,7.63737493737341e-05,0.000131217323112541,0.000160563390701971
INS,repeats,2,0,0.000219121693224038,0.000464832282603007,0.000293131842595398,0.000390428541138249,0.00688045277211149,0.000372975981649909,0.000355487337551174,0.00193823412148736,8.90924043864614e-05,0.00207721862336048,0.000762704238013054,0.000805012281850062,0.0235992605338317,0.00120454173985696,0.00183759627860814
INS,repeats,2,1,9.88946814348998e-05,6.85067287364838e-06,0.000266742550499325,0.000196304031609083,0.0170091367195787,0.000413792768995637,0.000213567106492218,0.000167247754180288,6.33399457157042e-05,0.00283203310791762,0.00138021017910938,0.00157427845989603,7.27698387908144e-05,0.00021816466160281,0.000645803138775127
INS,repeats,2,2,0.000633763981292056,0.000180525825249842,0.000817176918767688,0.000596151751763095,0.00622749176300384,0.000658370816131227,0.00100290832875867,0.000176815417165365,0.000699787574815021,0.00121442120932961,8.17515246033184e-05,0.00557816777304374,0.00137182106228975,7.07804077167181e-05,0.0110125264583021
INS,repeats,2,3,0.000294005968946509,0.000498631311901082,0.000272169984396124,0.000315320713858638,0.00107970341806885,0.000664523894819893,0.00067857934350332,0.000319224418430556,0.000283579813641889,0.000832953429893736,0.000114472250603682,0.00278409674926939,0.000994230578143836,0.000259228354156577,0.00197503454469919
INS,repeats,2,4,0.00197141455504203,0.00232083680377447,0.00081395196923335,0.00375437990822907,1.09221567686875e-05,0.00260953325256758,0.00264530039473421,1.90890463676924e-05,0.00177751838352048,0.000274851376936443,5.02525240733752e-05,0.000902064911157479,0.00393196021903959,0.000145271445074056,0.023347819010614
INS,repeats,2,5+,0.00960039576591282,0.0165732477219727,0.0106064540203243,0.0211774757463949,0.000216024690638156,0.01231544843285,0.0204048277539082,3.23047528023415e-05,0.00788674193310831,3.27825293481702e-05,7.56640458843574e-05,0.0168257590786951,0.000831508126449674,0.000133964077122554,0.31225438713126
INS,repeats,3,0,1.41126871869518e-05,1.04349356743601e-05,4.84269568768642e-05,7.07116839563993e-05,0.00351828432237609,2.63197659212269e-05,9.53183240032834e-06,0.000819513300769539,2.90159081952763e-05,0.000123892467615118,7.84586763895728e-05,0.000344891552155197,0.00701524392697715,0.000112414161186824,0.000148601480788803
INS,repeats,3,1,0.000462313104907604,0.000290972295129603,0.00101385456478135,0.000769572369643387,0.00560662011490467,0.0013307960311242,0.00085310448734944,5.17289848132557e-05,0.00022675889223605,0.000348400515322398,0.000485919972171662,0.000302682278033327,0.00299932940978015,0.00044265832009068,0.0220073458574443
INS,repeats,3,2,6.12505024186307e-05,1.23222153963497e-05,8.56417774108704e-05,0.000202457486778188,0.00115943417884936,0.000384492454708348,0.000197531284599588,0.000503236142290536,0.000121409789778367,8.83564053500593e-05,2.91421119809467e-05,0.000184365250170879,0.000306627837370257,0.000956978008480823,0.00211354577724915
INS,repeats,3,3,1.48732191828903e-05,0.000117505044887956,4.42922125818131e-06,5.44152708535965e-05,8.20178516226459e-06,1.34933743658676e-05,3.52363013410361e-05,0.000196380216441554,6.67752329327495e-05,1.62580019952979e-05,3.21350298903364e-05,6.28721610238211e-05,0.00030381236154453,6.16262068703632e-05,0.000328208692002594
INS,repeats,3,4,2.47802102493725e-05,3.08837360057704e-05,0.000116029203565689,0.000156980629212297,5.9100448822026e-06,0.000105623945955813,0.000257509299931889,0.000139660791444573,0.000111072917284841,2.96300709651944e-05,4.06942465675757e-05,0.000652096698097473,0.000774539009964242,0.000144535824157507,0.00162387721177511
INS,repeats,3,5+,0.00148254621653244,0.00106805854971906,0.00150989381745832,0.00263966637929645,7.00555985741152e-06,0.00219381213377084,0.00135019921566321,8.19730872846627e-06,0.000510829587479024,1.79630587042553e-05,2.82856156889578e-05,0.00156983490339793,0.00203760086416733,6.1957734963107e-05,0.0384152408196212
INS,repeats,4,0,3.34479422565517e-06,4.42790687123207e-06,1.74066097857892e-05,1.58234000825208e-05,0.00237062001284825,9.67429969148706e-06,1.01387903104048e-05,0.00127649750042438,9.0374772187278e-06,3.75013088955059e-05,3.30508464290218e-05,3.70488114086749e-05,0.00477093127697769,0.000427378670768477,5.75737550515431e-05
INS,repeats,4,1,0.000764867559980273,0.000695576684294541,0.000821402115060686,0.00125004243699302,0.00362216747775272,0.00163323639671301,0.000879373676063329,0.000535670995249192,0.000562338281116447,3.94253150441677e-05,0.000896626440598326,0.00833210517017059,0.00172217457615981,0.00149781557343178,0.00534392046348408
INS,repeats,4,2,1.43047142577887e-05,1.57640261888565e-05,1.98468602091518e-05,1.48033001570669e-05,0.000299107248558401,3.8775386332999e-05,2.61799141792717e-05,0.000303513423340609,2.90605936340065e-05,7.74932432878469e-05,2.77726243440833e-05,4.42317233398896e-05,8.61908104243208e-05,8.52025962421095e-05,0.000506587984031674
INS,repeats,4,3,0.000159289520189413,3.83069712777372e-05,0.000122157574098276,0.000281256863360314,3.4292227339663e-06,7.22570415257887e-05,0.000275699892038775,0.000198914520835891,6.07050506086174e-05,1.23376450545431e-05,1.70717097130538e-05,0.000659584999115901,0.000819927441995071,0.000110409113838364,0.00043642815207333
INS,repeats,4,4,0.000170190019047429,0.000429525197572694,0.000139234192982621,0.000272290407421453,1.64406911948081e-05,0.000380075746478086,4.46385804495253e-05,2.97497478251856e-05,0.000113418962976444,1.94596489127448e-05,0.000147676140395963,8.85225791142842e-05,0.00134014418534777,0.000285440536208847,0.0023665933981741
INS,repeats,4,5+,0.00124294874957795,0.0013580361627485,0.00189498377954048,0.00206990923192137,0.000636121915390798,0.00352327195011124,0.00135743036430999,0.000127372668437049,8.52170437796337e-05,2.38064829717323e-05,3.37544196686548e-05,0.00769097402422756,0.000178101816958929,0.000116367961134141,0.0077598987612916
INS,repeats,5+,0,2.05204544229102e-06,2.85749559983166e-06,3.28302774539732e-06,3.66298625585675e-06,0.00389701844816907,4.77453571076273e-06,4.56512600239535e-06,0.00522848878957429,6.18610483172463e-06,3.17034802901279e-05,3.00877348648637e-05,2.26107922448635e-05,0.0026117267864343,0.000136530050636028,4.94194654154001e-05
INS,repeats,5+,1,0.00023453364038479,0.00165644958487318,2.20854600273112e-05,0.000633667133241357,0.00677790725624285,0.00015599596777193,4.33570606415984e-05,0.0079257146736874,0.000933149787500816,0.000312661940609509,0.00214114279474596,5.61404276678638e-05,0.0228530013899635,0.00315559738355174,0.00106378528646271
INS,repeats,5+,2,9.30927884107263e-06,0.000142456877956599,5.0362755879106e-05,0.000160985888230842,0.000247510216327823,1.27457223067952e-05,1.69845826145288e-05,0.000802981816966301,0.000153303212924511,1.8557562271576e-05,3.14106636462438e-05,6.30704301148569e-05,0.000546000692704226,7.33478234606785e-05,0.000482657881735024
INS,repeats,5+,3,9.10682203080599e-05,0.000238229418595977,6.70151694100521e-05,0.000210203367594232,0.000134436550993848,0.000124228631168784,6.38665479948582e-05,3.47304050935754e-05,7.45735340708144e-05,7.08037868559982e-05,0.00011465581637278,0.00035847635775196,0.000124907740769423,5.78413741949563e-05,0.00106769830815026
INS,repeats,5+,4,1.59774315128715e-05,0.000182908193036517,1.07221222351937e-05,8.31516694336018e-05,0.000144003274350125,1.27279811367026e-05,1.55852724261946e-05,1.57259365058104e-05,4.87246363582758e-05,2.42297029141199e-05,0.000107907836483082,3.89868918235223e-05,8.78248381815695e-05,3.79284846448492e-05,0.000183965474532599
INS,repeats,5+,5+,8.51942143495525e-05,0.000159839444992009,4.63288067047341e-05,0.000194256891368445,0.000626378437460849,0.000143230960032714,5.84497405255402e-05,7.21891319272348e-05,4.76912339712689e-05,4.95685265589934e-05,3.15163135318039e-05,0.000110563239787702,3.88171870287132e-05,6.30999208656716e-05,0.0010141711115776
DEL,MH,2,1,8.37339586647042e-05,0.000731019926844367,0.00026482395823151,0.000806423693783287,0.0260116090366084,0.000147014598718407,0.000627509498990409,0.000539262513763152,0.000423038688004868,0.00968971617653102,0.00119921233274195,9.39158941538123e-05,0.00169786827574326,0.203666735998442,0.00257969122588099
DEL,MH,3,1,5.73160887918617e-06,5.14053558727225e-06,8.57035724937201e-06,4.28944872863161e-05,0.0139489971721382,9.43098748302491e-06,1.89722754480096e-05,0.00409414711790011,9.41713879430958e-06,0.000935927734047229,0.00337545010389323,2.59613685656606e-05,0.00124326202557329,0.0058995918366225,8.76173003773619e-05
DEL,MH,3,2,0.00225921750080651,0.00194627891516719,0.00227696885576966,0.00221223021332252,0.00785888481322154,0.00457861549015039,0.0014402159972166,0.00372631163444677,0.00171796500844228,0.00048619007712916,6.18751678182361e-05,0.00119848576506497,0.00322615084482674,0.041811252036106,0.0400503398103319
DEL,MH,4,1,2.93438737500836e-05,1.55006627303765e-05,0.000112988591859506,0.000126206751724555,0.00873966925998269,0.000144050653506368,0.000104521578735888,0.00350166520013157,9.42029392558364e-05,0.000153025245785203,0.0024666500624806,0.000665753453860475,4.73807413806994e-05,0.012400501859614,0.00124007564032223
DEL,MH,4,2,0.000271071523578582,3.62281460677344e-05,0.00048179640897738,0.000372140043600397,0.00489176111333034,0.000860755788534806,0.000667086802029819,0.00655423983377545,0.00068637011898011,0.000225899722808175,0.000808558538246604,0.00215438739536727,0.000725024076778864,0.0297451470842996,0.000784921438544433
DEL,MH,4,3,0.000382097717114401,1.25716560276981e-05,0.000361642428493157,0.000520257632438907,0.00266512524807069,0.0012041126979495,0.00100938889316025,0.00332839148336421,0.000101472463126099,3.36338209154547e-05,0.00182832811823382,0.00145254385076073,0.00158426020843154,0.0483652946223957,0.00601263299086762
DEL,MH,5+,1,0.000731165426334552,8.2893920666705e-06,0.000358350003101562,0.000182428932941063,0.03973690647186,3.90029737042599e-05,0.00119438491925191,0.197417460018675,7.84835962111945e-05,0.00615336186864455,8.165735129096e-05,0.00248333074547123,0.00358655673002336,0.00134451236959359,0.0010139500286261
DEL,MH,5+,2,6.41266452757597e-05,4.70980001626283e-06,2.92307414019741e-05,9.22804491171033e-06,0.0102838590082587,8.948809947874e-05,9.28369138823065e-05,0.2137974654985,3.61723347976318e-05,0.00144040328303509,5.12768773331581e-05,0.000156427869974829,0.00190282150693986,0.000166151587662216,0.000843552704101029
DEL,MH,5+,3,1.95242946428843e-05,4.51977613808599e-06,1.15526041546739e-05,1.64946682721986e-05,0.00319100655304011,5.53661105150583e-05,2.16143598745368e-05,0.149135228958833,1.78538764353314e-05,0.000208259654484006,4.08115557360265e-05,0.000386839962903566,0.000241288101093613,0.000245402846506191,0.00014581148272027
DEL,MH,5+,4,4.83522323830898e-05,7.44379065925061e-06,0.000199268950299168,0.000118505671513875,1.32875863178625e-05,0.000401252847557409,0.000935322945558787,0.078100642427815,0.000137559803200121,0.000580276709617039,4.56532462397285e-05,0.00529893274651258,9.53347604435931e-05,0.00236516288200901,0.00272375162229917
DEL,MH,5+,5+,0.000743475642109378,2.53550083460379e-05,0.00183824936928617,0.001471517028415,3.67305510965098e-05,0.00148202304867062,0.00341152116829385,0.0642965287818503,0.00376957185677662,2.33600174556138e-05,3.89109246565407e-05,0.00926113086090614,0.00128969516598596,0.000783569349893016,0.0310591075339571
