Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID2 1),signeR.2 (ID1 1),signeR.3 (False Positive) (ID2 1),signeR.4 (False Positive) (ID2 1),signeR.5 (ID5 0.978),signeR.6 (ID8 0.998),signeR.7 (ID3 0.998),signeR.8 (ID6 0.999),signeR.9 (ID9 0.998),signeR.10 (ID14 0.995),signeR.11 (ID4 0.991)
DEL,repeats,2,5+,1.12239941878446e-06,1.29162809953219e-06,2.6507768246322e-06,2.67330568856932e-06,0.0206963540057745,2.11276898500773e-05,8.89822526186602e-05,5.53795684000655e-05,2.4708735767985e-05,4.69913409151456e-05,0.00162899862525502
DEL,repeats,3,0,4.14302798227505e-06,9.68922662081292e-05,1.60312325500676e-05,1.82929930252814e-05,0.0169725423021289,0.0114102954756928,0.000811922360926104,0.00152984337278803,0.00237121429745424,0.000981390210361891,0.00408176619543954
DEL,repeats,3,1,0.00432264579834485,0.00487879578413415,0.0050089709226637,0.00668052846317909,0.00539327081553186,9.51000608550096e-05,0.000236613097671863,0.00591535814038185,0.00279790126364314,0.00438900788266875,0.0873718765784704
DEL,repeats,3,2,0.00223771410675449,0.000647083452959832,0.0023661788185803,0.00261161969748063,0.000721448236883888,0.0004704703009216,5.89685561709666e-05,0.000292732032576068,0.00200074040399263,0.00131463097978112,0.0192457146510884
DEL,repeats,3,3,0.000340937639775333,0.000423646260888357,0.000383353859041673,0.000639203368152032,0.000547463458496262,0.000100732479143155,2.62765970839953e-05,0.000133662106908965,0.000338479115673394,0.000406685583447972,0.00340075311488695
DEL,repeats,3,4,1.21874333049695e-06,1.23406587664442e-06,3.14644206832819e-06,3.31741089208389e-06,0.00567527300922176,5.69430164602406e-06,1.68776019682552e-05,2.49714079856693e-05,2.22699781160593e-05,6.9088461556737e-05,0.000218249942271071
DEL,repeats,3,5+,1.13849590634801e-06,1.37770615906525e-06,2.99433427118416e-06,3.11259585222139e-06,0.00834549047298265,9.98538724598649e-06,2.94102303606913e-05,3.66775932424798e-05,3.25233847927892e-05,3.8626345200142e-05,0.000294518317870992
DEL,repeats,4,0,1.16495191891524e-05,4.50458063726842e-05,2.13376991114261e-05,3.57328139390599e-05,0.0111244670661995,0.00661406423765128,0.000260343234161862,0.00221290945461027,0.000928254131904457,0.000270673325937801,0.007037014972714
DEL,repeats,4,1,0.00205493025058718,0.000720907931762168,0.00286819162385497,0.00257783801189988,0.00219776824564524,0.00128219957256217,0.000697345956140099,0.00285425784537572,0.00451569597975678,0.000899961397855459,0.0606655409757154
DEL,repeats,4,2,0.000636479693366463,5.79408248374939e-06,0.000505686528925582,0.000695516103843537,1.31109689314327e-05,0.000302846788274096,9.17034601076178e-05,0.00031973019143359,5.48718058311187e-05,0.000636698083956283,0.0153404715229487
DEL,repeats,4,3,2.92013598162874e-06,1.94058376574929e-06,2.48801980329123e-05,2.40534842750068e-05,0.00372561848312458,7.42313341760891e-06,2.0891640259632e-05,8.0779797541527e-05,3.28529351081727e-05,3.06927044153396e-05,0.00434308617574305
DEL,repeats,4,4,1.24238350102043e-06,1.15834033754773e-06,3.54932837674725e-06,2.74567182822117e-06,0.00411582397926102,9.60111926499785e-06,2.5094643719585e-05,0.000136087589768361,2.76234684749042e-05,2.80650385810403e-05,0.000715319357244675
DEL,repeats,4,5+,0.000233863769502788,1.36006941310651e-05,0.000201894438556252,0.00029742859542481,0.00158687859997992,8.43617435301706e-06,9.55223441888362e-05,1.8147277047968e-05,3.27537171292653e-05,6.27601456328481e-05,0.000529134350623119
DEL,repeats,5+,0,4.0060153652262e-06,2.44608967292075e-06,8.5233568219241e-06,1.60072687491691e-05,0.0162943255113444,0.262520515767669,0.000944585272766808,0.0150490780115629,5.30404211079797e-05,0.00252494067829515,0.00464462236450365
DEL,repeats,5+,1,0.00294051738494804,1.59566552260328e-05,0.0030729849800921,0.00398126892985574,0.000427181492867879,0.00114880998513527,1.41895370977249e-05,0.00724052358050311,4.89428339049815e-05,0.000187604792899243,0.0164931349124986
DEL,repeats,5+,2,0.000378738210975664,4.17680280232459e-05,0.000551291687465285,0.000509770845474176,0.000429752031715177,0.000455694972597826,2.6135092596424e-05,0.000317554992506316,9.98560120965576e-05,0.000105519577879726,0.00228069060434901
DEL,repeats,5+,3,0.000174781476235399,3.11954874800379e-06,0.000114026663904844,0.000196632458281602,0.000206614468081568,9.61736970867602e-06,1.79636502562368e-05,0.000186500110198801,2.22930089191064e-05,0.000166470612649165,0.00128493754599982
DEL,repeats,5+,4,6.0197859614072e-05,1.01427563312649e-05,6.74220723750926e-05,0.000118574576124656,8.18219571491475e-05,9.73754472353844e-05,4.59915669094979e-05,4.58318480848637e-05,2.53037598058849e-05,2.90156390346946e-05,0.000176935872727951
DEL,repeats,5+,5+,2.8867819740494e-05,8.07419730490213e-06,3.90112534814693e-06,4.99146927472648e-05,0.000546937123810852,1.42938922550302e-05,2.32359223672852e-05,1.14077775463541e-05,2.26973989817834e-05,0.000236541878011713,4.89296387716738e-05
INS,repeats,2,0,0.000274770932491321,0.000411807945386221,0.000468471446416105,0.000270061868699115,0.00790900906614049,0.00149050444697777,0.00234089982523911,0.00223156457709785,0.000265244370107307,0.02270720598969,0.00142609459769983
INS,repeats,2,1,0.000258038284461885,3.65265767549117e-06,0.000323337746251336,0.00032612184404224,0.0177198701623411,0.00110016758572743,0.00318465748197267,0.000215857003822042,0.000291352437047754,0.000105079874213577,0.000130557078059472
INS,repeats,2,2,0.000914143127614793,0.000283072490569783,0.00141844846681097,0.000826267477208857,0.00686149413912213,2.07641651273761e-05,0.00117529054860794,0.000626097428227623,0.000803935469181594,0.00136693657306549,0.000111266424426868
INS,repeats,2,3,0.000440554841772976,0.000439372699286154,0.000410735957324384,0.000445832478209115,0.00107734413389777,5.39054752622296e-05,0.000923241918104639,0.000536931294910624,7.07078264244222e-05,0.000765503893406945,0.000225682756136653
INS,repeats,2,4,0.00164459305524742,0.00301242223529219,0.00215187830959514,0.00262581298950814,1.34977929091888e-05,1.24631072224715e-05,0.000168877167603613,7.76902785322453e-05,0.000104957327629652,0.00242798777984931,9.20863015965732e-05
INS,repeats,2,5+,0.0126189846523363,0.0169294763750745,0.0170008196203688,0.0164283584968912,0.000683688367551085,0.00115790036045312,6.62169031266336e-05,0.000550843194728738,0.000125932987109605,0.00263459475466096,0.000165659855475953
INS,repeats,3,0,4.28739533449401e-05,2.66869261201483e-06,5.88565470402281e-05,5.81019447544475e-05,0.00391900353376127,0.000568119758636681,6.76452533267826e-05,0.0010160559002406,5.43827403380084e-05,0.00606760779057373,4.33571986069276e-05
INS,repeats,3,1,0.00115215570176161,0.000347144326484028,0.00121822958428103,0.00132348756151488,0.00574483828772765,0.000571851995878755,0.000104398000861749,0.000180197751377184,0.000111980470094418,0.00236691242526405,0.000569150597231087
INS,repeats,3,2,0.000176345342900152,4.68892836685144e-06,0.000251105559028068,0.000280724268407227,0.00134989530527389,3.44469957317729e-05,8.03518693574759e-05,0.000610606547634878,5.73348296837073e-05,0.000148381247583387,0.000383488521324639
INS,repeats,3,3,1.34147868111964e-05,9.05565507180958e-05,9.05275228919616e-06,7.1344192919218e-06,1.9252000792004e-05,1.82375453124533e-05,7.46903065565772e-06,0.000201775306948739,1.72327748123931e-05,0.000319057926956303,0.000139578048574818
INS,repeats,3,4,0.000114772692469511,8.537360474706e-05,8.63996900170006e-05,0.000243592068319132,4.36406574833738e-06,9.89992111532587e-05,1.60183135521528e-05,0.000194031706402255,2.19035880400529e-05,0.000394508323132751,0.00011038161431911
INS,repeats,3,5+,0.00177149951534884,0.00101097372745932,0.00190268501887987,0.00244066896092248,7.03101114539144e-06,1.15823095440173e-05,5.41873587747146e-05,5.87646859434879e-05,2.58965093386323e-05,0.00254010999018153,6.55730220196843e-05
INS,repeats,4,0,1.53704344444275e-05,2.07314769098083e-06,1.45101954235163e-05,6.78545533186295e-06,0.00248887467187458,0.000740926842566958,2.68067493265827e-05,0.00182561950018996,5.74973998225134e-05,0.00483455723458535,8.90579765422888e-05
INS,repeats,4,1,0.00109600880726741,0.000889835921794926,0.000965181989552292,0.00162697067508185,0.00358937984355533,0.0012044586481843,0.000157864946633032,0.000525658659530438,0.000426475344287352,0.00164779515660888,0.0010592938898774
INS,repeats,4,2,1.76767475428687e-05,5.38282025418574e-05,7.75466836251595e-06,9.79231117204807e-06,0.000217560655506001,1.36223061886142e-05,0.000129471355280119,0.000605733190430968,2.80447524914942e-05,9.885782867245e-05,5.91866110071865e-05
INS,repeats,4,3,0.00015374802592321,0.000139174215781833,0.000112805417298398,0.00012468531535286,3.25740686773368e-06,9.32750061197854e-06,2.35834033792571e-05,0.00030809693879987,1.62393317707365e-05,0.000899024421586611,7.38657601953861e-05
INS,repeats,4,4,0.000258100103573746,0.000285189855224852,0.000323931727815613,0.000268229222926186,1.14706719129058e-05,5.21660961275655e-05,9.88439647425016e-06,0.000110802703240046,2.97689436228189e-05,0.00184049267074129,0.000102211000549738
INS,repeats,4,5+,0.00185107889439509,0.00106624740839985,0.00225778205848521,0.00262378772136513,0.000562034421709539,0.000832084945423038,2.68956077831199e-05,4.28732832576637e-05,5.39245707657335e-05,0.000301247642759214,6.35061062663154e-05
INS,repeats,5+,0,1.08820852608819e-06,1.39333842110985e-06,2.77551836103584e-06,3.24823497634638e-06,0.00496546650298076,1.47810357989338e-05,3.76909969320509e-05,0.00919240079652188,2.93041989847936e-05,0.00306175324215862,8.20523050753119e-05
INS,repeats,5+,1,0.00017725985662179,0.00121551746725246,0.000246695155175184,0.000177543829584646,0.00573426686987862,0.0103835728911865,0.000581570073723027,0.00493503577856165,0.000931969158522868,0.0259647031253429,0.00194643956238011
INS,repeats,5+,2,1.46458212613063e-05,0.000234410315417176,8.09669085894784e-06,7.8860494250295e-06,0.000270189189793756,1.27791706601311e-05,3.1239944692762e-05,0.00173087726293267,2.80697943243186e-05,0.000542449046721263,0.000224711386097613
INS,repeats,5+,3,0.000105356626797763,0.00029358002042403,0.000100898867718754,9.55646839454643e-05,0.00014540281240413,4.85068595516757e-05,2.43537064984401e-05,2.50717599152895e-05,5.44650662674228e-05,0.000156968058410519,5.96379658202041e-05
INS,repeats,5+,4,1.14260845301318e-05,0.000253131060895718,6.54950793276128e-06,1.23946969391958e-05,9.9960336332902e-05,7.033780809444e-06,2.78614343336635e-05,2.86533337002762e-05,4.56993423210798e-05,0.000259543649552477,9.22133295294466e-05
INS,repeats,5+,5+,0.000113640368691636,0.000156401543682017,8.6695356065929e-05,0.000180765572111268,0.000418470479924395,4.79960406816614e-05,1.78656286950508e-05,8.83108531381157e-05,3.89983803030004e-05,4.22092578608144e-05,0.000387709062765816
DEL,MH,2,1,0.000186973192868134,0.00117165855199123,0.000126838661010832,0.000191841553269759,0.027189979919321,0.00343432713629382,0.006944059218296,0.000220839340654824,5.57953640819645e-05,0.00231594332064625,0.182836014065698
DEL,MH,3,1,1.07158254105432e-05,1.58160881080561e-05,8.67319201433262e-06,9.88158434243365e-06,0.0133078926743372,0.00977004869012305,3.8415926527872e-05,0.00101465946890819,0.00181542572980695,0.00141623695464043,0.0055850237101155
DEL,MH,3,2,0.00292544619420646,0.00115343462187236,0.00304193929609101,0.00369223213062859,0.00773828650077946,0.00490171973919504,0.000227293587313762,0.00400975975233936,0.000114551026344144,0.00392386327412714,0.0475536345281898
DEL,MH,4,1,0.000118086554192041,7.36380943968524e-05,0.00017141515527389,0.000153767932219943,0.0085430455122203,0.00659736546033951,3.7863744755085e-05,0.00232518940781639,0.00091502203137324,9.12813211274663e-05,0.00884452372824952
DEL,MH,4,2,0.000490576854105287,0.00010900429514464,0.000750345838325028,0.000518060673328502,0.00561602277624122,0.00114441156907918,0.000161925156541599,0.00804114236013669,0.00344086873950657,0.000939450789954011,0.0294373767463354
DEL,MH,4,3,0.000689095562895211,1.20084091512534e-05,0.000672972459217878,0.0010063663597883,0.00352722643619798,0.000266909901655676,2.4769631599602e-05,0.00545272376342727,0.00193983563664484,0.00212372522923773,0.0438937740622709
DEL,MH,5+,1,0.000497994988472573,3.66426304614593e-06,0.000613809859022202,0.000674885667026667,0.00451662315042982,0.313300161727311,3.29622422407643e-05,0.0686455371239241,5.23734413055253e-05,0.00200966275667196,0.000361821860343515
DEL,MH,5+,2,5.42731616695161e-05,3.84905453925487e-06,4.8981264715094e-05,0.000127034424228283,0.00506053524244319,0.133339629767832,0.00075337393550829,0.265760076111633,4.12912902990777e-05,0.00153119392746698,0.000158840480166957
DEL,MH,5+,3,1.64026647654782e-05,2.12973045099752e-06,2.27784129253618e-05,4.6858997583687e-05,0.00534312531633141,0.0464536661332347,0.000688763547488959,0.22341973184314,5.47183579221221e-05,0.00057535794637471,0.000860741457012908
DEL,MH,5+,4,0.000436331175729053,6.14391899502766e-06,0.000435358237603981,0.000495832482158634,0.00162257972966612,0.0159974797033542,0.000270989616433443,0.126744362129772,6.3941828860323e-05,5.86214568423569e-05,0.003204290546368
DEL,MH,5+,5+,0.00220985711205402,0.000427310974466358,0.00211889148270833,0.00290918404750068,0.00189926998652904,0.0124641975225822,1.51569010497184e-05,0.105015278475321,4.6862771831515e-05,0.000806760472476254,0.00160051851043227
