Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12
DEL,repeats,2,0,0.0309239815206996,0.000183651969087433,1.11220909680013e-298,0.0088292275987108,0.0716786722702255,1.17850719970133e-143,0.0007008525538953,0.000320086071929866,8.01254814314438e-05,0.00621451893728509,0.0134501997403682,0.0266016231534544
DEL,repeats,2,1,0.0233036481299206,0.00339029986226494,0.000691450109451867,0.00609779337336947,0.242601174157641,0.0350083828197833,6.27650039590227e-163,1.3640771923577e-71,0.00405973517754793,0.00919053828819971,6.04362796472849e-55,0.000179421263653774
DEL,repeats,2,2,0.00354460782861172,0.00187310480814105,6.11389332851499e-105,0,0.0554797604292791,0.00729606725926371,0.00135757127118086,3.40160366154963e-06,0.00192579008919179,0.0130113156694643,3.94911455607288e-87,0.00294192513673451
DEL,repeats,2,3,0,0.000713887201092983,0,0,0.0106462904201892,0.00503840066845882,0.000175088357110738,0.000227884317745864,0.000198524906106004,0.00718324506542398,0,0
DEL,repeats,2,4,0.000600381775412194,0.000969801496951285,0.000763173678917486,7.88489347602773e-05,0.00298017999458876,0.00060442355934488,0.000166638786767243,5.7168805906548e-226,0,0.0034998577551171,2.63787430163166e-202,0.000494740273288329
DEL,repeats,2,5+,0.0269973889038125,0,0,1.11253706465133e-308,0.00198524068216256,0,0,0,0,7.92643701047427e-05,0,0
DEL,repeats,3,0,0.0214322298659084,0,4.33504130698307e-70,0.0132049903804711,0.00498748527793415,0.00012846376678971,0.000957817520060819,0.000116562507483458,0.00127172805129282,0.000539534341250121,0.00321365408959338,4.83250556212485e-139
DEL,repeats,3,1,0.00384281033006318,0.00467379601583692,3.26287237888913e-265,1.72690811065799e-217,0.0948785120983653,0.0298719573915037,0.00501184569579796,0.00421527050783342,0.00183075994750109,0,0.000324030863232001,0.00128291443691535
DEL,repeats,3,2,1.95885439964017e-20,0.00226084113993117,0.00106581128808908,0.000384403676537556,0.0213199468163958,0.00730592042064663,2.18068451571325e-05,0.000535511837133132,0.000875680291016817,0,0.00164118815500772,0.000141450407961691
DEL,repeats,3,3,0.000529503984343541,0.000369117105621574,0,0.000136335152174805,0.00387490777599945,0.00405991812265152,1.89315410847883e-05,0.000346955322861962,0.000186288004619083,0,0.000224219351002173,0
DEL,repeats,3,4,0.00736626645543223,0,0.000820753748503563,0,0.000301325681780926,0,0,0,0,0,0,0
DEL,repeats,3,5+,0.0109049139608446,0,0,0,0.000471302442970126,0,0,0,0,0,0,8.3342776940294e-216
DEL,repeats,4,0,0.0139019909326413,6.04549263893789e-06,0,0.00736660088452857,0.0078074892498843,0.000344414028434215,0.00198389986641138,5.02140511782063e-05,0.000222091815632388,0.000202652205700567,0.00160012207705136,0.000134158915956932
DEL,repeats,4,1,0.00111406605806298,0.00220754577211082,1.64728586434769e-255,0.000292480073598108,0.0661039493875257,0.0115080276926023,0.00249651808769539,0.00042178774513711,0,0.000364274490284737,0.00408909272222055,3.48195604657039e-200
DEL,repeats,4,2,0,0.000611600317364247,0,1.23018622425933e-260,0.0156657484212004,0,0.000219364482519225,0,0.000599369715018158,9.45494802250485e-190,0,0
DEL,repeats,4,3,0.00475312855065843,2.5710530942976e-06,0,0,0.00482173574696316,0.000327868948260497,1.53541118572807e-66,0,0,0,0,0
DEL,repeats,4,4,0.00538331804957674,0,2.40997443872431e-289,0,0.000729542339358463,0,0.000167132512283235,0,0,0,0,0
DEL,repeats,4,5+,0.00205871632409378,0.000242083894669174,0,0,0.000706404993745724,1.69567439272192e-155,0,1.95528802039517e-05,0,7.08785136110975e-05,0,0.000272440400703817
DEL,repeats,5+,0,0.0147232256618624,0,1.62711478091837e-127,0.303138549746396,0.00411408080012671,0,6.32795839163953e-10,0,0.000869356699890755,0.00113299290882911,1.83373464256109e-164,0.00459318538529078
DEL,repeats,5+,1,0,0.00322245887161162,0,0,0.0168882730199399,6.71543367287405e-05,0.00778694318897829,1.89663865943012e-130,0,0,0,0.00304554627509918
DEL,repeats,5+,2,0.000397021209378085,0.00041182657830045,0,0.000467217169796911,0.00243157158673547,0.00235245211462001,0.000289522973782642,3.29859393365649e-05,0,8.54089470596561e-06,4.44078024099487e-05,0.000309644922881706
DEL,repeats,5+,3,0.000253118310211271,0.000168287096929845,0,0,0.00145165528584003,0,0.000199287934920713,0,0.000172336597613514,0,0,0
DEL,repeats,5+,4,9.93095492194039e-05,6.88289190089762e-05,0,0.000157878011650531,0.000152444790050912,0.000405139554707859,1.57267377510414e-05,8.45870795481142e-06,0,4.68989225966212e-05,0,0
DEL,repeats,5+,5+,0.000740961541298503,2.35630303883753e-05,0.000235163481609666,0,0,5.69927285901261e-93,0,2.03609999573503e-05,0.000333947389350943,0,0,0
INS,repeats,2,0,0.00814867324019282,0.000301384185321151,0,0.00135874812594182,0.000749872053170444,0.00108088280361624,0.00221105160348861,0.000436402304632707,0.0382188452526128,0.00236081970422444,0.00042715060827609,0.0132810622661972
INS,repeats,2,1,0.0230849266137408,0.000278636903541498,7.65826515357319e-65,0.00173213896828877,6.36523264629572e-05,0.000886508979013689,4.70733549037381e-05,1.94758778139562e-266,0,0.00271309787049795,0.00103375927742903,1.52624384041467e-32
INS,repeats,2,2,0.0089722592966331,0.000999915167636284,0,3.13077823300829e-32,0.000120421441786731,0.00123282272565903,0.000627933554091837,0.000271568214926349,0.00184272350501833,0.000967913572068965,0.00122522618767632,0
INS,repeats,2,3,0.00112817208366288,0.000441589987015007,0.00116826518478078,0.000143203997514608,0.000146042168296588,6.42057524320053e-05,0.000579084175248259,0.000444711537151508,0.000969568148501694,0.00100489663517921,6.42142188414136e-16,0.00128398376228386
INS,repeats,2,4,0,0.00188925293834348,0,0,0,0.0102942087431446,0,0.00276441269030951,0.00205422809042011,0,0,0
INS,repeats,2,5+,0,0.0141765880008961,0,0.000484516186169758,2.18929566065176e-292,0.049171633946375,1.79408567430981e-172,0.0155719757071086,0,0,7.9405986332247e-290,7.23192455583374e-05
INS,repeats,3,0,0.00508054668250312,5.01172598486902e-05,0,0.000557402098686321,0,9.38656948899117e-05,0.00109565348632829,0,0.010095467577507,9.63221884620156e-05,0.000114562854144553,0
INS,repeats,3,1,0.00662196457892817,0.00117536907159358,7.27962405116957e-46,0.000769034377663532,0.000398729224395303,0.00303066271910171,9.76699904715981e-05,0.000330784712093112,0.00346696163050677,1.21636437205658e-05,7.29559696085883e-125,0.00474551616841426
INS,repeats,3,2,0.00166513969107702,0.000186808567729718,3.49759152314841e-115,0.000168178074401941,0.000403426887345844,0.00197790562949608,0.000613810479154596,0,2.76389333763239e-05,1.90366200669479e-05,3.1164892014925e-201,5.69266634849627e-95
INS,repeats,3,3,2.7422231872451e-05,2.08628844976701e-46,0,1.58742843330633e-06,0.000126404266143206,0,0.000230089391438924,0.000121841681910591,0.000410336232965004,0,0,0
INS,repeats,3,4,0,0.000129009880978444,0,0.000102108067916167,8.73073945274078e-05,0.000632583291698021,0.000198899078096544,7.93685124070073e-05,0.000577280504591715,0,0,0
INS,repeats,3,5+,0,0.00193283698076834,0,0,0,0.00305332321076349,0,0.000941511588774166,0.00344933686344328,9.83655273494159e-267,0,0
INS,repeats,4,0,0.00301976693230158,1.28689981299633e-05,5.74103882333347e-203,0.00079170808492369,0,0,0.00194761565925043,0,0.00811266538075125,0,1.1367374424368e-103,0.0010168278970386
INS,repeats,4,1,0.00402963946397564,0.00110340996151071,0,0.00139014522340538,0.00105673181511327,0.00761038919849206,0.000299787788982732,0.000761979014620154,0.00189241224609228,2.65042142039224e-05,0.000493426280687599,0.00249561066972582
INS,repeats,4,2,0.00028296911408206,4.74040792049569e-06,0.000337490405608088,0,0,0,0.000652912834071179,8.10063693178908e-05,2.42525590474436e-05,0.000118492050329188,0,0
INS,repeats,4,3,0,0.000139696994754768,0,0,0,0,0.000330892956616135,0.000147296085172418,0.00138235694131394,2.62538280470436e-05,0,0
INS,repeats,4,4,0,0.000280128500860469,0,6.0728485885623e-05,5.45310482681038e-24,3.37677386181199e-151,0.000124087798669083,0.00028409586010143,0.00294387770493033,0,0,0.000220891955504416
INS,repeats,4,5+,0.000430568936243877,0.00199815844828963,4.61838075933708e-279,0.000824176302914152,0,0.0113069111890062,0,0.000839773284185996,0,0,0,1.52543499967308e-237
INS,repeats,5+,0,0.00568678320166817,0,0.000250639126687837,0,0,0,0.00950824114188237,0,0.00511019166032702,0,0,0.00297955835464146
INS,repeats,5+,1,0.00434215951514596,0.000203576651808594,1.14056739160872e-156,0.0109858048235918,0.000460295968321185,1.54481026155502e-33,0.0048264007649577,0.00124156409250334,0.0435242071765612,0.000362150602104464,0.00100177250543363,0.0188856049767528
INS,repeats,5+,2,0.000289373757436229,5.11801756002803e-305,0,0,0.00017888709220893,0,0.00183765862055627,0.000274365713502759,0.000701958576066468,9.58331274926108e-06,0,0.00010975060164269
INS,repeats,5+,3,0.000196505183241273,0.000105945798136469,0,0.000153326277902273,0,6.2667716829011e-72,0,0.000293232355493649,1.58943994761552e-33,1.16975397055918e-05,2.43494575915085e-238,1.00768771138963e-05
INS,repeats,5+,4,0.000129980461598446,0,0,0,4.74088388123853e-05,0,2.03072656352772e-06,0.000291150989350481,0.000225248707044323,2.14772446971572e-05,9.73139426107394e-05,2.41754799310737e-05
INS,repeats,5+,5+,0.000545094894033262,0.000121452374364045,0,0.000118268333145139,0.000458772988064633,0.000448078792550486,6.37431916638977e-05,0.000135328315238202,0,0,0,0
DEL,MH,2,1,0.0303389283655648,0.00013374671488044,0,9.57196925393045e-05,0.199661944947539,0,0,0.000814699263841857,0.000163060603443828,0.00671162706922691,0,0.00938754694044361
DEL,MH,3,1,0.0165338613016485,1.05907745692376e-95,0.00151128096078689,0.0114157152769597,0.00659998904978882,0,0.000418589795307292,3.56450283163854e-05,0.00202418750917522,0,0.00197451996327532,5.96903177977173e-58
DEL,MH,3,2,0.0088552681153912,0.00311693442841803,4.64173919157363e-204,0.00461992298611505,0.0518875960578449,0.00271569583247096,0.00376802167897275,0.00101489444617695,0.00460419706359975,0.000139806488623702,4.81747301666325e-127,2.68880749723117e-133
DEL,MH,4,1,0.0105768809818368,0.000128812621281922,1.56868813645516e-179,0.00733809451283818,0.00980541493372007,0.000351989702201696,0.00203437189084865,6.97025383344187e-05,0,0,0.00140427372909703,2.32042900152341e-91
DEL,MH,4,2,0.00626573483469039,0.000522570366353677,1.48328341166207e-234,0.000318464703732903,0.0324571099801149,0.00127187457660825,0.00842534430401506,8.28293131988336e-05,0.00078993072010171,7.06793127691326e-05,0.00334908656113454,7.72334231533135e-293
DEL,MH,4,3,0.00319132020759008,0.000675866627607274,9.93198581751529e-229,0,0.0474871714137606,0.00337561402457174,0.00534876141071489,3.72167941876418e-179,0.0024861348957077,0,0.00109641622462659,1.75860644594917e-276
DEL,MH,5+,1,2.59398255582628e-54,0.000577191170033434,8.89952506427813e-257,0.353130922006929,1.11253692957831e-308,0.000408711986631976,0.0571659582860764,0,1.12103528497314e-166,1.8684779048383e-206,8.88011368780354e-173,1.84021935151015e-179
DEL,MH,5+,2,0.00369547773576773,4.98243179011074e-05,2.82432191038033e-225,0.120139433834828,0,7.39549043076677e-45,0.289120990742909,0,0.00150818503106211,0.00152377449618337,5.10272567364339e-127,1.98900881975645e-21
DEL,MH,5+,3,0.00596289763262025,0,4.63521043442342e-295,0.0252085695035119,0.00049227255980098,0,0.247029828397081,0,0.000893987413209136,0.00129288294238623,2.8665480228367e-158,3.87848668954763e-228
DEL,MH,5+,4,0.00166256679971674,0.000447297386142266,8.77063383725245e-166,0.00175802694385363,0.00325467276006012,5.99559919721255e-58,0.141175681870104,1.50326811106072e-165,0,0.000696731013405114,3.52677193291799e-90,0
DEL,MH,5+,5+,0,0.00228090578156711,1.05724178033043e-210,9.28743039425832e-65,4.15878171529711e-280,0.00518877945138919,0.116601712188777,0.000430942090541227,0.000842573749602316,0,0,0.016338348960561
