Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID13 0.998),hdp.2 (ID4 0.993),hdp.3 (ID1 1),hdp.4 (ID14 0.98),hdp.5 (ID8 0.982),hdp.6 (False Positive) (ID5 0.907),hdp.7 (ID9 1),hdp.8 (ID6 0.995),hdp.9 (ID2 1),hdp.10 (ID3 0.974),hdp.11 (False Positive) (ID5 0.89),hdp.12 (ID11 0.977),hdp.13 (False Positive) (ID8 0.952),hdp.14 (False Positive) (ID5 0.129),hdp.15 (False Positive) (ID3 0.936),hdp.16 (False Positive) (ID5 0.349),hdp.17 (ID5 0.994)
INS,T,1,1,0.00484516564301157,0.0012180937626019,1.6038625341799e-05,0.00360432898829788,0.00334950107502865,0.0146299919395037,0.0105903815059887,0.00132188631929723,1.1229327971698e-05,0.0414274211278424,0.012006854433729,0.207508791584278,0.0051840407425327,0.000207025008961165,0.0482295459477383,0.013059347780129,0.0141447525643522
INS,T,1,2,0.00623655822439294,0.000262397483934105,0.00010803402290956,0.00178200633015616,0.00204585693984426,0.0251930142039371,0.00245549044026003,0.000658984695764463,0.000520824386705208,0.0463894944339254,0.0393946559323208,0.133354380107885,0.00126240128634857,0.00476973717771265,0.0348867197061232,0.0175936437007751,0.0291378613746317
INS,T,1,3,0.011997170797924,0.000722828523674954,0.00328958029001814,0.000544588606564656,0.000763678156025006,0.0214374569608868,0.00185080107669282,0.000828610708883591,0.00112920407362922,0.0257453728607751,0.0182775281965365,0.0846798675800877,0.00169366102915088,0.0343707425965816,0.0226140832366232,0.00669493761637307,0.0223397827036125
INS,T,1,4,0.0120272911180628,0.00124106468787862,0.0144747755678669,0.0048534987983312,0.000623294599798034,0.0113017925123373,0.00404215723768864,0.000964266973925841,0.00364176307061285,0.00597055220616708,0.0108181734650481,0.0427129725581578,0.0021488391471733,0.0978328775098913,0.00994013078218744,0.00595658787255359,0.0112704724937735
INS,T,1,5+,0.026903030102179,0.00404641916220079,0.904030819198446,0.147153981317446,0.0113435438068286,0.000787127801131746,0.00446839039541969,0.0146777306205275,0.0162243724870386,0.0302478968943753,0.00120956981230799,0.0112443326630182,0.0164817086864946,0.013294831499497,0.0148817580565582,0.00562023821131579,0.00099771980141643
DEL,repeats,2,0,0.0232987973256156,0.0861761515732878,0.000563335227154617,0.000799090558888997,0.00925993254323375,0.0248547240556502,0.0148450450196008,0.00107500850626147,0.000154403259610847,0.00998663715745559,0.0229486422582162,0.0127276597413218,0.0070816615372561,0.0061200333552573,0.00692805231055451,0.0126171945346459,0.0307739883534543
DEL,repeats,2,1,0.00510652934962709,0.197492922990396,0.000838782071658438,0.00631588943259367,0.0100404299734663,0.0230963502470413,0.00395030966620218,0.00140850802485569,0.00303334469792208,0.00976260083085677,0.0179199758977274,0.00648288455829221,0.00920985647460331,0.0119513369649573,0.0119118125837361,0.0160796017716379,0.0281832742874959
DEL,repeats,2,2,0.00289725656786654,0.0467758916028634,0.000651295182815639,0.00224479220402098,0.000754267277421343,0.00416028119260416,0.000470313949441163,0.00221708096011672,0.00174497587868731,0.0121460079932382,0.00390893568503139,0.00187440273802255,0.000283960006390216,0.00404145125296467,0.0122895261334608,0.0093777042736952,0.00487159603337856
DEL,repeats,2,3,9.07663483054229e-05,0.0119342117536059,0.000223505034338409,0.000224192859518494,0.000120635749569159,0.000499519219133314,0.000151204064559585,0.000606839634817605,0.0009113028329151,0.00662473464607757,0.00021105820074342,0.000420248371358312,0.000103805497079862,0.00180515605349628,0.00646527717550453,0.00111043572003957,0.000286894555268195
DEL,repeats,2,4,0.00014832129381977,0.00312091756031122,5.27035589172434e-05,0.000370883531506697,0.000205935193397315,0.000769689726015293,0.000233431811453517,0.00017461433583582,0.000832038833517109,0.00297576524598468,0.000932757638047279,0.000356054962105723,0.000455234677501402,0.00123279779463527,0.00270129373748581,0.00158464457390568,0.00077620917422906
DEL,repeats,2,5+,0.000917534678146846,0.00194788912611407,5.30860448913646e-06,3.23515951656042e-05,0.000766464219329034,0.0228332687777104,0.000202934792157979,0.00015742593515844,2.78432964512399e-06,9.94287056007628e-05,0.0261710535765787,0.0121806153828918,0.000510436728981575,0.000129571299243045,0.000984713818194038,0.0221701004424678,0.020735839569373
DEL,repeats,3,0,0.00477651320404095,0.00503713098946475,4.32843046051084e-05,0.00161823664346124,0.0115211870022707,0.0156013070823809,0.00216268400792323,0.00102714902510817,1.58067951839972e-05,0.00115516160144846,0.0170499547829639,0.00656668328450676,0.0130508106918355,0.000396960889872558,0.0017085494559071,0.00650320626351865,0.0190971410642533
DEL,repeats,3,1,0.00086499640775657,0.0949350258311077,0.00432554892291928,0.00432519889148984,0.00212089069019138,0.00577123173793063,0.00419186273660818,0.00424002054743505,0.0045148307736772,0.000284937102726149,0.00575379542550656,0.000862902819244579,0.00161405042029946,0.0558128371489417,0.000667887589921611,0.0113164997443917,0.00620433003907559
DEL,repeats,3,2,0.000830031702346375,0.0145579447937335,0.0006849539485383,0.00148551504540082,0.000220633260316577,0.000426389920284172,0.000922445705290039,0.000508785876351069,0.00202132713072376,6.0108414989345e-05,0.000569753708790466,0.000410277667303373,0.000522829539263782,0.00588877749309123,0.000189043240730378,0.00417445665911096,0.00124734342628832
DEL,repeats,3,3,0.000137112318694067,0.00360292917985152,0.000253130506951938,0.000344649179589411,0.000248054613489319,0.00020114678716974,0.000313985757209175,0.000138359713227433,0.00049215300573315,0.000129704976089519,0.000355919142754832,0.000482671700565193,0.000393729386308726,0.00565573619963639,0.000104462322976038,0.00115614340380905,0.000631246375083156
DEL,repeats,3,4,0.000871219111849863,0.00073695866521031,4.9733920623786e-06,4.0100787535538e-05,3.11057635932682e-05,0.00435447721302269,3.25031636201099e-05,3.10013312485447e-05,2.96730286626432e-06,6.32829064274892e-05,0.00552895649843876,0.00295063381188978,9.23993354864522e-05,9.2672385941548e-05,0.000152006975646687,0.00826318631542732,0.0062701292995824
DEL,repeats,3,5+,0.000455108713376878,0.000560233665087899,4.40073750000059e-06,7.18262890129754e-05,5.46844072941195e-05,0.00703269220017449,7.75145162518628e-05,0.00017452601295477,3.06244894125729e-06,0.000133389203036808,0.0102438158115714,0.0037568940696717,8.65297184460967e-05,6.64010398351826e-05,0.000278571719517378,0.00638615979366093,0.00887084669120474
DEL,repeats,4,0,0.00425747482059812,0.00663565047706078,5.19289173797677e-05,0.000441816867226713,0.0072901580849519,0.00962383381011321,0.00130364938257917,0.00234672742912231,1.06448592253126e-05,0.000131309885910393,0.0115183774579047,0.00560351327279958,0.00539592511954836,0.00109370419518539,0.00149105566739594,0.00419674166452126,0.0111463234458471
DEL,repeats,4,1,0.000644749167764001,0.0584141713441213,0.00087183917405102,0.000274239299248027,0.0013152355832206,0.00305720993170013,0.00360249137262769,0.00249337797279265,0.00195666439437277,0.00137221808439236,0.00196084492806084,0.00179945441203654,0.00159497102272503,0.00620488385174323,0.00133586634093428,0.00550760858937723,0.00296426876287357
DEL,repeats,4,2,0.000172046620012601,0.0136099558649941,2.72811344238318e-05,0.000603862230321434,0.000103302003444667,8.37229693681943e-05,0.000498327458744533,0.000542260248269014,0.000481488280843828,3.10585378542761e-05,0.000293338158142934,0.000255967018255351,0.000297967904016503,0.000424847626192583,4.93430123759883e-05,0.00120767329619924,0.000123503957137128
DEL,repeats,4,3,0.000451216989644265,0.00390721837751398,4.10420343017633e-06,3.93925831997427e-05,6.74314384053049e-05,0.00376790588910706,0.00010633169180574,0.000171273426856973,2.23122773664837e-06,5.76960033718045e-05,0.0044945465614152,0.00210395299205144,0.000139048336868207,0.000111291883667419,0.000124650360958556,0.00211018255434747,0.00338523910561102
DEL,repeats,4,4,0.000527227218796864,0.000399920786577677,6.09076681823812e-06,1.85262148711661e-05,7.18598543672472e-05,0.00445035205846319,3.6485239252319e-05,4.47259389386597e-05,2.48007131739921e-06,0.000145259479447802,0.00504076726915738,0.000986136240148328,0.000480460205124514,0.000126170477740603,0.000167230877852715,0.0051873201933,0.00483970380517966
DEL,repeats,4,5+,0.000297666192058796,0.000655744354396402,3.59923599243212e-05,8.38247073976808e-05,3.65868682467893e-05,0.000666545027362169,5.45647085870222e-05,0.000111179306615616,0.000148028472586318,7.77826105638778e-05,0.0019437667818936,0.000342700940495062,4.92381686415257e-05,0.000412944750934036,0.000212148433626625,0.00211848087468044,0.00172293440147172
DEL,repeats,5+,0,0.0122885534777062,0.00558937016805831,9.46867665710576e-06,0.00488485480189431,0.19996975300876,0.0179210284301304,0.00217230383251576,0.0146706379091667,5.64812194628607e-06,0.00135181857025407,0.0270243231763859,0.0338041596881074,0.338857472507333,0.000270535350519271,0.00191398511828338,0.00819485901655669,0.0204931676078011
DEL,repeats,5+,1,0.00315029968806415,0.0148538012438272,9.00045365844848e-05,0.000423701205593689,0.000480176427458728,0.000273036966927045,0.000656444261579152,0.0078425265394513,0.00295970163587752,0.000163342472806898,0.000352116222228522,0.000246892557261529,0.000752121667030816,0.00189553288492368,5.9635928293183e-05,0.00290186908288771,0.000111806899948816
DEL,repeats,5+,2,0.000340738655245268,0.00294863562073576,0.000107033757623305,4.32928389620935e-05,0.000229866052487454,0.00022372215431501,0.000140357591479441,0.000391723497832472,0.000398166458181576,5.7958441455721e-05,0.000135964129982579,0.000857547766954398,0.000429518967727168,0.00102653797051216,4.91606901938802e-05,0.000692708981988161,0.000423774573017794
DEL,repeats,5+,3,9.58235622183758e-05,0.000915678508843595,1.69335995452904e-05,0.000110541459369784,2.49479304951606e-05,0.000186878304236699,0.000139759373744102,0.00017351606001059,0.000106022003257553,4.86772176802882e-05,0.00023809859884154,0.000249245195296965,9.96263800222217e-05,0.000564026246180027,6.19978292886746e-05,0.000698196580918026,0.000134379186333614
DEL,repeats,5+,4,3.05561121193446e-05,0.000144641266989191,7.5036012451182e-06,2.95187778224232e-05,9.82245613721267e-06,2.53088744980777e-05,5.82809096701915e-05,7.85075208776474e-05,5.40011481454615e-05,1.94254650960528e-05,5.10866767634596e-05,0.000105106904992634,3.13150981928172e-05,0.000427228201244293,6.47658115079524e-05,0.000421407444650705,3.65463078658736e-05
DEL,repeats,5+,5+,0.000162003135067238,0.000177858433935407,1.30066719177264e-05,2.48179432456951e-05,2.61905780483777e-05,0.00055442336292784,7.69646393436215e-05,1.85862062731273e-06,2.44169921902293e-05,3.02308485126932e-05,0.000488274775550892,0.000184603664513816,5.96639659326924e-05,0.000554418925435628,0.000109426458752528,0.00123651665155012,0.000772123599230272
INS,repeats,2,0,0.0102143154017095,0.000955031330830832,0.000575331964196855,0.025957392702835,0.00197687021325929,0.00595469049892247,0.00142793969165187,0.00215376497477967,0.000232675021369625,0.0023781028849546,0.00620958594944519,0.00345273158080471,0.00234251765634537,0.00205154557134822,0.00219412315109251,0.00970394872226947,0.00600792787712952
INS,repeats,2,1,0.00276898170514862,0.000735084721306156,3.88878647003226e-05,6.4805828640744e-05,0.00150044151584164,0.0207551065174691,0.00174787137059412,0.000239282045265461,0.000222819560898376,0.0027202767244057,0.0188822703295557,0.00280461341115711,0.00177212159526312,0.000444062267681381,0.0016586677643567,0.00954842213796453,0.0192956935288304
INS,repeats,2,2,0.000583413980186464,0.00016416655347441,0.000228326936169464,0.00113470756723928,0.000617346512942986,0.00724157151592591,0.000585957293066681,0.00048537647274756,0.000918675085385159,0.000858788254527029,0.00794270670807573,0.00185771021100923,0.000309443193861994,0.00123560347237479,0.00149602809054434,0.00427878796071655,0.00697945227950901
INS,repeats,2,3,0.000670126449603749,0.000267384592711289,0.000414310741085871,0.00100485984184586,0.00037098174182699,0.00133021827657158,0.000390249454559873,0.00037236158625621,0.000439831028977125,0.000857884861892009,0.00102013926388291,0.000284467547598909,0.000441980906261455,0.00352308103545492,0.000790689866943343,0.00349265595304436,0.00119516176723747
INS,repeats,2,4,0.000171742579095991,0.000235996032316707,0.00226531615768463,0.00363803540914935,0.000153656931683947,0.000133963132718339,0.000188045817411753,0.000108479698555697,0.00204515233523876,0.000538003118915127,0.000104926388018358,0.000212095920413616,0.000163123821752148,0.0329197821025647,0.000279234709270499,0.00204366214780741,6.07327940338988e-05
INS,repeats,2,5+,0.00171113214398608,0.000246544523002994,0.015148422543395,0.000515100620235093,0.00201722459892858,0.000468083884576025,0.000560699210907905,0.000251374599718783,0.0144411227927338,0.000275408581525487,0.000968858163779655,0.000613097472034416,0.00246451645249572,0.239510931260555,0.00122129342422315,0.0111021487764361,0.00100846836895109
INS,repeats,3,0,0.00054556088606847,0.000291791200817813,4.06541763336236e-05,0.00795233411216651,0.000526467027554206,0.00398988370409966,0.000602628835812151,0.0010616218295945,1.79857448574626e-05,0.00014533518274124,0.00366655199578086,0.0014722360704223,0.000444601495453991,0.000197417688216766,0.000588652027051805,0.00504584721601057,0.00401398170365815
INS,repeats,3,1,0.00393006329219761,0.00050540569344055,0.000342076760714768,0.00304795750379854,0.000567996783679874,0.00609515767734604,0.000871337365840534,0.000160801405264655,0.000981255063698943,0.000426517402112891,0.00382438486302312,0.00374640802585661,0.000558122654144549,0.00460054630796615,0.000737186593866524,0.00465154315631834,0.00626169598940105
INS,repeats,3,2,0.00034370812153083,0.00102111807835395,4.49861523101867e-05,0.000320118623610416,9.33093758272362e-05,0.00192625051406823,7.45173849717783e-05,0.000793158672455179,0.000169890113048164,7.43961499041087e-05,0.000662120349058332,0.000260829136861917,0.000105389162491179,0.00116138054308399,0.000401017639546808,0.00237070965963971,0.00138075055800795
INS,repeats,3,3,0.000112880257640219,3.00133273681467e-05,0.000111108952285782,0.000307196460439891,7.95531882635975e-05,2.15542904687348e-05,4.49569692012675e-05,0.000303127967888811,2.28402858046315e-05,2.82978910869234e-05,2.01189272015634e-05,2.5027587481725e-05,2.09207228344147e-05,0.00111427916527516,2.49118399735003e-05,6.72565478599268e-05,2.4254235429e-05
INS,repeats,3,4,7.62129230970054e-06,0.000171541429484307,7.37252459106544e-05,0.000938052566169173,0.000131439659824837,4.459765109075e-05,6.03776930455732e-05,0.000116505560355456,9.94767897470473e-05,3.85935389944182e-05,3.92657377041722e-05,3.78886754087709e-05,5.74518618660917e-05,0.00160892865280537,5.03457843775829e-05,0.000206320335375278,2.14941894492851e-05
INS,repeats,3,5+,5.64908023062112e-05,5.97697430720143e-05,0.00104139757005629,0.00198840170680119,4.59225548010539e-05,7.4426917125572e-05,9.44821465633089e-05,2.66005476970976e-05,0.00206385638068436,3.52323127657949e-05,5.03089834042959e-05,0.000356503083636282,0.000598537544065883,0.00802143265727269,0.000118940361709806,0.00177985586754489,6.30833988277222e-05
INS,repeats,4,0,0.00130403149134198,0.000638621947594736,1.18581395965592e-05,0.00515894014367803,0.000537959538683322,0.00176923870262019,0.000144998310880862,0.00162584375424286,1.23878098518322e-05,6.10521827141987e-05,0.00304385292309853,0.00136161727060379,0.00100604859008499,0.000140368907513299,0.0003273429032313,0.00158886065601033,0.00262115115785637
INS,repeats,4,1,0.00445973297302458,0.00156415377438598,0.000596678119628986,0.00199043394532999,0.000531504894863904,0.00342930729057416,0.00146343394394868,0.000687075212063621,0.00111576442914615,0.000128100066268644,0.00275650300382116,0.00237995104272279,0.00121867452471389,0.010518060742753,0.0003729648856179,0.00394826050809946,0.00407748927177197
INS,repeats,4,2,0.000133788138005794,0.00010630097920823,1.55787826538107e-05,9.38729979012108e-05,0.000169577858775005,0.000181927145977041,8.92311242197738e-05,0.000403216992744759,4.46872884087869e-06,9.3039347634641e-05,0.00046730816258784,0.000163161049276564,0.000129357812803722,0.000658824145560602,0.000172327611579829,0.000334743534721745,0.000341898118319654
INS,repeats,4,3,4.66196072135937e-06,0.000118844313405391,4.45338304138243e-05,0.000827736911080368,1.86159684405513e-05,2.5037651005873e-05,2.46477792166626e-05,0.000407813622684621,0.000225684398760801,1.44744697052428e-05,2.28486308922278e-05,7.18786935016777e-05,2.50369960265269e-05,0.000692152196284534,2.89560774675349e-05,0.000109417368906448,1.50049884959104e-05
INS,repeats,4,4,0.000107610215085639,0.000224888380949341,0.000356509159845019,0.0013895892813089,0.000105644829404872,5.42287441178605e-05,0.000123112001412181,2.36666919961329e-05,0.000161071849350464,4.95755634290794e-05,3.54939249122286e-05,9.55171042386695e-05,0.000125078145561236,0.00223723042538156,2.83013750863285e-05,0.000703951867600567,3.05313517393229e-05
INS,repeats,4,5+,0.000753757971066048,0.000129045217722359,0.000852998516629143,0.000229170817530968,0.000912028112011934,0.000737158861273805,0.000108458688198058,9.38833824308709e-05,0.00217653024470131,7.11610958312144e-05,0.000364263792498658,0.000465822331016172,0.00075668413166818,0.00550380449901478,0.000221165094269063,0.00371189222248627,0.000777743842271143
INS,repeats,5+,0,0.00249589215384916,0.000242917534801405,7.74211777954205e-06,0.00270673644374762,0.000413176353968393,0.00460141290740581,0.000152769098836888,0.0089235179608726,4.32444138649374e-06,7.86607687677524e-05,0.00374641332683337,0.00364195089708329,0.000118385273882458,0.000111631965817663,0.000413026041450202,0.00823822443249025,0.00456887760724268
INS,repeats,5+,1,0.0147377246773695,0.00227641869492381,0.00155391480819418,0.0250366141641606,0.00943671696632215,0.00441564608767638,0.00187908046054524,0.00545099636888508,9.06658449781926e-05,0.000864390298241401,0.00398927918596659,0.00195952342275225,0.0116965756647902,0.0115003030131959,0.000778209084840851,0.00359578265976291,0.00406947423963664
INS,repeats,5+,2,0.000257492252277342,9.53595648001037e-05,0.000156201470077536,0.000547277730274487,5.07862931542507e-05,0.00016747252927484,7.01787957397205e-05,0.0012956429032496,2.14789650393474e-05,4.17932648637083e-05,0.000380626460775461,0.000312027021728293,0.000252173579205935,0.00309976377893844,7.52659117229973e-05,0.000594668342570457,0.000289480809665409
INS,repeats,5+,3,3.188375745521e-05,4.62289871194164e-05,0.000202541364880398,0.000122909375668817,7.5393880688976e-05,0.000208113508244016,0.000179181318242632,5.81394964824683e-05,9.44497311913746e-05,5.45467463648061e-05,0.000159364923159813,0.000218571276530195,6.55398673596007e-05,0.00212126241214828,0.000191173095312277,0.000687823680501818,9.8339525115031e-05
INS,repeats,5+,4,3.49241666213139e-05,6.67970327125924e-06,0.00015745636788027,5.25713421441069e-05,5.44509161933558e-05,8.13617295537067e-05,0.000109848486977129,3.01680240664644e-05,1.64498153611475e-05,4.28833922892077e-05,0.000162825658608091,0.000239991485690919,4.63159288944537e-05,0.00204431882565553,3.2096991422943e-05,0.000585968490608476,0.00013044678357703
INS,repeats,5+,5+,0.000213274568304971,5.31958269566347e-05,0.000153839941506979,1.88649212926334e-05,0.00034955992270099,0.000354281698111565,6.53507556332941e-05,2.34439647308764e-05,6.33787871192193e-05,6.19656691216774e-05,0.00066686427854923,0.00052378685099399,0.000237694352588185,0.00182700633164947,0.000172965739217207,0.00103066476974202,0.000575155878236056
DEL,MH,2,1,0.0104217321150211,0.200999434733889,0.000915873409021119,0.0024349912554213,0.00313652157384558,0.031678095537135,0.00469454086979155,0.000850149971483998,0.000204897595277996,0.00984754497297983,0.0290038482989338,0.0132350677503739,0.00343181551509588,0.00831993976464955,0.00653739388590021,0.0169111737753269,0.0302248835388731
DEL,MH,3,1,0.00258947594798184,0.00622170533610363,2.10238357910184e-05,0.00148401652608161,0.0100077847515985,0.0133864800907146,0.00245840901769608,0.00112354384946107,1.28374011952055e-05,0.000615604041574755,0.0167031502063784,0.00314823300078981,0.00931851980248852,0.00091133514211693,0.00178635130343578,0.0122278426983782,0.0139698062987949
DEL,MH,3,2,0.00118646900358596,0.0418850038001769,0.00156838803447897,0.00342429112954158,0.00364977063061079,0.00766010127304383,0.00123552507199112,0.00390065715756416,0.00262232515512634,0.000659431201588816,0.00993620698028785,0.0055158382953457,0.00402172459642471,0.0204527105567621,0.00097519991523676,0.00970742866305426,0.00930856877512323
DEL,MH,4,1,0.00133722262473861,0.0115449452448704,9.29569844970828e-05,4.06447705760764e-05,0.00596409484661792,0.00924735964861008,0.00258382325099881,0.00249467593513156,6.90718681998427e-05,0.000166461448496521,0.0103247348055924,0.00239041468046134,0.00373899632979885,0.00196695013647497,0.001025578849102,0.00229361558686893,0.00930959090527794
DEL,MH,4,2,0.000737410704449629,0.0292633871076649,0.00014972929168398,0.000733217291829083,0.0021674701860556,0.00506892243635128,0.00227107622748403,0.00929030368524687,0.000522562109525409,0.000506727564952997,0.00502380577699402,0.00298224878587073,0.00182387980291234,0.00172192094722401,0.000493421836387969,0.00283354178401707,0.00709770714173061
DEL,MH,4,3,0.000525777957094354,0.0490771249420664,0.000102434256344618,0.00182344141571566,0.000693856401944086,0.00354529521929932,0.00280101858715074,0.00478789505883863,0.000637588486385594,0.000130133961418997,0.00369825855403396,0.00248115929039956,0.00144812376214474,0.0029782694307637,0.000340602698293709,0.0115681931538456,0.00319606254962891
DEL,MH,5+,1,0.00924598562109428,0.002125415086131,4.11526973785456e-05,0.00755308135190419,0.357214453542375,0.00524772785311412,0.000913037371816064,0.0675144672495147,0.000500901216826185,0.00114430574916953,0.0179061796175359,0.0231920144743254,0.203275050235658,0.00118833205349084,0.00196274801462539,0.00918195760455064,0.00776654257417465
