Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10,signeR.11,signeR.12,signeR.13
INS,C,1,1,2.65642588997098e-05,0.000295435108782512,1.82212279113106e-05,8.42734094580023e-06,0.000405198943198042,0.00624116921500376,0.000317711303058755,0.00198102896491758,0.00596933032530743,0.00138536157371327,2.01470178208373e-05,0.0138946230680481,8.44602126334702e-05
INS,C,1,2,1.09150392775475e-05,3.04381105595471e-05,4.31208215424115e-06,1.29318733863997e-05,3.69196735801482e-05,0.00576691617841325,1.69428056665121e-05,0.00135520610986533,0.00378427773164595,3.01265353754147e-05,2.37976958456232e-05,0.00053472726591311,6.79022491079474e-05
INS,C,1,3,0.000149255103873587,0.000625124247949907,0.00127468345831528,0.00056199120940695,0.00060318541873326,0.00109906103885705,0.000531773775774461,1.17076675602338e-05,0.0080628024212193,1.99666612423146e-05,2.42863630167658e-05,0.000899346996856819,0.000573761779231075
INS,C,1,4,0.00114192286229978,0.00485352018425676,0.0024625024508031,0.0012824661278005,0.00378009073229771,3.43617921147219e-05,0.00315782546047135,2.48756640066906e-05,0.00812486822795299,0.000237715425963114,4.63791027693987e-05,0.000840039046757545,5.66396654800035e-05
INS,C,1,5+,6.74039702332481e-05,0.0102258169200248,0.0344952557072387,0.0115091917063856,0.0121479148878055,6.34993144158797e-06,0.0212656597333507,1.66622808722218e-05,0.00874475671211942,4.59662362170897e-05,5.08049950189627e-05,0.00307908674174613,0.000551982319464128
INS,T,1,0,0.000296044196358027,0.00154083215466227,0.00296683595095765,0.00163510111201873,0.00173170593245731,0.010364760265466,0.00209254151949186,0.00433224909804227,0.0164933729402644,0.00654206286674023,0.0136334543562084,0.035650016404347,0.00659098835694088
INS,T,1,1,3.53439296361381e-06,3.80659399363495e-06,4.26307037748391e-06,6.36484398882856e-06,4.84167457747167e-06,0.0185441579855231,1.11235730281786e-05,0.00325472107125399,0.0580412789647178,0.000261968756688859,0.00660267115948235,0.00277510165783435,0.000159555158073716
INS,T,1,2,1.91720587481032e-05,0.000742334841734864,0.000509999573117031,8.07291679944743e-06,0.000876193271055751,0.0304627595460562,0.00111921687221699,1.2257944592569e-05,0.0528618753412385,3.83626420901283e-05,3.38200361152036e-05,0.00136639797113794,7.03909239004993e-05
INS,T,1,3,0.000565979742632752,0.00148078345080532,0.00457386648609444,0.00323535156050997,0.000743269941083749,0.0226300676661344,0.00302071427236396,1.36819045776841e-05,0.0301396580215699,5.70504441688103e-05,3.50189167893728e-05,0.000289002993800995,0.000199645922765863
INS,T,1,4,0.00120126201016837,0.00426893643756501,0.0205967198770231,0.00857755069293324,0.00515229144226766,0.01377268715337,0.00876704295581226,0.000288630746678349,0.00852928257417514,0.000577484482776593,0.000664816806183798,0.00720335513216436,0.000618518783106743
INS,T,1,5+,0.000220889921559141,0.000155576318304097,0.845248440899938,0.946625832169789,0.000603043545423782,8.8596389605315e-06,0.0694519942694549,1.73099193308932e-05,4.58060198235831e-05,0.000105220900241892,3.87888796383326e-05,0.174257603980342,0.00051919993676741
DEL,repeats,2,0,4.77885942311452e-05,0.000228156463018096,0.000663934887671692,0.000607209738392866,7.0351329350408e-05,0.0270140005825704,0.000242286215312707,0.00773399524395407,0.00911273321863937,0.000341765807385439,0.0132644476179438,0.00044714974549024,0.0913338390586559
DEL,repeats,2,1,0.00219794906315261,0.0054058429938207,0.0012158526767942,4.33923681259869e-05,0.00494925017543442,0.0220053564720541,0.00281242025375964,0.00897130148582932,0.0120389913481691,0.00106927928208004,0.000668496828712149,0.00597146002585353,0.193838552106524
DEL,repeats,2,2,0.000945720144052167,0.00172639347582659,0.00146513686161962,0.000354573491574038,0.00285448795676101,0.00406325131038827,0.00258795063864134,1.41981136519426e-05,0.012654164601008,0.00196255680308982,2.91614429185932e-05,0.00196146818573608,0.0466910335293917
DEL,repeats,2,3,0.000410231275515841,0.00110637061007941,0.000529524023871308,6.55016656905927e-05,0.000906426441204302,2.21976652471355e-05,0.00110026625669462,1.1017758684849e-05,0.0067504628352469,0.000502309447647433,3.47056720861141e-05,0.000178429390726722,0.0122376472753335
DEL,repeats,2,4,0.000420782967473146,0.00106978296936517,0.000451888842069397,2.5881401255291e-05,0.00101843172071327,0.000589165257583901,0.000706401569167808,0.000136652721105611,0.00310423462062193,0.000118357061034921,5.51813355784941e-05,0.000236992477416461,0.00329954145846061
DEL,repeats,2,5+,1.6963513921702e-06,3.12244724658775e-06,2.26588550688565e-06,2.86956275051666e-06,2.93527612873424e-06,0.0218101549042033,3.40311858689519e-06,1.60268090564097e-05,7.183082980542e-05,3.42793998190191e-05,1.8232182429929e-05,4.1296384957581e-05,0.000914478058420228
DEL,repeats,3,0,8.01620252092781e-06,2.3897965045972e-05,8.34452089927423e-06,7.47155097224848e-05,5.33195060141468e-05,0.0165311294356924,9.58596799829071e-06,0.0129368327492746,0.00137842340353202,0.000777836750460375,0.000872429239647284,0.00148641724774389,0.00420429511467527
DEL,repeats,3,1,0.00132696278537087,0.00709190468589289,0.00831575121684825,0.00307037137901097,0.00317281693085794,0.00471374612573363,0.0111728982367791,0.000796217751950827,3.0601045188118e-05,0.00430938644730107,0.00233012224406866,0.00454832277790757,0.103536955741543
DEL,repeats,3,2,0.000541105627601893,0.00253192256486946,0.000277322129063359,0.000994091593951763,0.00376839412505075,0.000941957461040641,0.00439980735428955,2.43064415427728e-05,1.82814802497233e-05,0.000566187408565356,0.000569731996787775,0.0013486801780738,0.0145258590857077
DEL,repeats,3,3,8.67946339902512e-05,0.000785554177334011,0.000750526036217431,0.000143509438593935,0.000738926953846468,0.000449907633901718,0.000688211067188282,0.000277568059299104,4.59180906365172e-05,8.69401071809431e-05,9.36484464701307e-05,0.00045506129304354,0.0037835567345633
DEL,repeats,3,4,1.81222820015161e-06,2.51544794072434e-06,2.74171407890451e-06,3.01187338034245e-06,3.87498387728049e-06,0.00546705685371932,3.5515946441899e-06,6.11339989007729e-06,2.28256363007037e-05,1.85264987310688e-05,1.28710233283379e-05,4.35109671978057e-05,0.000385586576703495
DEL,repeats,3,5+,1.69566262574156e-06,2.91414571285014e-06,2.52211717616243e-06,2.87532057251445e-06,3.23175359743351e-06,0.00831885023538309,3.90090021499397e-06,7.0393798177123e-06,7.59083284764145e-05,5.12447222826108e-05,1.61225981411521e-05,5.79808801915999e-05,0.000231961497828435
DEL,repeats,4,0,1.46103374482241e-05,1.48659050984989e-05,6.02368453299962e-05,4.39482321621238e-05,2.38901745635706e-05,0.0108414701602674,4.74350013245994e-05,0.00692983720187148,6.67592514272762e-05,0.0023749327690427,6.58816939032908e-05,0.000223973783430253,0.00569693010197535
DEL,repeats,4,1,0.000872325428767454,0.00313543629487746,0.00129606422271332,0.000461971574340384,0.00284361064397166,0.00213868134799056,0.00318334072063433,0.000979467701420997,0.00140412459651051,0.00272423271860567,0.00337848097112104,0.000192043665439074,0.0582169961578997
DEL,repeats,4,2,0.00033277480250131,0.00101176210180645,1.5030457478774e-05,1.04527228755223e-05,0.000741039899521827,0.000121762933451018,0.000280999069306281,2.51137140524484e-05,1.30153933750393e-05,0.000569267794005804,0.000215283870588276,0.000401287479251678,0.0140045933065509
DEL,repeats,4,3,3.0832098903684e-06,4.04761954926169e-06,3.45966079986033e-06,6.28315219800985e-06,5.74942856999977e-06,0.00360826589387511,7.23459202756446e-06,9.98498397854004e-06,2.12236987756267e-05,0.000109117190384947,1.65809012733594e-05,3.72792817866277e-05,0.00383990835692689
DEL,repeats,4,4,1.49322290638834e-06,2.58112688296264e-06,2.69280898332168e-06,2.81393541224275e-06,3.02202396725626e-06,0.00453438371395087,4.21707955071983e-06,2.50904710686281e-05,4.34775091835581e-05,3.0789378296947e-05,1.39837133188432e-05,2.95532378631546e-05,0.000129629999601074
DEL,repeats,4,5+,8.73002637440604e-05,0.000313407538050525,1.28309422464587e-05,1.61377802364598e-05,0.000352865647414372,0.00140985251149638,0.000264330695259165,6.22390444598196e-06,3.66316270022891e-05,7.12817196868733e-05,1.75069905375683e-05,6.60411033166551e-05,0.000595243610356656
DEL,repeats,5+,0,5.84361648897964e-06,8.01962152713216e-06,4.65267394157535e-06,4.68273845696192e-06,7.37706597159964e-06,0.0179194005002505,2.14073940751696e-05,0.27759441586599,7.98261470157047e-05,0.0137917428020894,4.22301330346009e-05,0.00175593481152538,0.00207264448208271
DEL,repeats,5+,1,0.00281170577936308,0.00491340863138557,5.75305143551768e-05,7.3001309537899e-06,0.00403292129909747,0.000479239915335959,0.000603268887045084,0.000125383730503599,1.22793159287358e-05,0.00774567547448582,0.0006761772907323,0.000367386067521201,0.0150433611337336
DEL,repeats,5+,2,8.82340341720254e-05,0.000778084697322746,0.000103485110729079,5.04428898957649e-05,0.000575917777314109,0.000355329734995862,0.000513511370072297,0.000287604176848032,1.97291204626156e-05,0.000432251356104776,5.25836038631932e-05,5.50815794807345e-05,0.00289072656023975
DEL,repeats,5+,3,5.01101058332166e-05,0.000232048788236966,8.66982894130759e-06,2.52861683033589e-05,0.0002579444761205,0.000213275358848123,0.000239122835442675,7.55226934737797e-06,2.75253552417143e-05,0.000186268377752868,4.25083525303311e-05,9.05991140534209e-05,0.000907408934806286
DEL,repeats,5+,4,1.53472342537512e-05,0.000109696468860085,1.12364428463577e-05,6.19263862890396e-06,0.000111984821930547,2.91932523250144e-05,0.000178647414025118,6.60407056398588e-06,4.83377782369563e-05,8.23833704206435e-05,4.64902419264467e-05,4.28790198017216e-05,0.000136665402852647
DEL,repeats,5+,5+,1.64992207929455e-05,3.43607439958403e-05,3.03846480846204e-05,1.25447133145139e-05,2.41195357887311e-05,0.000642427202903894,6.94856183173233e-05,5.57444999034246e-06,1.50398811298545e-05,9.54112836512286e-06,2.83820690488348e-05,7.33889542850274e-05,0.000116663041776175
INS,repeats,2,0,0.000166174171269206,0.000367672987991889,0.00059659531402355,0.000224162690782473,0.000413907217495759,0.0072235475021952,0.000439533551753288,0.00204541544844134,0.0022218828793339,0.00207345048288764,0.000446787501320292,0.0232348218323431,0.00117069203228772
INS,repeats,2,1,0.000164837818697443,0.000344151116621697,1.43667087476472e-05,7.45182767510096e-06,0.00038661508441685,0.0181928632358007,0.000294907042711554,0.00131453934711706,0.00336429356351763,6.43396302576378e-05,0.000212537635548351,6.63088735583746e-05,0.000142990541496689
INS,repeats,2,2,0.000719918184972659,0.00171704545936439,0.000430190418372319,5.60081487840786e-05,0.00105894630790483,0.00688985892933479,0.000800161054792626,5.63497392844023e-05,0.00142229849785897,0.000450537934371074,7.49283653991288e-05,0.00126512669075435,6.36829219101665e-05
INS,repeats,2,3,0.000196723844994767,0.000613166641390049,0.000554022725514209,0.000430295995096058,0.000675174517612708,0.00121736085925477,0.000591157691103751,0.000229503524592529,0.000848084689337918,0.00039542147049262,0.000120853279298233,0.000967502073734484,0.000223942826048162
INS,repeats,2,4,0.000402142012531682,0.00313548655058925,0.00391685530038904,0.00160166236639317,0.00186558103627787,8.02954842060838e-06,0.00572896152505223,1.97005355370902e-05,0.000242364048862681,3.89532804778555e-05,3.32739856252659e-05,0.00400940296953336,0.000129731849130266
INS,repeats,2,5+,0.00624094982533628,0.024058268392523,0.027286648060183,0.00949669730869841,0.0187879639488317,0.000339715372473164,0.0241392294362246,0.00119362363850828,2.65230195571906e-05,5.26086594371931e-05,3.01555209181525e-05,0.00118077250352646,0.000104881441394082
INS,repeats,3,0,2.59165935163237e-05,8.21340444669162e-05,2.49764052691236e-05,9.36446450958406e-06,2.81273154851589e-05,0.0038355076313435,3.85361641042651e-05,0.000434334386328738,0.000121970015370003,0.00106950185842664,8.14846422496076e-05,0.0068205852618262,0.000140258129011644
INS,repeats,3,1,0.000537935427958629,0.00167256253845217,0.000550137272434323,0.000105735148569421,0.00116007968900745,0.00606912454977829,0.00152625584900574,0.000332611971972836,0.000432517303765922,7.52065573691931e-05,0.000180237157072743,0.00280824644172137,0.000423559647106011
INS,repeats,3,2,4.05122467405991e-05,0.000245128016096148,9.15453491416134e-05,2.17979787040497e-05,0.000200741106047631,0.00132782839185301,0.000433054933694973,9.48497800543707e-06,8.94000465609158e-05,0.000841991592925886,1.81776077267638e-05,0.000256659637534743,0.000976127747924591
INS,repeats,3,3,6.98759133894872e-06,3.09339681801698e-05,0.000109075143438916,0.000121117404201491,6.6899746951172e-06,1.45879195918136e-05,3.56094719324978e-05,2.54859550864254e-05,1.71647435404159e-05,0.000315477767363635,3.5206411826279e-05,0.00029451537792847,5.68619297801562e-05
INS,repeats,3,4,5.38270780881953e-05,0.000206795843846814,0.000177474364756453,2.7512892552071e-05,0.000243356894109019,6.31875766717496e-06,0.000111851545483662,9.92257702980177e-05,2.00018903609293e-05,0.000142202232965756,3.49703148035538e-05,0.000774888788570814,0.000135691412059516
INS,repeats,3,5+,0.00086107593953573,0.00360825082594271,0.00190686004650384,0.000562348570749539,0.00219380210996796,7.64108388614796e-06,0.0033238075069629,1.5802076712113e-05,1.9474424407378e-05,2.14580014051817e-05,1.8995302269007e-05,0.0021093642938955,5.53362090752726e-05
INS,repeats,4,0,8.68961210000357e-06,3.09948945614854e-06,1.01250160271095e-05,4.09007152726876e-06,2.00838928913287e-05,0.00258433047634924,7.79924494787881e-06,0.000660247785752037,2.52598966697308e-05,0.00169130696453258,2.25377194973256e-05,0.00466528292868314,0.000428727057026931
INS,repeats,4,1,0.000484983746547594,0.00185589256557878,0.00124028360082639,0.000188056199439305,0.0015234976606948,0.00407279180598478,0.00181604655395797,0.000602478889631279,2.65312928447613e-05,0.000763365715597577,0.00102102039880534,0.00175100082860008,0.0015100943977409
INS,repeats,4,2,1.12609213861715e-05,1.72586360852034e-05,2.24816407797145e-05,1.50144692903225e-05,2.34873747146783e-05,0.000323339367926346,7.49216288933024e-05,0.000104639406449561,9.6090835796396e-05,0.000424951829475154,2.49101255698167e-05,7.68627775293756e-05,9.41370927471844e-05
INS,repeats,4,3,0.000163802683025831,0.000288030718838521,0.000181597166194386,1.68353129141537e-05,0.000135453946932857,3.23425777825477e-06,0.000151895464782101,5.71952758619808e-06,1.19107631332713e-05,0.000399185084622441,1.56988633840548e-05,0.000785457986680379,0.000101839493657113
INS,repeats,4,4,7.36544948806717e-05,0.000184345191922728,0.000487021005434152,0.000253515581992499,0.000275377670626224,1.16608478649733e-05,0.000368272160821341,7.73735968416145e-05,1.6644652376038e-05,2.30288419273535e-05,0.000112073341035311,0.00139826111567301,0.000280395523662981
INS,repeats,4,5+,0.00108576518019111,0.0024018730256931,0.00184583262217802,0.000508381493603795,0.00335535181152242,0.000659875530301625,0.00243111787875887,0.000811107243478738,1.69445042213066e-05,4.39648732672888e-05,1.76911938944591e-05,0.000266334546755576,9.27663137142422e-05
INS,repeats,5+,0,1.93866891317468e-06,2.74551820900121e-06,2.57375171169039e-06,3.13991575218074e-06,3.81743869399526e-06,0.00475092130668816,4.09634942506086e-06,1.3452574187781e-05,2.30611360774546e-05,0.00908767357404408,1.76378643041503e-05,0.0024650259908864,0.000120050773333968
INS,repeats,5+,1,1.47786428281147e-05,2.85201521745681e-05,0.00161267490638526,0.00124233047512372,3.41168070003415e-05,0.00594585578193995,0.00076935201467832,0.0111295515528397,0.000298669013724641,0.00573807693488545,0.000417371984657805,0.0229024880524655,0.00310362732738675
INS,repeats,5+,2,2.31653998891905e-05,3.42947169695087e-05,0.000270367512601834,0.000163305845321786,1.30702310600636e-05,0.000320899571377125,3.45317202105531e-05,1.29758170245715e-05,1.90655808471194e-05,0.00137071306659862,2.10161226748368e-05,0.000495155433418381,8.60280626478702e-05
INS,repeats,5+,3,3.54740179173454e-05,0.000158190330939578,0.000371829500644903,6.53195991094399e-05,0.000112611387544306,0.000154143972934834,0.00020151479906643,1.87005158980023e-05,5.75930565336002e-05,5.89256973619121e-05,8.91877578436266e-05,0.000136225400548727,5.46568792111447e-05
INS,repeats,5+,4,9.17219299132287e-06,6.87808763378733e-06,0.000187575281448315,0.00011174631102804,6.3233294001063e-06,0.000162426535470035,5.77306206900221e-05,1.0876523338323e-05,2.21152146782868e-05,4.01888379837438e-05,5.70084199698767e-05,0.000106224466897839,3.88885672634799e-05
INS,repeats,5+,5+,1.58434133378858e-05,0.000140525994394569,0.000232447631617379,4.27714137612342e-05,8.21772524077268e-05,0.000597185495691675,0.000278343859124951,0.000320086526272239,4.40442013573382e-05,1.93304823949736e-05,1.78292537761141e-05,4.51784254106015e-05,5.72553937172963e-05
DEL,MH,2,1,0.000134522267055503,6.7919995695395e-05,0.00143668437649977,0.000529382983761558,0.000269286186241958,0.0277763487208153,0.000589811947340581,0.00161201639197701,0.0103042948003508,0.000437776702862682,0.000371949971674636,0.00150470741918183,0.206633193423525
DEL,MH,3,1,8.27848693806291e-06,5.31386987465616e-06,2.48828955018101e-05,4.02877627430602e-06,6.13404429097515e-06,0.0133362802114035,3.69531995130221e-05,0.0106587313580401,0.000948597760411788,0.00094789942930038,0.000783636822937265,0.00118298808740116,0.00555909249295762
DEL,MH,3,2,0.00132879783597395,0.00386711268333692,0.00206324977475576,0.00159138154882467,0.00326068778148934,0.00829391233931274,0.00520313129175252,0.00349332141403217,0.000522238532413672,0.00399053597857151,0.000128733721622717,0.00321554032904771,0.0420475482173877
DEL,MH,4,1,4.71524514228975e-05,0.000188068351542895,4.30322953412204e-05,2.05411800074691e-05,0.000221681178193546,0.00874457222486008,0.000124700618998748,0.00533541604335248,9.49534414256215e-05,0.00251133405903454,0.00203137900510257,3.731567263511e-05,0.0122474416506682
DEL,MH,4,2,0.000354701067444023,0.000660091986424571,0.000176059614552888,0.000245107730228837,0.000751756658942623,0.00559120596777853,0.000689933080408298,0.00182128884755652,0.000367818927336378,0.00962746066994893,0.00151665172172208,0.000547555398165976,0.0300084166278958
DEL,MH,4,3,0.000123205796785211,0.000838368786661311,0.000355976877560871,9.84070008373457e-06,0.00111147313759903,0.00312973634254919,0.00130102912518221,0.000264761696031303,3.27586565064145e-05,0.00513710440146851,0.00248098679390618,0.00143542912701106,0.0489505335848426
DEL,MH,5+,1,0.000682712124757522,0.000923169580628857,1.16419899142218e-05,8.79957211979108e-06,0.00031417027538337,0.00460275692486335,0.000109544977434073,0.323663889313083,5.14232296137581e-05,0.0665363004502745,3.12136422602099e-05,0.00331468373377899,0.000242195953418702
DEL,MH,5+,2,3.33357970775764e-05,6.14498667032011e-05,7.28158110952339e-06,1.01213483729166e-05,6.58638356064708e-05,0.00509143555690426,4.49282748076844e-05,0.133556074475709,0.000426758443816109,0.261963115505896,3.65256628533039e-05,0.00207740233371852,0.000142766239537354
DEL,MH,5+,3,6.6154319961868e-06,4.81628252240664e-05,5.39812431830097e-06,6.0215626811326e-06,2.61029850850866e-05,0.00448132189819359,3.35828782655572e-05,0.0432629032331413,0.000172380204152687,0.235889423912756,4.81741598019785e-05,0.000217336280514838,0.000227455139227155
DEL,MH,5+,4,9.69771199089439e-05,0.000633243413969321,0.000233413276731591,9.67549866717848e-06,0.00083483990186496,0.00114158835275999,0.000262271103121712,0.0132630765001252,0.000991406512910667,0.135057379391189,2.80827923624253e-05,8.059826035918e-05,0.00329369988820397
DEL,MH,5+,5+,0.00147402448287021,0.00375837897655543,0.00122907992096357,0.000959416154297931,0.0029155637970972,0.00136102973191895,0.00154921004049025,0.0116820387445403,1.94601836826512e-05,0.109888326227462,2.52246671902676e-05,0.000702279032156343,0.000866007665074059
