Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10
DEL,T,1,4,0.045557590903922,0.0038152294266044,0.0462214587206879,0.0452700183800586,0.0189653763313424,0.039265341563277,0.0502959518904724,0.0194632085173803,0.0144671121387238,0.00208181788101419
DEL,T,1,5+,0.785052423992176,9.04128004303314e-06,0.828609740418706,0.0155003375796719,2.77271120139191e-05,0.636895721204316,0.783713824006691,0.00530301771903867,0.0519476372474895,0.000331120106868128
INS,C,1,0,1.06351720913119e-06,1.1167162956717e-06,2.65583563130755e-06,0.000724928253240567,0.00200909959665213,5.87224858631093e-06,5.73464098068402e-06,0.00187266502556856,0.433221264075761,0.000254985959592145
INS,C,1,1,0.000203349869927169,2.59125448449439e-06,0.000286673887180081,0.00565099763931502,0.00134147499301581,0.000148523410089977,6.21654704259488e-05,0.0044048813410541,0.0115969675648837,0.000122642769971109
INS,C,1,2,1.72199118795365e-05,1.68334713030328e-06,1.94340253233658e-05,0.0053175203442899,0.000116654144441,1.19507688060332e-05,4.44051744393544e-05,0.00330837707974659,0.00047006337460809,8.08726857641508e-05
INS,C,1,3,0.000514541519335522,0.000563214598428147,0.000400069468568726,0.000915649822369581,3.52278180336087e-06,0.000619409824297772,0.000354944352056847,0.00688662759443707,0.00165000611886858,0.000172631895688357
INS,C,1,4,0.00291838699212383,0.00160408610129748,0.00293464474834541,1.73691811807823e-05,1.98783480181269e-05,0.00275659547321992,0.00279596407826943,0.00716295561985924,0.00173707804864422,6.24091254353763e-05
INS,C,1,5+,0.00955657707273662,0.0244028851465065,0.00913756162677614,8.7316916560237e-06,1.55057025723638e-05,0.0121632485273102,0.00874990425964021,0.00661861314496104,0.00296005226985812,0.000530955870563161
INS,T,1,0,0.00137753954686127,0.00214239519054658,0.00174197454148723,0.01028507932612,0.00586758613672707,0.0015473713576509,0.000294939188808181,0.014753277437838,0.0308440726559568,0.00496870555164056
INS,T,1,1,2.99431028542365e-06,2.2220399042472e-06,4.56064300617195e-06,0.0179281446390698,0.00147524423039828,1.54803253630219e-05,1.14325876051544e-05,0.049109196313464,0.00261002764452684,0.000308108034008816
INS,T,1,2,0.000662888867084555,5.45728110803809e-06,5.90788422073489e-05,0.0261435041847254,7.19011165577919e-06,0.000597316806944335,0.00198286788162339,0.0417654381004792,0.00193923915506249,7.84559074282635e-05
INS,T,1,3,0.0012322218138689,0.00413156655960071,0.000465919250708697,0.0177361257372694,6.69069421682695e-05,0.00163361409114853,0.00246172293307159,0.0258254920319343,0.00140326482927853,0.000220318765532382
INS,T,1,4,0.00400321433556995,0.0164833885321559,0.00322687717737075,0.0113899899987031,0.00029398649242491,0.00626273818207118,0.00391177423282317,0.00666056739292657,0.00543644343639105,0.000867915641333546
INS,T,1,5+,0.0348391840679116,0.898071117636154,0.00114651417925058,6.73369957001574e-06,0.00827195316946046,0.192233649815855,0.00358058771553911,0.0181658540241226,0.252779494493649,0.0106028053823469
DEL,repeats,2,0,0.00016427006327585,0.000729666867123781,5.06041855385472e-05,0.0265916466619676,0.00391086930907444,0.000159636689280582,0.000448372526743785,0.00729536616094744,0.000471783007423598,0.0674743903775138
DEL,repeats,2,1,0.00345398041688304,0.00127438909062367,0.00279662429330524,0.0210576741050999,0.00380791356086653,0.0029243114378074,0.00553637940463522,0.00929065946168646,0.00681531898379107,0.211650507283609
DEL,repeats,2,2,0.00181981989969373,0.000361345234574357,0.00162682446518308,0.00334091594208258,0.00113798505488652,0.00155910424458603,0.00230468520128616,0.0109173234031489,0.00281556915781448,0.0502898678335668
DEL,repeats,2,3,0.000779466109811646,0.00023157774648225,0.000552990381574041,2.29038449948433e-06,1.16771782091726e-05,0.000762728806841328,0.00102847268095714,0.00612794584183779,0.000597181525134992,0.0117550245665171
DEL,repeats,2,4,0.000856847702495844,3.09168859607071e-06,0.000706484439464814,0.000338322075785583,5.37381780161846e-06,0.000671446573109667,0.001230537704652,0.00317946427345282,0.000113548481344131,0.00290723728522632
DEL,repeats,2,5+,1.05980783969875e-06,1.29975514520375e-06,2.46191813224821e-06,0.0175408962285417,4.72915052124453e-06,5.18799604971165e-06,7.61608381306191e-06,2.3587589079323e-05,5.92835855225251e-05,0.000847960936717065
DEL,repeats,3,0,2.45331627286861e-05,4.23149605794106e-05,1.07032903872293e-05,0.0165289796622925,0.00407789647468638,8.65206152417717e-05,2.960029886084e-05,0.000978167869611338,0.00115135375861183,0.00437399832748281
DEL,repeats,3,1,0.00502116991895671,0.00484798331797996,0.00477607285287361,0.00461930973349985,0.00378372021157186,0.00513613884067391,0.00557074125067326,0.000305304417506549,0.00523066884129801,0.0888137267367159
DEL,repeats,3,2,0.00231752417389574,0.000357165657840929,0.00216545720713236,0.00058779103170453,0.000229970566554934,0.00233053546830795,0.00257826718155238,1.67847161620762e-05,0.00134971402692601,0.020391400207496
DEL,repeats,3,3,0.00046534702736741,0.000104130944545707,0.000218625731593228,0.000154756114341516,2.72645438404165e-06,0.00060918616051944,0.000764182353561196,6.01080947801387e-06,0.000614204611451931,0.00343942615515048
DEL,repeats,3,4,1.05376254552413e-06,1.16416996783954e-06,2.62337493140077e-06,0.00470518966435082,3.85366407716828e-06,5.21459536635844e-06,7.49107183787512e-06,1.82923574936782e-05,5.60320095876087e-05,0.000152133544782944
DEL,repeats,3,5+,1.08726126191872e-06,1.1088626099972e-06,3.0101407931222e-06,0.00681446464633981,3.93097893929113e-06,5.02028626826743e-06,6.70261681053889e-06,2.24267976843606e-05,4.8176558689281e-05,0.000311494491096284
DEL,repeats,4,0,2.33265884463106e-05,2.88463956836411e-05,1.17163892785762e-05,0.0102548193954863,0.00353792180489703,5.64802100854312e-05,3.38073579732933e-05,0.000172540677046475,0.000103546856053057,0.00640133691208231
DEL,repeats,4,1,0.00207974478404989,0.000789785545734923,0.00204357918506272,0.00234130892118652,0.00262427566533823,0.00201093406483886,0.00234630132992416,0.00101608316502747,0.000711286257331948,0.058172872910403
DEL,repeats,4,2,0.000524093626627631,1.83865415752016e-06,0.000466625570702157,1.43257036924093e-06,4.76755730004712e-05,0.00041292882264249,0.00058265361395645,7.94716068641843e-06,0.000646496650571494,0.0137063326310572
DEL,repeats,4,3,3.76005085327522e-06,1.30466317847248e-06,1.01276380174958e-05,0.00315123814770672,4.18553284736752e-06,8.12006815389799e-06,2.92527930056657e-05,1.83450969722631e-05,5.45437309331928e-05,0.0037478873469934
DEL,repeats,4,4,1.08911579464234e-06,1.18782524056554e-06,2.9190120771164e-06,0.00372700246417579,3.76922130261928e-06,5.26279012385618e-06,7.3309610219444e-06,1.97909358109206e-05,4.881669112625e-05,0.000177147177279886
DEL,repeats,4,5+,0.000202808097413827,1.91567480537266e-06,2.72375088771436e-05,0.00086271455395039,2.67741729972909e-06,0.000122514708968024,0.000634324681439196,6.63824918447501e-06,3.20223891229416e-05,0.000224971566063911
DEL,repeats,5+,0,8.17108993341742e-06,2.15776722478646e-06,2.47020638778765e-05,0.0501132765134608,0.115305107411192,2.00124293510398e-05,2.60996900508644e-05,0.00686381955229971,0.00299078448129866,0.00727728845825296
DEL,repeats,5+,1,0.00291410841155021,4.92419396896227e-06,0.00281911026566639,3.95684679163189e-05,0.00399832339898952,0.00249554818083927,0.00324354121478411,7.5301330887437e-06,0.000540725946774816,0.014428395124128
DEL,repeats,5+,2,0.000418044032562557,2.87032772809449e-06,0.000238306528336033,5.36291048076468e-05,2.61113984148685e-05,0.000388799647282453,0.000686335261658298,5.54931579828197e-06,0.000113385403187187,0.00242623754337249
DEL,repeats,5+,3,0.000150495935257931,1.57355509022724e-06,0.000180525128986967,1.57115097756698e-06,3.15482049674654e-06,7.84696036882083e-05,3.25838131676183e-05,4.46575485356501e-06,4.52828440806736e-05,0.000749538645213249
DEL,repeats,5+,4,8.04922054041385e-05,1.42619107905712e-06,8.8181810747972e-05,1.35307493178649e-06,2.56433343947899e-06,3.80802906014007e-05,3.32626560236481e-05,4.44673390233917e-06,2.17017055161709e-05,7.76185737307837e-05
DEL,repeats,5+,5+,2.64555388393174e-05,2.61028028754192e-06,2.05409361128957e-05,6.30411617523361e-05,2.68747130126671e-06,3.52996029866791e-05,3.03459087505871e-05,6.08663688287181e-06,8.16576853737623e-05,9.54135547198188e-05
INS,repeats,2,0,0.000345420083371144,0.000340818154528202,0.000114929790419978,0.00629014188217006,0.00163513070367568,0.00037060910612672,0.000793223151455813,0.00218930988685132,0.0233065543422642,0.00123129419236445
INS,repeats,2,1,0.000250432550120139,3.27556740939156e-06,1.91198888739758e-05,0.0153192891993027,2.06767804692558e-05,0.000141516964077902,0.000956494984485777,0.00253612946649433,8.43815700450586e-05,0.000233008022927996
INS,repeats,2,2,0.00105573307881541,3.39513746895455e-05,0.000603552800492845,0.0057295523760948,0.000244486644950583,0.000933939567629518,0.00198074314793652,0.00110920767516992,0.00141490122191577,0.000122399560967877
INS,repeats,2,3,0.000434883833413914,0.000363905636308026,0.000168083041603388,0.000948519505504524,3.06795978030384e-05,0.000461572643082295,0.000771430943932314,0.000848275287175852,0.00106320326438512,0.00016909438280704
INS,repeats,2,4,0.00207653707114523,0.00264768408887672,0.00188517544848033,2.06368450565263e-06,3.42369853768836e-06,0.00229198705609341,0.00199805528722061,3.63761305423921e-05,0.00318793245085033,6.52990169596305e-05
INS,repeats,2,5+,0.0138145440738759,0.0182240970212836,0.0137512172442476,0.000844371148123056,0.000660724834557936,0.0144921254786249,0.0133136048223242,2.23650427745684e-05,0.00107614133041373,0.000386951217538554
INS,repeats,3,0,4.95793192865652e-05,2.56234387694017e-06,2.42837511142983e-05,0.00315971564686336,0.000710653216528021,4.11896306205632e-05,0.000145279744074113,3.10022801063652e-05,0.00660270350888515,8.75646899611164e-05
INS,repeats,3,1,0.00122751247986082,0.000109361190088592,0.000875723642225893,0.00542313938732488,6.54044314417803e-06,0.00108527419781956,0.00193615319662452,0.000260288012353362,0.0028364016291224,0.000418076308915031
INS,repeats,3,2,0.000203099895475138,2.41660483824759e-06,6.93359825636148e-05,0.000568619749288132,0.000232720495377255,0.000177651324242332,0.000511675074459203,9.86549056894878e-06,0.000211267772016244,0.000369060306942658
INS,repeats,3,3,4.1123103151422e-05,5.5403140383114e-06,6.08240803231165e-06,1.51564654321782e-06,5.27080194217509e-06,9.98728624463206e-05,1.21532182470387e-05,5.08233145336917e-06,0.000261313073309683,3.41719073134956e-05
INS,repeats,3,4,0.00015585093769304,2.04815847010455e-06,0.000153640888141487,1.36063740683127e-06,2.38259620429162e-06,0.000134461558594657,4.00257536374922e-05,4.5474260059544e-06,0.000594958326823372,3.53291222920059e-05
INS,repeats,3,5+,0.00203447214933151,0.000476686363979344,0.00171962307262183,1.44579470385106e-06,2.6827323737877e-06,0.00215816066808665,0.00198947746608089,5.49033458481518e-06,0.00271150234541626,3.95667419858465e-05
INS,repeats,4,0,1.02474571127056e-05,1.62774489438641e-06,1.24149338270938e-05,0.00217613997257225,0.000913647652698835,1.11209194803647e-05,3.51739348922955e-05,1.19674138214955e-05,0.00596667349822443,0.000121410354635509
INS,repeats,4,1,0.00119486930944041,0.000677501151355285,0.00109883976970459,0.00338122143315005,0.000426289719784766,0.00109330395585541,0.00147564196105225,0.000153371636362357,0.00141490343232666,0.00120777757276891
INS,repeats,4,2,2.7326615370871e-05,4.09871862526062e-06,1.18500531683918e-05,3.17472600428629e-06,6.97264808717191e-05,7.54558639668581e-05,1.56642393789962e-05,5.49873082895075e-06,7.97570528893107e-05,0.000101471063279462
INS,repeats,4,3,0.000166224011737627,2.73445677240702e-06,0.00014569946114719,1.37455250369868e-06,1.86621827865637e-05,0.00019149235891794,3.190213031884e-05,4.37912465161867e-06,0.0009139081196147,4.06015037394557e-05
INS,repeats,4,4,0.000320365344665611,1.58844890532543e-05,0.000240163244030872,1.49817340428262e-06,2.48148071111772e-06,0.000444634105239057,0.000175707351243688,5.14957936563411e-06,0.00178591643268538,9.46258898628784e-05
INS,repeats,4,5+,0.00221435876191717,0.00073999827684185,0.00212872257105086,0.000393246601150712,1.28716148215505e-05,0.00208012540480566,0.00236655753574976,7.00493673740549e-06,0.000511664556003789,0.000142009932947669
INS,repeats,5+,0,1.04070610911818e-06,1.20417099058508e-06,2.86875125087624e-06,0.00361081633589644,0.00487277181305091,5.1348032328499e-06,7.78046523372225e-06,2.06613972271658e-05,0.00272854723345724,0.00016365200149002
INS,repeats,5+,1,0.000149029012086349,0.00153039502906598,0.000152979370189897,0.00655389745544155,0.00671557739934034,0.000347986406519097,8.99771632764332e-05,0.000404546960644341,0.0253827195718129,0.00341793271951825
INS,repeats,5+,2,4.70134151069065e-05,5.6006557071984e-05,7.95573611142588e-06,2.04959062405428e-06,0.000519613884622916,0.000158959512852365,1.52241272255981e-05,4.50650497792491e-06,0.000670072813077317,0.000165845209639366
INS,repeats,5+,3,0.000147313171262419,1.82342680007788e-05,0.000103544328793156,1.46960476619423e-06,2.76990306625667e-06,0.000200995407757527,2.60110740558609e-05,4.64118092783954e-06,9.03737357776027e-05,4.21666365761836e-05
INS,repeats,5+,4,4.92674824264123e-05,3.17235361240093e-05,6.26215666900183e-06,1.32394998899993e-06,2.42121558221767e-06,0.000175236074696242,9.18778586486438e-06,4.62175285769704e-06,0.000139473883492499,4.09104883972714e-05
INS,repeats,5+,5+,0.000139797190546737,3.65126028709708e-06,7.89619080455657e-05,0.000128114466118788,2.92011417432445e-06,0.000134932184620898,0.00015757351027634,5.95503613823549e-06,6.53277244798197e-05,7.95574717165446e-05
DEL,MH,2,1,0.000181875779910888,0.00128096389303533,3.66032641425779e-05,0.0244707660405748,0.000823878259724167,0.000210376337323179,0.000588002915652139,0.00731637564772577,0.00270057245087995,0.173301282222989
DEL,MH,3,1,7.09426374090954e-06,2.96266623411208e-05,4.61274216756777e-06,0.0128100346761019,0.00361346591383061,3.76977644874238e-05,1.4108506860919e-05,0.000617015340564775,0.00163208566169863,0.00628955205188178
DEL,MH,3,2,0.00286928912876528,0.0015421747116356,0.00266007574497017,0.00760969235418816,0.00394327448014822,0.00261875751740522,0.00365510523915897,0.00041549883272175,0.003451625303837,0.0448343836873208
DEL,MH,4,1,0.000149993637662357,6.00742674321067e-06,3.74976404062354e-05,0.00822938698218439,0.00360750208531646,0.000161323917875673,0.000409755662155146,4.37076823366417e-05,7.11917763937666e-05,0.00985718532880172
DEL,MH,4,2,0.000563357208808785,7.08922548366405e-06,0.000226410435764951,0.00458256653993594,0.00567764125256036,0.00056666132549422,0.00127702112315197,0.000397579521565042,0.00105818060308942,0.0271431489381474
DEL,MH,4,3,0.000706977629704396,9.00732496268025e-06,0.000448933888739066,0.00277072998227006,0.00323642550030213,0.000677899347253084,0.00120121323031777,8.31871742002058e-05,0.00227163044839567,0.0449139116335216
DEL,MH,5+,1,0.000543262031418874,5.14983754163738e-06,0.000864070791356338,0.0404224549973455,0.17096379085692,0.000330164596443664,3.24920898217654e-05,0.00600063245928397,0.00245642708423011,0.00162946645333515
DEL,MH,5+,2,6.41856513891011e-05,2.26772877589813e-06,7.78463304830593e-05,0.00998816523026939,0.195440913442552,2.55872672579555e-05,0.000145192864402889,0.00119082270652725,0.00203815415734377,0.000250190987061953
DEL,MH,5+,3,2.04138966657643e-05,2.3503860937751e-06,1.72729622811477e-05,0.00395300274585647,0.133823592817486,1.90695821946809e-05,0.000147807601610319,9.15954586871074e-05,0.000643059024995902,0.000339510235821601
DEL,MH,5+,4,0.000443958403366863,2.91931905586097e-06,0.000105424765766648,0.000570706353583963,0.0684636301837011,0.000314930875642514,0.00125372647890263,8.84985392883755e-05,9.47385737487381e-05,0.00204881973870499
DEL,MH,5+,5+,0.00235982186729807,0.000375576852509194,0.00217149078698991,0.000575230659859801,0.0565093041310866,0.00208329082862999,0.00275064389545147,1.38036108511688e-05,0.000776416725258142,0.000984215088605664
