Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (ID5 0.982),ID83D (ID8 0.991),ID83E (ID3 0.993),ID83F (ID6 0.999),ID83G (ID9 0.99),ID83H (ID14 1),ID83I (ID4 0.994)
DEL,repeats,5+,1,0.00299321,8.1e-07,6.81e-06,4.612e-05,0,0.00755522,0.00027708,0.00047049,0.01223777
DEL,repeats,5+,2,0.00044658,1.1e-07,1.293e-05,0,0,8.886e-05,1.11e-06,2.88e-05,0.00245981
DEL,repeats,5+,3,9.164e-05,0,2e-08,0,0,8.82e-06,9.1e-07,9.36e-06,0.0005835
DEL,repeats,5+,4,4.373e-05,1e-08,0,2e-08,0,0,8.9e-07,2.8e-07,3.942e-05
DEL,repeats,5+,5+,2.009e-05,6e-08,0.00010553,0,0,0,5.58e-06,3.724e-05,5.737e-05
INS,repeats,2,0,0.000363,0.0003516,0.00763087,0.00217529,0.00244733,0.00204252,0.00223111,0.02419263,0.00119841
INS,repeats,2,1,0.00021885,0,0.02169356,0.00167108,0.00314746,1.379e-05,0.00148521,4.67e-06,0.00020826
INS,repeats,2,2,0.00114689,9.555e-05,0.00848231,0.00016724,0.00138025,0.00054387,0.00035285,0.00123533,8.498e-05
INS,repeats,2,3,0.00045711,0.0003415,0.00132074,0.00010339,0.00098764,0.00012769,0.00019512,0.00100377,0.0001098
INS,repeats,2,4,0.0019981,0.00271012,0,0,3.032e-05,0,0.00010911,0.00306479,1.441e-05
INS,repeats,2,5+,0.0139397,0.01806594,0.00075937,0.003302,0,0.0005164,0.0007372,0.00048902,0.0003261
INS,repeats,3,0,4.144e-05,0,0.00476984,7.599e-05,0.00011442,0.00121503,0.00012925,0.00677264,3.445e-05
INS,repeats,3,1,0.00132034,0.00018078,0.00759637,0.00049868,0.00040003,7.34e-06,0.00073821,0.00268275,0.00050092
INS,repeats,3,2,0.00019567,6e-08,0.00089309,7.1e-07,4.49e-06,0.0004779,1.491e-05,0.0001468,0.00043298
INS,repeats,3,3,3.241e-05,1.016e-05,0,0,0,1.02e-05,3.66e-06,0.00018061,0
INS,repeats,3,4,0.00010734,8.2e-07,0,0,0,0,3.22e-06,0.00060575,0
INS,repeats,3,5+,0.002204,0.00047282,0,0,0,0,0.00012429,0.00246494,0
INS,repeats,4,0,5.85e-06,1e-08,0.00312437,0.00018612,0,0.00154943,0.00029696,0.00605667,7.173e-05
INS,repeats,4,1,0.00124289,0.00065548,0.00437413,0.00115591,0.00029453,0.00041319,0.00052401,0.00139336,0.00131814
INS,repeats,4,2,2.192e-05,1.36e-05,6.97e-06,0,0,0.00013371,2.27e-06,2.856e-05,5.701e-05
INS,repeats,4,3,0.00012245,5.43e-06,0,0,0,4.687e-05,6.55e-06,0.00089985,0
INS,repeats,4,4,0.00031512,4.345e-05,0,0,0,0,1.718e-05,0.00168188,4.603e-05
INS,repeats,4,5+,0.00251348,0.00066738,0.00052278,0.00029244,0,9.91e-06,0.00022473,0.00041146,9.578e-05
INS,repeats,5+,0,0,3e-08,0.00551843,0.00019006,9.764e-05,0.00862299,0.00042033,0.00271244,0.00010878
INS,repeats,5+,1,0.00011274,0.00148084,0.0056651,0.01029661,0.00022116,0.00540968,0.00311184,0.02668776,0.00302746
INS,repeats,5+,2,3.25e-05,6.861e-05,1.11e-06,0,0,0.00105763,7.32e-06,0.00064884,7.122e-05
INS,repeats,5+,3,9.438e-05,4.186e-05,0,0,0,0,1.108e-05,2.861e-05,0
INS,repeats,5+,4,2.71e-05,6.093e-05,0,0,0,0,7.9e-06,4.712e-05,0
INS,repeats,5+,5+,0.00011154,2.45e-06,0.00020714,2.06e-06,0,0,1.055e-05,1.78e-05,4.918e-05
DEL,MH,2,1,0.00010368,0.00050844,0.02581848,0.00442523,0.00845495,2.821e-05,0.00196313,0.00301398,0.182831
DEL,MH,3,1,3.3e-07,2.461e-05,0.01477072,0.01023246,0.00056053,0.00102639,0.00181699,0.00166217,0.00649473
DEL,MH,3,2,0.00294636,0.00137339,0.00841695,0.00415649,0.0004763,0.00429499,0.00080385,0.0035277,0.04785643
DEL,MH,4,1,0.00011506,2.61e-06,0.00980464,0.00599639,7.135e-05,0.00281322,0.00141657,4.312e-05,0.01050064
DEL,MH,4,2,0.00056241,5.67e-06,0.00567778,0.00085116,0.00032718,0.00868777,0.00204086,0.00091846,0.02916166
DEL,MH,4,3,0.00064994,2.32e-06,0.00219847,0.00058216,0.00010268,0.00471987,0.00101534,0.00214457,0.04740541
DEL,MH,5+,1,0.00052451,3.4e-07,0.00302185,0.28159602,0.00076058,0.08081192,0.00077836,0.00350726,0.00024568
DEL,MH,5+,2,1.2e-07,1e-08,0.0023236,0.10535013,0.00103961,0.26126121,0.00021836,0.00272468,5.323e-05
DEL,MH,5+,3,0,1e-08,0.00435588,0.02991628,0.00038918,0.22061384,4.808e-05,0.00065555,0.00041132
DEL,MH,5+,4,0.00040656,0,0.00065497,0.00754235,0.00028183,0.12170483,6.738e-05,8.63e-06,0.00281308
DEL,MH,5+,5+,0.00248723,0.00053751,0.000273,0.00611937,8.56e-06,0.10042472,0.00211766,0.00064244,0.00122466
