Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (ID5 0.953),ID83D (ID8 0.988),ID83E (ID3 0.992),ID83F (ID6 0.998),ID83G (ID9 0.993),ID83H (ID4 0.991),ID83I (ID14 1)
INS,repeats,2,0,0.00031413,0.00043134,0.0088394,0.00207424,0.00236765,0.00207659,0.00118348,0.00151565,0.024747
INS,repeats,2,1,0.00026767,6.77e-06,0.01980354,0.00179871,0.0035114,0.00022162,0.00162949,0.00015885,3.253e-05
INS,repeats,2,2,0.00103929,0.00029817,0.00757867,0.00045212,0.00127441,0.00058924,0.00144905,0.00013183,0.00138907
INS,repeats,2,3,0.00039058,0.00049386,0.00110205,0.000293,0.00097889,0.00049933,0.00030946,0.00022502,0.00074605
INS,repeats,2,4,0.00186648,0.0027631,3.62e-05,0.00098517,0.0001039,6.112e-05,0.0010071,4.393e-05,0.0025535
INS,repeats,2,5+,0.01405767,0.01519635,0.0004692,0.01077726,3.08e-06,0.0005353,0.00756315,0.00014732,0.00173902
INS,repeats,3,0,4.876e-05,3.2e-07,0.00434532,0.00064911,0.00014452,0.00097426,0.00034235,0,0.00664287
INS,repeats,3,1,0.00126785,0.00030538,0.00647169,0.00112584,0.00020955,0.00020116,0.00051949,0.0006785,0.00246761
INS,repeats,3,2,0.00023007,1.255e-05,0.00143001,0.00019827,0.0001163,0.00059555,0.00012595,0.00035362,0.00014299
INS,repeats,3,3,5.3e-07,0.00010337,1.717e-05,3.66e-05,0,0.00019726,7.92e-06,9.785e-05,0.00026436
INS,repeats,3,4,0.00011307,8.81e-05,1.34e-06,0.00012774,1.313e-05,0.00019578,4.382e-05,8.103e-05,0.00044156
INS,repeats,3,5+,0.00189934,0.00091888,8.12e-06,0.00022592,4.967e-05,3.645e-05,0.00020164,2.91e-06,0.00273017
INS,repeats,4,0,1.133e-05,9e-08,0.00279885,0.00065677,2.727e-05,0.00179303,0.00014296,4.956e-05,0.0052746
INS,repeats,4,1,0.0011582,0.00079988,0.00403074,0.00160472,0.00020753,0.00049532,0.00100898,0.00113817,0.00177054
INS,repeats,4,2,1.337e-05,5.344e-05,0.00022747,2.584e-05,0.00014193,0.00057401,4.047e-05,4.8e-06,8.344e-05
INS,repeats,4,3,9.59e-05,0.00015927,0,4.645e-05,1.895e-05,0.00028282,4.806e-05,2.59e-06,0.00094117
INS,repeats,4,4,0.00028793,0.00028802,2.823e-05,9.015e-05,0,0.00011465,1.296e-05,4.649e-05,0.00200872
INS,repeats,4,5+,0.0021544,0.000895,0.00058367,0.00145872,2.643e-05,7.94e-05,0.00058974,7.5e-07,0.00021416
INS,repeats,5+,0,0,2e-08,0.00527301,0.00021872,5.305e-05,0.00846165,0.00027349,7.147e-05,0.0033434
INS,repeats,5+,1,0.0001271,0.00129391,0.00654787,0.00972292,0.00039813,0.00511444,0.00165718,0.00186107,0.02829455
INS,repeats,5+,2,2.59e-06,0.00027057,0.00024269,2.951e-05,2.234e-05,0.00161203,1.785e-05,0.00020546,0.00053638
INS,repeats,5+,3,8.997e-05,0.00025349,0.00014707,0.0002502,1.818e-05,9.61e-06,0.00015647,0,0.00012944
INS,repeats,5+,4,4.38e-06,0.00029062,0.00011397,6.607e-05,3.782e-05,1.63e-05,7.694e-05,6.403e-05,0.00019537
INS,repeats,5+,5+,9.637e-05,0.00016965,0.00043324,0.00016166,6.32e-06,8.65e-05,0.00012182,0.00045804,1.78e-06
DEL,MH,2,1,0.00011095,0.00041211,0.02179302,0.00138804,0.00690476,3.19e-05,0.00121293,0.18449869,0.00239872
DEL,MH,3,1,1.8e-06,2.04e-05,0.01445701,0.00997709,0.0002497,0.00135957,0.00180904,0.0057649,0.00150084
DEL,MH,3,2,0.00292314,0.00110784,0.00625137,0.00432667,0.00030643,0.00377749,0.00120351,0.0483862,0.0039257
DEL,MH,4,1,0.00012461,7.619e-05,0.00905849,0.00631098,0.00016207,0.00252626,0.00139104,0.00906964,5.302e-05
DEL,MH,4,2,0.00054278,7.438e-05,0.00445972,0.00061667,0.00022248,0.00760132,0.00277494,0.03027549,0.00092851
DEL,MH,4,3,0.00068,5.91e-06,0.00172603,3.735e-05,0,0.00483273,0.00115089,0.04305557,0.0021298
DEL,MH,5+,1,0.00049341,0,0.00612473,0.28431011,0.00097207,0.0842712,9.96e-06,0.00012912,0.00126699
DEL,MH,5+,2,2.88e-06,0,0.00164814,0.09461864,0.00136397,0.26795749,9.317e-05,1.223e-05,0.0014056
DEL,MH,5+,3,0,0,0.00276895,0.01887066,0.00116671,0.22035378,0.00023509,0.00066318,0.00048149
DEL,MH,5+,4,0.00044525,0,0.0002071,0.00086561,0.00035353,0.12415412,0.00010376,0.00263485,1.16e-06
DEL,MH,5+,5+,0.00230855,0.0004096,0.00069567,0.00084105,0,0.1028983,0.00017799,0.00116733,0.00097756
