Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (ID5 0.943),ID83D (ID8 0.991),ID83E (ID3 0.992),ID83F (ID6 0.999),ID83G (ID9 0.993),ID83H (ID4 0.995),ID83I (ID14 1)
DEL,repeats,2,2,0.0017848,0.00010723,0.0022006,0.00038708,0.0118372,0.00120891,0.00059443,0.04970439,0.00200123
DEL,repeats,2,3,0.00075298,0.00022459,1.468e-05,0.00025293,0.00611206,0.0002383,0.00023673,0.00893348,0.00042042
DEL,repeats,2,4,0.00095606,8.71e-06,0.00041726,0.00011661,0.00327941,0.00012741,0.00010151,0.00275374,6.95e-06
DEL,repeats,2,5+,0,0,0.02207166,0.00095553,0.00030251,1.346e-05,0.0013749,0.00197703,6e-08
DEL,repeats,3,0,1.42e-06,0.00011221,0.01818676,0.01164022,0.00104243,0.00189793,0.00290454,0.00448035,0.00116855
DEL,repeats,3,1,0.00499908,0.00375446,0.00247161,0.00209615,6.377e-05,0.00493087,0.00331076,0.08552127,0.00454067
DEL,repeats,3,2,0.00237445,0.00050964,0.00014384,0.0008104,3.238e-05,0.00021505,0.00165091,0.01800156,0.0012385
DEL,repeats,3,3,0.00046299,0.00039553,0.00039846,0.0003568,2.277e-05,9.609e-05,0.00042723,0.00362857,0.00039477
DEL,repeats,3,4,0,2e-08,0.00629389,0.00012584,8.47e-06,1.73e-06,0.00043638,0.00025486,1.539e-05
DEL,repeats,3,5+,0,2e-08,0.00920019,0.00020727,6.69e-05,1.026e-05,0.0006438,0.00045688,4e-07
DEL,repeats,4,0,3.46e-06,5.228e-05,0.0118712,0.00638791,0.00057319,0.00237213,0.00138647,0.00722843,0.0003018
DEL,repeats,4,1,0.00223734,0.00046681,0.00032276,0.00110734,0.00033398,0.0024608,0.00383778,0.05809679,0.00083436
DEL,repeats,4,2,0.00053773,3.7e-07,1.682e-05,7.43e-05,6.04e-06,0.00020617,1.79e-05,0.0121816,0.00060452
DEL,repeats,4,3,5.42e-06,0,0.00384287,0.00012511,3.19e-05,2.798e-05,0.00024154,0.00468639,1.652e-05
DEL,repeats,4,4,0,1e-08,0.00450261,8.734e-05,6.673e-05,0.00014315,0.0003219,0.00079837,0
DEL,repeats,4,5+,0.00022818,2.494e-05,0.00172596,5.109e-05,0.00017801,0,0.00011881,0.00066592,2.306e-05
DEL,repeats,5+,0,0,0,0.01825303,0.25403629,0.00220196,0.02500967,0.00072781,0.00387705,0.00211673
DEL,repeats,5+,1,0.00307747,1.644e-05,0.000153,0.00016865,0,0.00712969,8.081e-05,0.01386531,0.00016115
DEL,repeats,5+,2,0.00044049,9.906e-05,0.00040072,0.00038385,3.465e-05,0.00032543,0.00022376,0.00215957,2.925e-05
DEL,repeats,5+,3,0.00016081,1.3e-06,0.00015667,1.179e-05,1.218e-05,0.00016001,2.17e-05,0.00140478,0.00015646
DEL,repeats,5+,4,4.992e-05,1.368e-05,8.39e-05,0.00011379,6.262e-05,4.682e-05,2.389e-05,0.0001568,7.4e-07
DEL,repeats,5+,5+,1.541e-05,1.104e-05,0.00062075,3.395e-05,2.91e-05,0,6.034e-05,7.71e-06,0.00016275
INS,repeats,2,0,0.00031371,0.00042064,0.00890587,0.00184817,0.00236913,0.00207169,0.00146001,0.00145704,0.02465135
INS,repeats,2,1,0.00026318,7.51e-06,0.01934095,0.00150578,0.00358637,0.00022853,0.00175712,0.00032028,3.799e-05
INS,repeats,2,2,0.00104808,0.00027467,0.0073801,0.00039973,0.00128747,0.00055877,0.00151049,0.00018795,0.00141598
INS,repeats,2,3,0.00039786,0.00047426,0.00111553,0.00023219,0.0009968,0.00050734,0.00042072,0.00021716,0.00079548
INS,repeats,2,4,0.00191018,0.00268313,3.426e-05,0.00148154,0.00011766,7.424e-05,0.00140796,4.588e-05,0.00254996
INS,repeats,2,5+,0.01426211,0.01482507,0.00047164,0.00958568,2.05e-06,0.00052599,0.01191978,0.00196786,0.00172302
INS,repeats,3,0,5.106e-05,8.1e-07,0.00427341,0.00055452,0.00014159,0.00100425,0.00035511,5.046e-05,0.00656691
INS,repeats,3,1,0.00127077,0.00027579,0.00636917,0.00101914,0.00023672,0.00020262,0.00081254,0.00068282,0.00236523
INS,repeats,3,2,0.00023049,1.244e-05,0.00138879,0.000178,0.00013987,0.00060902,0.0001456,0.00034737,0.00012186
INS,repeats,3,3,1.65e-06,0.00010408,2.075e-05,2.259e-05,0,0.00018716,7.24e-06,0.0001129,0.00029443
INS,repeats,3,4,0.00011746,8.635e-05,4.6e-07,0.00012151,1.25e-05,0.00020316,4.329e-05,8.33e-05,0.00041966
INS,repeats,3,5+,0.00190196,0.00094826,4.17e-06,0.00034572,4.984e-05,3.84e-05,0.00026815,4.799e-05,0.00273472
INS,repeats,4,0,1.026e-05,6.2e-07,0.00274178,0.00063922,3.802e-05,0.0018159,0.00019244,5.633e-05,0.005303
INS,repeats,4,1,0.001153,0.00080511,0.00392914,0.00150166,0.00023385,0.00053194,0.00097703,0.00118208,0.00177534
INS,repeats,4,2,1.506e-05,4.899e-05,0.00022081,4.433e-05,0.00015285,0.00058632,3.6e-05,1.157e-05,7.63e-05
INS,repeats,4,3,9.779e-05,0.00015683,0,4.929e-05,1.508e-05,0.00029332,6.952e-05,5.19e-06,0.00091453
INS,repeats,4,4,0.0002928,0.00026887,2.927e-05,8.508e-05,0,0.00010793,7.913e-05,4.053e-05,0.00195838
INS,repeats,4,5+,0.00219178,0.00086283,0.0005667,0.00148135,2.34e-05,8.016e-05,0.00090522,9.15e-05,0.00025535
INS,repeats,5+,0,0,3e-08,0.00517015,0.00011252,6.552e-05,0.00849651,0.00032061,8.315e-05,0.003319
INS,repeats,5+,1,0.00012465,0.00125708,0.00676977,0.00982591,0.00042446,0.00506159,0.00182929,0.0017503,0.0282307
INS,repeats,5+,2,1.18e-06,0.00027045,0.00022414,3.473e-05,2.979e-05,0.00163562,4.761e-05,0.00014696,0.00052411
INS,repeats,5+,3,9.105e-05,0.00024993,0.00015831,0.0001987,1.837e-05,5.54e-06,0.00023171,1.31e-06,0.0001406
INS,repeats,5+,4,4.17e-06,0.0002777,0.00011335,3.347e-05,3.099e-05,2.506e-05,0.00014672,6.254e-05,0.00018601
INS,repeats,5+,5+,0.00010284,0.00016899,0.00043025,0.00015314,7.74e-06,7.912e-05,7.678e-05,0.00044646,5.42e-06
DEL,MH,2,1,0.00012021,0.00034113,0.02261656,0.00145312,0.00701175,3.641e-05,0.0016107,0.18207107,0.00253964
DEL,MH,3,1,1.33e-06,1.964e-05,0.01435487,0.00995444,0.00023296,0.00127983,0.00189787,0.00579018,0.00145135
DEL,MH,3,2,0.00295362,0.00107546,0.00649133,0.00451128,0.00029081,0.00380709,0.0009339,0.04767526,0.00391666
DEL,MH,4,1,0.00011987,7.436e-05,0.00898301,0.00633507,0.00016915,0.00238681,0.00152236,0.0089788,5.676e-05
DEL,MH,4,2,0.00054028,8.616e-05,0.00450659,0.00060015,0.0002283,0.00763184,0.00283578,0.03010848,0.00092267
DEL,MH,4,3,0.00068155,5.5e-06,0.00184579,0.00015981,0,0.00479336,0.00107953,0.04281716,0.00210464
DEL,MH,5+,1,0.00048789,0,0.00494126,0.29511141,0.00080938,0.08089615,9.896e-05,5.685e-05,0.00120652
DEL,MH,5+,2,3.3e-06,0,0.00149665,0.09746533,0.00128641,0.26911044,0.00017033,3.147e-05,0.00137901
DEL,MH,5+,3,0,0,0.00268775,0.01827257,0.00120783,0.22277116,0.00034204,0.0006932,0.00047857
DEL,MH,5+,4,0.00045355,0,0.00010908,0.00065708,0.00035947,0.12519081,0.00012939,0.00273814,1.38e-06
DEL,MH,5+,5+,0.00230374,0.00041259,0.00081896,0.00037962,0,0.10371237,0.00022247,0.00119509,0.00087444
