Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.999),hdp.2 (ID5 0.997),hdp.3 (ID6 0.999),hdp.4 (ID1 1),hdp.5 (ID14 0.978),hdp.6 (ID9 0.999),hdp.7 (ID8 0.999),hdp.8 (ID13 0.998),hdp.9 (ID4 0.99),hdp.10 (ID3 0.997),hdp.11 (ID11 0.969)
INS,C,1,3,0.000227329188891421,0.000429112061733614,9.8369751752911e-05,0.000861508608769864,0.00102803248329396,0.000263594387986849,0.000147103639896498,0.000402511609612143,0.000873061647570985,0.00637304998070953,0.0255070984648474
INS,C,1,4,0.00179812480294521,0.000149237077335074,0.000471566810020278,0.00163588280406183,0.000994529479413953,0.000465616337350191,0.000272218622251559,0.000299343284157498,6.44251802589086e-05,0.00742247023042671,0.00741971237066911
INS,C,1,5+,0.00574053373933053,0.000163204229978511,0.000489194516650054,0.0199530705062745,0.00166349179539347,0.00114084135531718,0.000796427738983713,0.00114652589051306,0.000879544347621986,0.00981691444658047,0.00144401212889876
INS,T,1,0,0.000798807114448638,0.00523879218752584,0.00698713311189829,0.00225439278859709,0.0402123016511756,0.0137540551390211,0.00482657739814635,0.038819952548582,0.00378975430419473,0.0194795178326833,0.00461093969638048
INS,T,1,1,2.80287848974729e-06,0.0148557626972129,0.00131267490216888,1.29621958652581e-05,0.00382965629568715,0.0105811630260735,0.00402056614948689,0.0047109236610727,0.00122123889514486,0.0449492490720249,0.197120683715796
INS,T,1,2,0.000277460088049206,0.030205676618973,0.000697612685459682,0.000136974044065633,0.00186091869151138,0.00256603672240316,0.00169507878274912,0.00567025334000424,0.000297092499651321,0.0433771605816343,0.128415178133331
INS,T,1,3,0.000957550775951307,0.0212876062062853,0.000822754892674198,0.00337072217494574,0.000410852178645369,0.00180603384134493,0.00106303661875575,0.0117673171452211,0.000856225379050102,0.0247218382394203,0.0804773097505166
INS,T,1,4,0.00296235002063292,0.0114687110645706,0.0010786344494806,0.0132404857508942,0.00657347317250581,0.00404536620709498,0.00129757271808335,0.0118964714774632,0.0010400983259512,0.00737443263709486,0.0407783123631342
INS,T,1,5+,0.0362911123419928,0.000524622737898299,0.0156592605148403,0.900835608181709,0.1427622648885,0.00471697595171819,0.0135839171605352,0.029975149717457,0.00368359339385541,0.0302008707943751,0.0125383314394619
DEL,repeats,2,0,8.49158467336472e-05,0.0269129322332424,0.00110068235397839,0.000594241219868824,0.000817798368268406,0.0149779706079227,0.00827842775924777,0.0233249524259726,0.0890146107066961,0.00861532846754825,0.0127334712622208
DEL,repeats,2,1,0.0023478289693759,0.024537449787474,0.00166808853826909,0.00084866905194639,0.00647471717554683,0.00386793880200634,0.00993685877942782,0.00492970062791792,0.190107737251184,0.0104544852238088,0.00654235019183485
DEL,repeats,2,2,0.00129222209514016,0.00480262808303598,0.00221835185748959,0.00077904449023009,0.0021112764192609,0.000594276138959068,0.000438446166484749,0.00295982556563271,0.0460696561566517,0.0122885014610374,0.00201253451888108
DEL,repeats,2,3,0.00057401337599891,0.000348814100655871,0.000612436286510587,0.000293347582271373,0.000166255571959291,0.000203060821013854,7.59758418907256e-05,9.73990440969833e-05,0.0121240822542663,0.00668668848432385,0.000432037311636492
DEL,repeats,2,4,0.000466804494633252,0.000820728217266264,0.000200522683266358,0.000133057103241318,0.000277010358725436,0.000270652778800901,0.000305941749650894,9.39859566383334e-05,0.00323684963868792,0.00289774081668556,0.000367810366504171
DEL,repeats,2,5+,1.71386496884075e-07,0.0228165064557804,0.00016753930125682,1.39533195498772e-06,1.86874768911605e-05,0.000222953729018807,0.00063643989550166,0.00079055638260978,0.00206929392908936,0.000146468188096907,0.0141374628078162
DEL,repeats,3,0,1.02624932075863e-05,0.0173272759007159,0.00106924197138475,4.34398748766917e-05,0.00176892796965644,0.00212660588705531,0.0120391421098912,0.00416733130565557,0.00513092315028309,0.00115859341521475,0.00695230173624811
DEL,repeats,3,1,0.00310061078656972,0.00580389175485141,0.00423619872666026,0.00449869601316988,0.00477684586893283,0.00385009395525525,0.00196565424388157,0.000718959116147647,0.101637914440923,0.000277696249181297,0.000877858488210058
DEL,repeats,3,2,0.00148100536791554,0.000864532252079097,0.000572583725908718,0.000737182028742871,0.00148089744582442,0.000932354656082935,0.000293000059378957,0.000780714667352594,0.0141572927248073,6.95291007647087e-05,0.000386331730028454
DEL,repeats,3,3,0.000265455126698943,0.000464497358424073,0.000142377086011346,0.000300051432749283,0.00053820954620143,0.0003688231815696,0.000312219774859621,0.000121659114612728,0.00374923742887597,8.94418481728765e-05,0.000517673238479588
DEL,repeats,3,4,1.84409080093719e-07,0.00572420999168441,3.65223714955404e-05,1.29146419510971e-06,2.62611810956837e-05,3.55769017229734e-05,2.71864121018864e-05,0.000851846512797638,0.000763163808896485,4.30052957531578e-05,0.00328374074693208
DEL,repeats,3,5+,1.68130851081663e-07,0.00886627160498171,0.0001889077197733,1.08623151294111e-06,4.03874159041202e-05,8.19461957924119e-05,3.5263291538676e-05,0.000321315034672557,0.000775218416429337,0.000105340852856987,0.0040858894958151
DEL,repeats,4,0,1.11405873897223e-05,0.0109360382539666,0.00235407918225674,5.43929178686469e-05,0.000338059520481896,0.00127450555007681,0.00654932643927441,0.00406104078087795,0.00629053621291834,0.000192739225352747,0.00589879484803797
DEL,repeats,4,1,0.00134390430952279,0.00254276306192565,0.00258692699548824,0.000975009790521861,0.000205698402282847,0.00346345560898172,0.00149360231864885,0.000571672756781478,0.057281780563041,0.00133562461491863,0.00165334188790221
DEL,repeats,4,2,0.000343467609054706,0.000121092106095808,0.000539232288992636,5.24338217470924e-05,0.000475807329424162,0.000529183409542682,0.000155757781475715,0.000165108105812188,0.0138857292051089,2.41970437654878e-05,0.000268638729411903
DEL,repeats,4,3,1.27016695519785e-06,0.00377601339717484,0.000173169833529049,2.83008360197734e-06,2.13340184727411e-05,0.000116181468983867,6.70773818943813e-05,0.000428051587924881,0.00398404778960756,3.84281648751295e-05,0.00225604194626368
DEL,repeats,4,4,1.83711441707488e-07,0.00480916531087107,6.04282454734838e-05,1.94032483964884e-06,1.19222017871202e-05,3.97205155061597e-05,0.000192781602784866,0.000360749769599628,0.000374670596129408,8.15735119208e-05,0.00118067488600112
DEL,repeats,4,5+,0.000109865023248168,0.00147045229766679,0.000119136542056771,4.03432390716539e-05,5.92450883953824e-05,4.91653429116746e-05,2.22880673663483e-05,0.000264533670587745,0.000705743695015001,7.32850217911854e-05,0.000355199596455359
DEL,repeats,5+,0,1.25858615798642e-05,0.0209661273296142,0.0166647228177083,9.46260320864542e-06,0.00491441497249499,0.00200274864067652,0.251011651904605,0.0126827227156649,0.00525246038223098,0.00137246765380123,0.0308402134220554
DEL,repeats,5+,1,0.00242718370798677,0.000185297821735382,0.00733286761175428,8.23752678054208e-05,0.000460217412454851,0.00083534778956281,0.00061864537078757,0.00294993536901957,0.0151520925144517,7.30144681579222e-05,0.000285152295915893
DEL,repeats,5+,2,0.000215987914192593,0.000271924978020234,0.000420580588495447,0.000112242254445523,3.45837459406541e-05,0.000165192465250322,0.000330160411568266,0.000353690884173784,0.00282529194350798,3.51114956297153e-05,0.000854577066581482
DEL,repeats,5+,3,8.68950468353845e-05,0.000183002879516537,0.000187109913114411,2.78315539721317e-05,0.000114652266008473,0.000146991433933346,2.78690665026827e-05,0.000101384211555805,0.000942790855144349,3.71740692103568e-05,0.000302681040688571
DEL,repeats,5+,4,3.7205520229955e-05,2.88823020726293e-05,8.29751474888024e-05,1.16632231573861e-05,1.98362971918466e-05,7.35343036279779e-05,1.21847822345636e-05,3.49841464511614e-05,0.000129814729120445,3.41852473087791e-05,0.000145576563729846
DEL,repeats,5+,5+,1.49443444175823e-05,0.000666776172584269,1.54653840538287e-06,2.05683192934333e-05,5.26074599914182e-05,7.64550170682754e-05,2.20102150488312e-05,0.000141429811567805,0.00015056204808532,2.80420883417453e-05,0.000178265303981597
INS,repeats,2,0,0.00020474198340655,0.00622894849700153,0.00208537786654255,0.000444389450706508,0.0256179863935596,0.00150659541321069,0.00211658793425832,0.0102964025020685,0.000961247798677982,0.00223915279662856,0.00370650609704788
INS,repeats,2,1,0.000153129067770281,0.0195560295106449,0.000295813514166448,4.1615931984858e-05,7.1320466222594e-05,0.00182569522938206,0.00163438960887903,0.00265889209300016,0.000759092030352055,0.00225861037733606,0.00357412685081098
INS,repeats,2,2,0.000636309925881919,0.0073322376895593,0.000473173511246923,0.000276469697000594,0.00134551535572357,0.000695450364900105,0.000485815196064212,0.000530560566938649,0.000117331513319759,0.00105689707894701,0.00214581614580126
INS,repeats,2,3,0.000305133542461958,0.00121654584188689,0.000394523008910015,0.000448451556110894,0.00104476271078395,0.000443022363053906,0.000357950433877173,0.000697501268005624,0.000293944907684409,0.00081667728244854,0.000312877942409614
INS,repeats,2,4,0.00146129475804323,5.94486151021739e-05,0.000119295796583641,0.00226389481149773,0.00418821587620129,0.000238744578106594,0.000125158097369848,0.000186498080055886,0.000175099871418859,0.000430514490200086,0.000243146475109295
INS,repeats,2,5+,0.0117794739267107,0.000796051334268215,0.000308953782127973,0.0150192530499843,0.000674170301342628,0.000598312897372488,0.00220130893831504,0.00157885353403244,0.000156884020035883,0.000516181319442961,0.000674033251374608
INS,repeats,3,0,1.63305518910232e-05,0.00401419627293326,0.00101864857769287,2.34209284336975e-05,0.00741796672065016,0.000612126922119586,0.000501592896197704,0.00048397968014503,0.000212870975021795,0.000186010397344296,0.0016402348084776
INS,repeats,3,1,0.00063176178869595,0.00574141876667024,0.000183103777016256,0.000418645263282286,0.00306188692406862,0.000935946183788992,0.000574933931629216,0.00389772648523579,0.000530576853554292,0.000397691560009385,0.00346216396753325
INS,repeats,3,2,7.47854397271873e-05,0.00140608463257631,0.000812516596091195,5.89718592348353e-05,0.000260416287715526,8.4374187249895e-05,6.20185534926911e-05,0.000287116286187733,0.0010465810260022,0.000113349240401577,0.000276286405702685
INS,repeats,3,3,9.88832648643774e-06,1.73430745304829e-05,0.000297968758763423,9.84534964670192e-05,0.000296719009217207,5.77256453118961e-05,5.06649329320795e-05,0.000148440215637702,2.77122033171896e-05,2.31721229430086e-05,2.70037419470984e-05
INS,repeats,3,4,7.26462478888745e-05,2.37762860515837e-05,0.000142571730433076,8.39833409553394e-05,0.000817517545528238,6.95925277654625e-05,0.000107900115061998,9.60900474864216e-06,0.000143208737490281,3.57990201565958e-05,4.68335574621356e-05
INS,repeats,3,5+,0.00147146469789158,3.8572935882556e-05,3.4009688960479e-05,0.00111425766253567,0.0021084341527392,0.000123334842348823,0.000118053701044368,5.41536745924989e-05,4.38251953861016e-05,4.07326452337474e-05,0.000393370299358024
INS,repeats,4,0,4.3237301717308e-06,0.00256900940626901,0.001621971966277,6.27836808804788e-06,0.00511887094689709,0.000149437234619124,0.000739369807470141,0.00132553844921077,0.000575473569609981,6.43535689095807e-05,0.001317453238069
INS,repeats,4,1,0.000758124564501708,0.00347908237060595,0.000743283344776538,0.000681815507052717,0.00186998160721679,0.00148105697983639,0.000764733412557971,0.00444462526912849,0.00150804479636815,0.000113645257906206,0.00234995721587585
INS,repeats,4,2,1.10768697504466e-05,0.000327706688888624,0.000397124166182226,1.89414748616091e-05,6.42658585983809e-05,9.60629774205165e-05,0.000144883216634961,0.000119186565459444,9.05434965800877e-05,0.000100728709155831,0.000173753400565206
INS,repeats,4,3,0.000129840735707248,1.06017640540122e-05,0.000394629178594595,7.64635654239302e-05,0.000862959770755377,2.74737028489773e-05,1.42543029443459e-05,7.39825491747121e-06,0.00010010681855615,1.32666769816566e-05,8.12819400462786e-05
INS,repeats,4,4,0.000122568553169176,2.32430378595973e-05,2.61177424066946e-05,0.000312901626632504,0.00150764368438039,0.000165786106193472,0.000117301583564192,0.000116335861729777,0.000265951430191453,2.90542772285415e-05,0.000108872229437508
INS,repeats,4,5+,0.00160201051346118,0.000600145165167808,0.00010039759272839,0.000921920225326864,0.000242307475864711,0.000104071193743609,0.000854534802523771,0.000730303753439183,9.93835421041791e-05,7.0850039091817e-05,0.000452318317493169
INS,repeats,5+,0,2.39987604863453e-07,0.00469111469446289,0.0086403260434208,1.79766309716579e-06,0.00271900235832384,0.000162426098455244,0.000242668070172178,0.00250186098108869,0.000228635722873091,7.90685035751753e-05,0.00412911353054412
INS,repeats,5+,1,8.99097748484172e-05,0.00432231629489845,0.00569712897637674,0.00138859807045876,0.0254616276957462,0.00195244944356343,0.010322239943824,0.0147799583000222,0.00223902280315192,0.000744235751396351,0.00195184941793062
INS,repeats,5+,2,1.66916960289621e-05,0.000301482727802713,0.0013023056629749,0.000148284367123193,0.000529614668396297,7.60275955892074e-05,8.4076674113508e-05,0.000253838683465896,7.9613985750302e-05,3.71263244515456e-05,0.000325849664731737
INS,repeats,5+,3,6.37476377263697e-05,0.000168058763518892,6.60127708823949e-05,0.000179270122164873,0.000111052629066323,0.000209288114507497,5.9884360260728e-05,2.96415010258316e-05,3.97668108500415e-05,7.62451968374763e-05,0.000250027127819291
INS,repeats,5+,4,9.43951245796249e-06,0.000146668269378121,3.96720721380822e-05,0.000130441637962462,9.18460555948523e-05,0.000152648832121565,4.50120754377665e-05,3.45187254340727e-05,5.37099735630402e-06,3.00919299867037e-05,0.000275970572463538
INS,repeats,5+,5+,5.22803230257625e-05,0.000581765877484008,2.26282987734967e-05,0.000122597744963482,2.8771566197183e-05,6.6897397883562e-05,0.000325733936716787,0.000179700993952154,3.94319606407956e-05,7.62038180465066e-05,0.00054864745543311
DEL,MH,2,1,0.000186787794444638,0.0302175094621863,0.000995981350035023,0.000812253390758798,0.00184532877454207,0.00479423832046915,0.00331772913121305,0.0107373986120311,0.200961973753932,0.00884660407922944,0.0140975775816153
DEL,MH,3,1,6.27897802220746e-06,0.0142411342478183,0.00109367515479611,1.39032627981288e-05,0.00144722424634431,0.00249219372548474,0.00970802104788792,0.00253329629228455,0.00616854358468587,0.00071090036079441,0.00390854913203386
DEL,MH,3,2,0.00193574978776602,0.00886053359110349,0.00392793504748206,0.00177573761419058,0.00349480496226717,0.00128473398352728,0.00378225269580822,0.000975105512156608,0.0417721751771816,0.000589861031240319,0.00547354795104314
DEL,MH,4,1,5.88439375095522e-05,0.00931411845319378,0.00251698948526587,7.13058428656505e-05,2.43124414745199e-05,0.00259001981650642,0.00509937807309753,0.0013667379054943,0.0122779124403938,0.000236123296192473,0.00279920743904588
DEL,MH,4,2,0.00037728795528854,0.00621832171636567,0.00911426043740721,0.000219298629409909,0.00068572658258953,0.0022242657586129,0.00206507746798069,0.00063022853849394,0.0294021655352368,0.000376225516447894,0.00279446994045867
DEL,MH,4,3,0.000390895159465846,0.0035306810456572,0.00479236154135393,0.000128990617871154,0.00170641512573911,0.00275039191729836,0.00101417533060893,0.0004734495296334,0.0486628567231272,0.000100241712615957,0.00301052243555254
DEL,MH,5+,1,0.000396569052461063,0.00816297780621288,0.0672934497806209,6.21060376036844e-05,0.00772126378981129,0.00097803532665832,0.292410272324733,0.011174050792501,0.00218529943558051,0.00128722097843589,0.0269888526658243
DEL,MH,5+,2,4.70603600738537e-05,0.00814797049042952,0.248785878877037,2.22521032803714e-05,0.00463208600126638,0.0007138057428623,0.124287581268509,0.0106128790974176,0.000441613849961845,0.00179330587288225,0.0141643086331437
DEL,MH,5+,3,2.52289295073992e-05,0.00722668483077664,0.223917725345934,2.08279886931284e-05,0.000985602720188622,0.000561679314770707,0.0424655325996579,0.00237973644545888,0.000959908397840998,0.000987329782375251,0.00548473747151579
DEL,MH,5+,4,0.000217967579386588,0.00254183481507294,0.128185232096981,8.96084684330701e-05,0.000261114089675943,0.000615267282708849,0.0137427744325184,0.000637093498495997,0.00383376701569801,0.00132423271546629,0.00169241497148815
DEL,MH,5+,5+,0.00149639992163837,0.00109552483555001,0.10427459463919,0.000694506770749137,0.0014614355789528,0.000453921610770138,0.0121547238834211,0.0120438547995413,0.000349088040143022,0.000356077228229592,0.000912081275623381
