Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13
INS,T,1,4,0.0893759816769871,0.0100650143631234,0.00228377766378554,0.0151626248869186,0.00551461366669858,0.012353486553707,0.0463574186337448,0.00171057426035296,0.0143321597960247,0.0155929769665264,0.0123431688408453,0.0125925747678342,0.0048883604174924
INS,T,1,5+,0.0139353850939309,0.0143969757836389,0.0165181646157331,0.00979921315775299,0.00618099045152809,0.369659475092314,0.0103500316302186,0.0380905295118565,0.14899711403085,0.526319269484941,0.0741349119817917,0.00326645552554826,0.0041776575049772
DEL,repeats,2,0,0.00583261155478671,0.0069096754064754,0.00683575841637722,0.0008103765736235,0.009766251734317,0.000469173754940375,0.00340273069492867,0.00149109074967139,0.0222996941911483,0.000842204251621279,0.0255772002930311,0.00951800962166745,0.0185147220286012
DEL,repeats,2,1,0.011768205774641,0.0116535073899283,0.00942048085379875,0.0195373071312826,0.016161394235274,0.00255892321099751,0.0103358476756754,0.0043576715909242,0.023431402197003,0.0024121411483197,0.0257643991357345,0.0212171526552754,0.0181343137388896
DEL,repeats,2,2,0.00256284609319721,0.0123534685730697,0.000308116547283262,0.012435971085934,0.00820075377213417,0.00183793303391399,0.00544522014915847,0.00211123307143287,0.0046385032034801,0.00144984743904734,0.00488848463000195,0.00434807557395893,0.00669245242618485
DEL,repeats,2,3,0.00230084607765762,0.00648160494978055,9.82678223277937e-05,0.00438681849998258,0.00114904081365082,0.000790511766970872,0.00391477145394044,0.000562454663923198,0.000419977995175013,0.000760840093454531,0.00038625979029096,0.0016597592300198,0.000384964077612403
DEL,repeats,2,4,0.00113748436000159,0.00269623272754972,0.000489375000051869,0.00582315060824223,0.00164406194855351,0.00068439041468673,0.00582251334000925,0.000769093657039213,0.00040531878330732,0.000350800084570752,0.000553812021779937,0.001705418034117,0.00126878693035567
DEL,repeats,2,5+,7.26936459300579e-05,0.000969681885547175,0.000503794622090961,2.27711187894823e-05,0.0152512763671877,4.20951143562629e-06,6.66645863533337e-05,0.000405391001761952,0.0168981537354515,4.95507092016267e-06,0.0191622110407468,0.00657980387692608,0.0355920929745195
DEL,repeats,3,0,0.000357410425822785,0.00173739210496539,0.0127629146630308,0.000886822472416762,0.00575710770255267,3.77922178546586e-05,0.000499275199922839,0.00104153263487701,0.0138440248904993,3.03616447464744e-05,0.0156809612753246,0.0068815221904873,0.0143803445086811
DEL,repeats,3,1,0.0610824162893818,0.000691086227676708,0.00164983990139164,0.0170346110370737,0.0128943567760673,0.00844994769502455,0.0268360419958526,0.0052218597464312,0.00545023599856761,0.00750570156655672,0.0054606458452746,0.0105539708659809,0.00729381642908233
DEL,repeats,3,2,0.00510350218759148,0.000178845409923077,0.000548491992469209,0.010512312012372,0.00622798146502109,0.00204185728414362,0.0151300243112981,0.000935847042977981,0.000854446705529585,0.000980567505850534,0.000900315226170028,0.00140246569882342,0.000856488125338837
DEL,repeats,3,3,0.00517520814811488,0.000102336562314344,0.00042421352338409,0.00504999605571693,0.00129092079769541,0.000690596929840964,0.00556294697186755,0.00035491430115346,0.000537167441772494,0.000595807826947967,0.000531570575122108,0.000523225214519253,0.000794984988678867
DEL,repeats,3,4,5.55079198542018e-05,0.000153221411760069,9.40491319470523e-05,2.38346051065735e-05,0.00579372554901404,3.19664264309505e-06,4.96438409014187e-05,8.96862805454458e-05,0.00517550214856446,3.50326670151628e-06,0.006363092543416,0.00771633789242662,0.00915029999863326
DEL,repeats,3,5+,4.34581578929694e-05,0.000284414865196114,8.52867045496764e-05,2.32715829387017e-05,0.00467200641027712,3.55581597377989e-06,3.404149090383e-05,0.000306465682265845,0.00727497088271919,3.94512015936518e-06,0.00813619920551699,0.00536861154661795,0.0118291032842675
DEL,repeats,4,0,0.000824651468865983,0.00149021308086063,0.00530453978942898,0.000124678131174281,0.00336289005729673,4.07733564993427e-05,0.000577286949910783,0.00205422144083488,0.00869434485939141,5.06869038075238e-05,0.00970208972292255,0.00824141413954441,0.00745554689955854
DEL,repeats,4,1,0.00683004212412414,0.00134760264379786,0.0016698821386431,0.0120426062646476,0.00900441913920739,0.00162664573040533,0.00300132478135434,0.00388129772893155,0.00281477929945733,0.0017356950653143,0.00276451914687371,0.00512859431967456,0.00238039917813586
DEL,repeats,4,2,0.00047408899519603,5.19300038816859e-05,0.000310875985745419,0.00352076528975842,0.00185447285577426,0.000237564424381565,0.00167086984519632,0.000406292371415675,5.34555743106411e-05,9.86280039841295e-05,8.22933526339665e-05,0.000231996085683065,0.000610475578698958
DEL,repeats,4,3,7.09158121980728e-05,0.000120077616002732,0.000142840706760381,9.57137685382087e-06,0.00141868647250025,3.18227570986766e-06,2.12759318148937e-05,0.000198526666232507,0.00315130930983377,3.62951054661597e-06,0.00312177238381508,0.00365393834950827,0.00218222240445374
DEL,repeats,4,4,7.098165789185e-05,0.000162512657550942,0.000509472564390286,2.02687980433854e-05,0.00371535100048062,3.78568690541818e-06,2.55311181778725e-05,0.000181175300398338,0.00368755001982153,4.73414419123822e-06,0.0044062159283047,0.00663841990921302,0.00766739103694289
DEL,repeats,4,5+,0.000508921367204183,0.000210882050557574,4.90197990470407e-05,0.00305082945364141,0.00202537503391827,0.000110280579453472,0.00177724950427079,0.000170358864553661,0.00140142907938591,5.04344161173245e-05,0.00170119265124068,0.000960685918639713,0.00285647901376304
DEL,repeats,5+,0,0.000414564488021417,0.00189492699308404,0.332004293713911,0.00013575090047576,0.00619861916708457,5.36892294707694e-05,0.00130350542252582,0.0386777718412571,0.0161547884715745,3.08981810881481e-05,0.0174761240386946,0.0113301705356333,0.0125876419697405
DEL,repeats,5+,1,0.00172765931332687,6.12212496725589e-05,0.000737392499124241,0.0336166773672158,0.00251954590922821,0.00187517930830601,0.00861675238503196,0.000807401867322443,0.000205860828728214,0.00106896975838159,0.00017950700906756,0.000247421357337524,0.00153757841649924
DEL,repeats,5+,2,0.000890102088480546,4.76608137280149e-05,0.000441399499771209,0.00234886592634256,0.000790854789209027,0.000424040034206519,0.00494736334468995,0.000714560792988967,0.000459406220198465,0.000154269978711816,0.000560577128471693,0.00029801624836415,0.000300682001448741
DEL,repeats,5+,3,0.000673996521503689,6.46755736558196e-05,0.000102776979915078,0.0014206300455779,0.000718752775743296,0.000123541258822357,0.00265523629049874,0.000343421838068491,0.000152405254417572,8.07329389412491e-05,0.000190349714313251,0.000182018205522617,0.000416854592917572
DEL,repeats,5+,4,0.000658720320547373,6.21069737708308e-05,3.36181212143997e-05,0.000636215049695152,0.00057143113030506,4.68218353880754e-05,0.000417008263571917,0.000129797230136123,6.23858987817647e-05,2.86573528376287e-05,7.84937721632541e-05,7.34242930752254e-05,0.000259679910342094
DEL,repeats,5+,5+,0.000304404642332118,0.000108501202038317,6.45044675101226e-05,0.000238033260972473,0.00103487929233007,2.03220270501481e-05,9.07773090768799e-05,3.89842375235229e-05,0.000767544538624264,3.44330087509393e-05,0.000799950698126575,0.00124759597141265,0.00106833226272318
INS,repeats,2,0,0.00188160654537802,0.00224188283685914,0.00240527594675089,0.00264088675741208,0.00672697047802331,0.000421942461955319,0.00195171214515292,0.00137774351571572,0.00564838810381367,0.000611367380856503,0.00647930410220315,0.00424318372670861,0.00987239238090032
INS,repeats,2,1,0.000603278246386948,0.00169403591035498,0.0017760963138356,0.00142444608471569,0.00735774972790276,0.000140839046428138,0.00130917900434313,0.0014259667921899,0.0158466501531487,0.000114155996931391,0.0171448191561873,0.0262457912146291,0.0171958214313374
INS,repeats,2,2,0.00131190960281746,0.00148560731554962,0.000314728134175046,0.00810833247159663,0.00313224297176838,0.000806925988183169,0.0118549492072588,0.000371138954920476,0.0052808547028205,0.000454572525242694,0.0059581128688547,0.00590232594586223,0.00621637259055768
INS,repeats,2,3,0.00176545474155499,0.000776868606594349,0.000419413898590263,0.00562008727969646,0.00272434510313677,0.000526267947586037,0.00524664478555279,0.000820246384887997,0.00147409327614387,0.000583404369166923,0.00151807140709122,0.00146848586150451,0.00212983084359525
INS,repeats,2,4,0.0282857955957396,0.000272803022267768,0.000169950979371047,0.00313309324816935,0.00233605988911141,0.00395513051590206,0.0321777192768453,0.000507696457459521,0.000471664354260243,0.00386867951115732,0.000271345649225511,0.000716349615633081,0.000250568334540617
INS,repeats,2,5+,0.23331460242831,0.00121018254995096,0.00256965963799653,0.0947610724721509,0.0080761057158361,0.0287713785174437,0.316472393769272,0.00171846124482304,0.00553974986413901,0.0287297221218321,0.00281558180149231,0.0018707769462528,0.00209338454038934
INS,repeats,3,0,0.000475471754765352,0.000566960852544874,0.000447416320478168,0.000220454457731142,0.00354365524671671,5.15844737529563e-05,0.000524806318100712,0.00054555398291589,0.00351791597904221,4.99610016982006e-05,0.00381125723020778,0.00233970520454836,0.00532343816201293
INS,repeats,3,1,0.00368018167090296,0.000723131725552188,0.000581715908189015,0.00686530464097296,0.00349099583593867,0.00126970645783735,0.0225808556328739,0.000530005356389167,0.00558402236894633,0.000460979400381503,0.00578750243845027,0.00611951377075702,0.00327333360668061
INS,repeats,3,2,0.000825704999966419,0.000386087134436754,0.000109886510589508,0.00115263149367091,0.00199969719421703,0.000235445301730524,0.00287650598137363,0.000904749789924535,0.00108465530569322,0.000105161122968038,0.00137628218464756,0.000985366353286848,0.00227333816246851
INS,repeats,3,3,0.00127707723080931,2.63680064055567e-05,2.11003677895769e-05,0.000357831866691865,8.27586003616097e-05,6.17131616782687e-05,0.000816995781691919,7.95458719410612e-05,9.62958572688144e-05,0.000144012666297467,4.61510018149947e-05,0.000185720270719688,1.36673637022155e-05
INS,repeats,3,4,0.00147777490544229,5.06899901441051e-05,6.47949347166654e-05,0.00197207897999901,0.000196409965926697,0.000145070108263606,0.00202688710423221,0.000468486877522568,6.54188391681841e-05,0.000147137201463684,5.95885425040996e-05,0.00016227385780491,0.000118450485419201
INS,repeats,3,5+,0.00714570638009216,0.000113762403182052,0.000571923013796999,0.00848987382735776,0.00148636713608365,0.0026783914442499,0.040906524902769,0.000194921187617615,0.000376969215528705,0.001996830458903,0.000177282864401777,0.000434375649789568,0.00015261889467474
INS,repeats,4,0,0.000345558200942884,0.000325450462669054,0.000989490370859954,8.03870539683648e-05,0.00103618302370563,2.55515907449193e-05,0.000143257940886951,0.00171147563000669,0.00249686817311973,2.53434519037619e-05,0.00282929736026464,0.00154869727410769,0.00124145220295124
INS,repeats,4,1,0.00879441670658013,0.000350791029120615,0.0012464086150471,0.0105359589434226,0.00382395749246202,0.0013884707113616,0.00898837199406543,0.00176420575474949,0.00366838352154624,0.00136699991570067,0.00414256211271502,0.00212560243398447,0.00254440754256245
INS,repeats,4,2,0.000698227736813708,0.00017491279492675,0.000131844448226973,4.47915413551356e-05,0.000248219117111979,3.31229645557557e-05,0.00089217074077121,0.000276044456452691,0.000291372897956426,3.78731535299057e-05,0.000287841388830068,0.000513970051526577,0.000334850410704279
INS,repeats,4,3,0.00171488524873408,2.89986069774244e-05,2.60106467573251e-05,0.0012336441278258,0.000168861555121394,0.000132362555823976,0.000938977790763976,0.000154810238026938,4.62944650649287e-05,0.000251856470973873,3.07673345433298e-05,0.000120934129770959,3.41684092555387e-05
INS,repeats,4,4,0.00236570408602819,2.91846090380616e-05,0.00012748744012883,0.000744878328094412,0.000784166080412678,0.000333161998076641,0.00268360419958526,0.000157514346988107,5.49720445038508e-05,0.000354839887613942,6.6817012667894e-05,0.000341207008996635,0.000261957804292463
INS,repeats,4,5+,0.00588212751650719,0.000216639257196342,0.000775346880779174,0.00840892375122152,0.00499742909841137,0.002484495313413,0.00518423538556244,0.000383307445245737,0.000718512002377151,0.00197306505506299,0.000902446698141403,0.000620095920509256,0.00115489223283721
INS,repeats,5+,0,6.38044772701324e-05,0.000392473205185295,0.000117079031894378,2.10194942672145e-05,0.00525006956540568,5.76114022418479e-06,5.81542136273762e-05,0.00429975859067249,0.0036456364686481,7.92180128000528e-06,0.00426739223208208,0.00595106980429032,0.00811613614516563
INS,repeats,5+,1,0.00991524210605608,0.000792377635555091,0.0117503252333648,0.00073242928238258,0.0023679729658262,0.0009696315069834,0.00432894292660371,0.00871444181219468,0.00292303842158368,0.00159897298107135,0.0032228782934138,0.00165852520828744,0.00284053375611045
INS,repeats,5+,2,0.00320174685991763,7.93520219641862e-05,0.000250465722670376,0.000153767609847658,0.000444799134957227,0.000167130534234268,0.00140421149978299,0.000959507996388212,0.000314162075026605,0.000292065135638123,0.000269121504559728,0.000307888422223004,0.000489747199329388
INS,repeats,5+,3,0.00249713209080753,0.00018601977511908,6.934558761917e-05,0.000953071414169679,0.000591610624639809,0.00012321800282474,0.00246800809052767,0.000228046522391938,0.000113145526082255,0.000294779378307766,0.000112968014482889,0.000698456300513908,0.000435077744520526
INS,repeats,5+,4,0.00218963270086789,3.42243791572291e-05,4.81760609708925e-05,0.000113355129798192,0.00039639102214297,4.08451911654797e-05,0.000946069768035607,0.000213399265518938,0.000104594319159434,0.000157268270032934,9.00778589642066e-05,0.000220889890091854,0.000476079835627173
INS,repeats,5+,5+,0.00178020417696109,0.000174407932190734,0.000261558803605965,0.000930988433585373,0.000794992719227107,0.000165234099048252,0.00240559869053732,0.00033711225049243,0.000679799888278271,0.000212215903612572,0.000714599146577157,0.00140616776402049,0.0011480585509861
DEL,MH,2,1,0.0102945133022129,0.00661906047259138,0.00357120439792801,0.00101212618377757,0.0124418486208024,0.000829403055217426,0.00405093741755576,0.00347387864544873,0.0268032315474327,0.00137659444792825,0.0280552681414908,0.0657511459434312,0.0295852866273958
DEL,MH,3,1,0.00141403627386594,0.00176896816906879,0.00919334241416812,0.00013575090047576,0.00940987959700643,3.17078216328574e-05,0.000617002022631918,0.000832189532799828,0.010651981506309,0.000113745704434817,0.0125782794665574,0.0071523899607396,0.0228928342012109
DEL,MH,3,2,0.013463008086773,0.000983826899396578,0.00410813302922247,0.00834217434531939,0.00970769719036252,0.00413649149749806,0.058062017922845,0.00478108998576061,0.00818198855494671,0.00209539534096458,0.00908470423277898,0.00939769250276267,0.00773117206755322
DEL,MH,4,1,0.000952194577712471,0.00102152331701903,0.00367582100348453,0.00173955082466795,0.0017447893683087,0.000145206594129266,0.00252048872233774,0.00285801782954244,0.00776129444884712,0.000129084331614429,0.00821969730317826,0.00709500795018501,0.00558995175420613
DEL,MH,4,2,0.00141956731214322,0.000503959297434788,0.00191663403060125,0.00406245517326976,0.002394954536903,0.000319463127244322,0.00352896789036371,0.00625325197270382,0.00619890890812082,0.000433868534646345,0.00614790654700151,0.00661250545283353,0.0042368827476868
DEL,MH,4,3,0.0036028788264085,0.000310074292323053,0.00148291808003168,0.0036710922085802,0.00892268085035709,0.000666323996153282,0.00702814947618656,0.00451270717136457,0.00293693939835477,0.000405084937963617,0.00366501971843255,0.00194173319586331,0.0102209101553068
DEL,MH,5+,1,0.00101843534565236,0.00208024704616549,0.198188043434751,0.00422986043118365,0.00683977158399564,0.000391211591781925,0.0032637279404047,0.0210316581303205,0.00609342998134868,0.000263376221839219,0.00767042624342429,0.00486081160375315,0.0172026551131886
DEL,MH,5+,2,0.000504641397108663,0.00139897464149764,0.122725589903625,0.000886009218174281,0.0030804338205831,7.02830373484089e-05,0.00154888783612426,0.57264216909199,0.00576418745273405,4.18182736892709e-05,0.00697491767189511,0.00944211728512751,0.00540088655632548
DEL,MH,5+,3,0.000263382775108906,0.00110085762450125,0.0429585576051383,0.000860485546564092,0.00482709375999586,4.38478802100049e-05,0.000319138977223406,0.0433856255426527,0.00526964967305956,4.74992467187568e-05,0.00603308507863047,0.00346266498099298,0.00912979895307994
DEL,MH,5+,4,0.000847697461688012,0.00181737299103935,0.0126552412359197,0.00554163952430633,0.00412217187362807,0.000439391102359989,0.00308217332225094,0.0528513589612256,0.00241363080918133,0.000244660571803191,0.00291047864056571,0.00468126144169525,0.0059771937257689
DEL,MH,5+,5+,0.00237044497598015,0.000928398285326718,0.0118952130423427,0.0116289726453177,0.00318439222679076,0.00242290427066716,0.0428483082797416,0.0126628915803286,0.000685318154814673,0.00119824345576367,0.000791795501018705,0.00275125145228933,0.00284508954401119
