Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID5 0.994),hdp.2 (ID6 0.998),hdp.3 (ID13 0.998),hdp.4 (ID2 1),hdp.5 (ID4 0.994),hdp.6 (ID1 1),hdp.7 (ID3 0.969),hdp.8 (ID9 1),hdp.9 (ID14 0.977),hdp.10 (False Positive) (ID8 0.953),hdp.11 (ID8 0.979),hdp.12 (False Positive) (ID5 0.908),hdp.13 (ID11 0.977),hdp.14 (False Positive) (ID5 0.124)
DEL,repeats,3,1,0.00613941826341712,0.00430957020489597,0.000916225796131001,0.00447554009014278,0.0937058312715345,0.00432918361106031,0.000504731040922046,0.0041137354908683,0.00432565157084664,0.00164648280313956,0.00215208101499232,0.00585710989494741,0.000834394035112086,0.0562621795814281
DEL,repeats,3,2,0.00126178767184158,0.00053237977968811,0.000840222788229792,0.0019920042966004,0.0147289583830839,0.000679429939220763,0.000141838338615172,0.000917418558266497,0.00151674174133184,0.000524761560138723,0.000219566610164048,0.000612030135250467,0.00040299595124793,0.00638700569277877
DEL,repeats,3,3,0.000660231689196722,0.000141869091548693,0.000143088951741397,0.000498259728714418,0.00364720636187131,0.00025525854560062,9.77630253472487e-05,0.000305737910987694,0.00035197540597016,0.000406998873238377,0.000242257310013287,0.000364402458251641,0.000476774139213873,0.00508922718942344
DEL,repeats,3,4,0.00595947143057675,3.32246202850893e-05,0.000922170505505014,2.92606322863841e-06,0.000685755626773856,5.23971760379438e-06,0.000118694639938488,3.27057815363676e-05,4.18664484327097e-05,9.20579308176575e-05,3.1762080753343e-05,0.00559893256036033,0.00290916420965767,0.000101886823997888
DEL,repeats,3,5+,0.00886260900074289,0.000180023840694563,0.000544103220606156,3.43480409013301e-06,0.00058360888888565,4.37359393679493e-06,0.000218799147047489,7.86227951429607e-05,7.51003134650193e-05,8.44677807476713e-05,5.55836413183502e-05,0.0100296173244206,0.00371623382153344,7.16944929483205e-05
DEL,repeats,4,0,0.0108323398706108,0.00233273309941169,0.00433779153397504,1.13315332939218e-05,0.00668670947204059,5.40489818608855e-05,0.00102605579338198,0.00130876742180776,0.000454839119528774,0.00537547679660361,0.00732505842947068,0.0114322717982639,0.00551758014548583,0.00116540430924225
DEL,repeats,4,1,0.0027719221715249,0.00253699982939159,0.000674886826834451,0.0019177699011245,0.0581716562873405,0.000845737804608242,0.00132486583694617,0.00361795584395387,0.000292084882305845,0.00164331777563571,0.00134383812306123,0.00208916076323923,0.00180336702903971,0.0059811302848258
DEL,repeats,4,2,0.000137152464211312,0.00054395631535143,0.000172508161954091,0.000474054374041201,0.0134061672368316,2.77005302048755e-05,4.05815760076251e-05,0.000495231438014116,0.000630642365603589,0.000298175170559191,0.000104251477392978,0.00030145450136247,0.000244842099746988,0.000484552492121228
DEL,repeats,4,3,0.0034317663890739,0.000173125367153276,0.000490712426347739,2.42696166767739e-06,0.00397101516473689,4.24687100841715e-06,9.32402684706017e-05,0.000100533078334666,3.92524305043834e-05,0.000138971329145787,6.80435218400987e-05,0.00431589563264461,0.00208449201124347,0.000124703178406681
DEL,repeats,4,4,0.00454656481648597,4.88824129978214e-05,0.000627643633054962,2.67544141476528e-06,0.000412063705859663,6.30198632515249e-06,0.000139090178442168,3.52962191971961e-05,1.96789172265531e-05,0.000480516250416645,6.43855752649065e-05,0.00504410771124686,0.000989135140243332,0.000128341993549463
DEL,repeats,4,5+,0.00152527089211565,0.000116562332351292,0.000326289474924516,0.000149803298559003,0.000667597556245572,3.73149436839725e-05,0.000159726026916134,5.43750937828797e-05,9.06052343221481e-05,4.88538264052577e-05,3.70652867814397e-05,0.00198631410134803,0.000338692624913646,0.000469407153418839
DEL,repeats,5+,0,0.0202942275206367,0.015464294422106,0.0120002074358657,6.07061726937134e-06,0.005634649691725,9.98907257169213e-06,0.00168268738270062,0.00226050626694342,0.00491712582910483,0.335556878543625,0.195446633011027,0.0253711408109725,0.0346595602510156,0.000276156565430568
DEL,repeats,5+,1,0.000125655805450576,0.00759623134277527,0.00316066806603367,0.00295802072300741,0.0148336253882863,9.26983730776015e-05,6.59003880050942e-05,0.000664387017266219,0.000441579302779441,0.000731139101207676,0.000462044376778965,0.000357509824823971,0.000249152937266604,0.00216529170266553
DEL,repeats,5+,2,0.000356316427436213,0.000406832009473261,0.000356134756457532,0.000386981501287963,0.00300423455010473,0.000111767418952189,4.47407870317895e-05,0.000143468076494492,4.54818038739029e-05,0.000427337872412666,0.000230826226965811,0.000171594430535055,0.000877502410308254,0.00113334339744368
DEL,repeats,5+,3,0.000149689046878217,0.000178585577538185,0.000101161504910685,0.000104161210532493,0.000937448346855706,1.79263356421718e-05,5.26217216983174e-05,0.00013810647296394,0.00011531191990278,0.000100298834206193,2.47360472088053e-05,0.000217264376790513,0.000249018223594116,0.000645545475600515
DEL,repeats,5+,4,4.22819061272239e-05,8.14546252532136e-05,3.26147451151075e-05,5.2870492393304e-05,0.000153705941495274,7.73340444656761e-06,5.1087434964959e-05,5.87426921645092e-05,3.15052402732551e-05,3.16502750385237e-05,1.02144892088514e-05,4.62342136552368e-05,0.000111520468541338,0.000464883221079164
DEL,repeats,5+,5+,0.000642850461024641,2.22411828305853e-06,0.000162667943365707,1.81390215374158e-05,0.000183190032603909,1.40662450499338e-05,7.83287267247085e-05,8.03095917593142e-05,2.71625975858743e-05,5.70592341582357e-05,2.6573185555721e-05,0.000531032764193711,0.000178001665914179,0.000543265266181786
INS,repeats,2,0,0.00592579639466331,0.00210654397688845,0.0102374387935868,0.000228855202234908,0.00098301052884181,0.000586028529375292,0.00217592667760775,0.00144927155567637,0.0260960255691429,0.00234180680807,0.00195447024933874,0.00614522197222399,0.00339119218209858,0.0021773883043564
INS,repeats,2,1,0.0189286649422645,0.000297357200717315,0.00280919980498919,0.000230426408221882,0.000767026656487823,3.97821840025625e-05,0.00182547463760871,0.0017582264287824,6.86074302236927e-05,0.00172678576264852,0.00148281559774058,0.0188077395545105,0.00273131970969473,0.000422397595628308
INS,repeats,2,2,0.00720508028626275,0.000461949367391257,0.00063424773851995,0.000917432209650974,0.000166732383395999,0.000239694766118814,0.0012973595880397,0.000618735071699338,0.00105554676369508,0.000310036628774563,0.000626790778671048,0.00778876862739541,0.00182721134907009,0.00143388985896641
INS,repeats,2,3,0.00108892032097781,0.000367817267924609,0.000673010084113986,0.000436168709844046,0.00027704721655529,0.000415023100129775,0.000806005802130188,0.000392391062879224,0.0010564110760746,0.000448806815985526,0.000376592948469425,0.00103393072727697,0.000289656848128004,0.00395401521123076
INS,repeats,2,4,0.000118163853655418,0.000116814399090039,0.000175084878986513,0.00203799018634594,0.000233944572550442,0.00226567923646637,0.000331251889552675,0.00019100561970751,0.00365278438338469,0.000166184649739658,0.000157014090716397,9.23041469282597e-05,0.000210041067687581,0.0340244951266922
INS,repeats,2,5+,0.00100589389622888,0.000288449606993666,0.00171912676561165,0.0143577767019723,0.000252512566075602,0.0151645691992617,0.000966002947987156,0.000546244987111549,0.000520052542603591,0.00251675296385303,0.00194272889403712,0.000992032087187113,0.000630662057752694,0.244328242762077
INS,repeats,3,0,0.00377850851708553,0.0010471482494382,0.000603560458901536,1.8942296581881e-05,0.000297513001732653,4.26824861546523e-05,0.000440063011738926,0.000595240404542987,0.00802892444566957,0.000442636491337828,0.000536460727418031,0.00367816633151564,0.0014795153603785,0.000207215770428136
INS,repeats,3,1,0.00592873367973482,0.000177021281012433,0.00387735046048064,0.00099206181644875,0.000527343161981118,0.000355907405010793,0.000608101298909279,0.000852729908029342,0.00294296257150051,0.000567947916733344,0.000567042957099688,0.0042530333872592,0.00373756348634404,0.00504329944154022
INS,repeats,3,2,0.00124568635001555,0.000801138526149098,0.000368622703965058,0.000164767777120693,0.00103891187974912,4.53778277443223e-05,0.000299980784445068,7.41648326568837e-05,0.000336839398933561,9.89677478727968e-05,9.65273312766121e-05,0.000776339087965602,0.000274164775791881,0.00121467583320261
INS,repeats,3,3,2.58731068000927e-05,0.00029337602899064,0.000116256603116371,2.39172466906019e-05,3.60428590586507e-05,0.000111909569019673,2.26261079714545e-05,4.55013387261346e-05,0.000315305372209486,1.99781268794569e-05,8.38224989752749e-05,1.90065259596146e-05,2.51016476402689e-05,0.00117464886663202
INS,repeats,3,4,2.77479696116936e-05,0.000128079558193731,7.68957287628352e-06,9.85115093864215e-05,0.000185664752918382,7.35610070155411e-05,4.20665683881045e-05,5.92125855076363e-05,0.000968894177450035,5.81241032249524e-05,0.00013406210896893,3.43060293814464e-05,3.74054963941753e-05,0.00169037715335491
INS,repeats,3,5+,6.63376459086048e-05,3.08967098154881e-05,6.18513533333781e-05,0.00205105143856894,6.52992151690214e-05,0.00103322933586646,9.22297342365825e-05,9.46292901774291e-05,0.00198009749991742,0.000589813228236594,4.10335056107777e-05,5.13269055038671e-05,0.000357305563995741,0.00870404582153382
INS,repeats,4,0,0.00257493158581854,0.00163996473660462,0.00129780309714489,1.28117014425229e-05,0.000541432367207077,1.20882654287328e-05,0.000234881429674258,0.000148052548726795,0.00513548064927905,0.000995374528234903,0.000530071568500424,0.002932319111014,0.00135759948677683,0.000140733634305962
INS,repeats,4,1,0.00379603973428254,0.000730793371719762,0.00442726651124261,0.00111320854555481,0.00162238412763581,0.000604814377053418,0.000279856364882222,0.001448187186423,0.00199124923769229,0.00119745118146217,0.000521330872498765,0.00287069253980785,0.00240544733594619,0.0109032670167469
INS,repeats,4,2,0.000297513230213162,0.000400281981129654,0.000133674804473335,4.76288549698207e-06,0.000114201510463004,1.71560806253364e-05,0.000143446566877849,8.60627730758054e-05,9.72983850660481e-05,0.000126488697308164,0.000175116027228007,0.000478448756634642,0.000167538904017609,0.000729139877529284
INS,repeats,4,3,1.59513328011006e-05,0.000398943803296014,4.8186637417344e-06,0.000224877384214717,0.000120851372412325,4.5532099135391e-05,2.25829754126854e-05,2.41573372556335e-05,0.000859938115655242,2.56633445078721e-05,1.983701161703e-05,2.35135225325258e-05,7.05001552687337e-05,0.000691374877128523
INS,repeats,4,4,3.55174011029678e-05,2.80164766389273e-05,0.000107085925174207,0.000159770335310727,0.000227674268931561,0.000358597236907925,2.67545100250696e-05,0.000121636108859974,0.00143038428614322,0.000122258800737595,0.000105766095896768,3.46274475205605e-05,9.52425664490345e-05,0.00243259709612717
INS,repeats,4,5+,0.000750747565923733,0.000104844935863379,0.000759086635374231,0.00215575137889792,0.000133118697652169,0.000854854141881889,0.000164224136616341,0.000106726031626135,0.000221379913502568,0.000744858164350543,0.000889350508682583,0.000375473527487794,0.000473249131450436,0.00533774842903991
INS,repeats,5+,0,0.00464896232380436,0.00878450360413734,0.0025531309414758,4.64721389057908e-06,0.000249582375764599,8.05627242930405e-06,0.000301946396766118,0.000152968356008739,0.00272961443889062,0.000118259625798147,0.000435895774307864,0.00367513071575734,0.00361611911059609,0.000123523022144157
INS,repeats,5+,1,0.00437238006201991,0.00553359887452201,0.0146529071870786,0.000104370062044054,0.00235039218775433,0.00153800532744293,0.00075581798910527,0.00191006824562236,0.0252112226619839,0.0117169318192615,0.00936393906205571,0.00409696702415602,0.00196250878080556,0.0122455964190125
INS,repeats,5+,2,0.000287433967737996,0.00127374883384381,0.000261800537227241,2.43510152146131e-05,0.000102116373221771,0.00015660088907374,6.07984224821192e-05,7.11526958419668e-05,0.000564164095144097,0.00024526892576115,4.89658607397938e-05,0.000366338109711639,0.000310806894708624,0.00312466039774216
INS,repeats,5+,3,0.00010801209648487,6.30834082351501e-05,3.71899395309438e-05,9.57396749663204e-05,4.67312216438614e-05,0.000205198581137366,0.000146521302138676,0.000172294225813246,0.000130100093908594,6.59035633512438e-05,7.90255266249949e-05,0.00015797344406193,0.000216484871688258,0.00213421425441907
INS,repeats,5+,4,0.000130480452419095,3.49149501802138e-05,3.78797692876552e-05,1.75135380361256e-05,7.09014961263264e-06,0.000161869257078733,3.02790562559171e-05,0.000107930886352102,5.57059869000178e-05,4.56533032658481e-05,5.81678825930117e-05,0.000168201683511072,0.000241608971607275,0.00163982712677681
INS,repeats,5+,5+,0.000573415541751271,2.6563386027329e-05,0.000226761243408398,6.63708683072817e-05,5.34266305928357e-05,0.000158855455260357,0.000130149415188742,6.77128355993317e-05,1.9636755647064e-05,0.000245286673578929,0.000345598383292127,0.000625029713321305,0.00053429687736626,0.00147185155207759
DEL,MH,2,1,0.0293050331774598,0.000926575090449794,0.01036347474796,0.000221055937069848,0.199951875040167,0.00088969302973921,0.00729584766861896,0.00467046873836939,0.00246131922781152,0.00350619972094988,0.00316009024823736,0.0292409723501546,0.0130704144549208,0.00799447686869139
DEL,MH,3,1,0.0132422060346789,0.0010909967413887,0.00271880167319425,1.35592827505718e-05,0.00625152307269048,2.19561247645853e-05,0.00142432335567364,0.00243992720846076,0.00151180883653161,0.00920355685672564,0.0100435985998213,0.0162970567583864,0.00304333902745575,0.000927602822343702
DEL,MH,3,2,0.00909286965199539,0.00392757047605306,0.00126172905869098,0.00262352628415819,0.0417000089682042,0.00157492467520266,0.000861585185001244,0.00123013257811754,0.00349922137049039,0.0040519569495207,0.00364840978590688,0.00973531973362236,0.00547231635152985,0.0212077030766182
DEL,MH,4,1,0.00885772685798149,0.00250743017681833,0.00134287535610179,6.27486333734401e-05,0.0115994999486002,9.90774950982883e-05,0.000764000851683182,0.00258081689584168,4.17083425096254e-05,0.00367768505226608,0.0060458753286319,0.0103345931400627,0.00239913824561801,0.00142169491092033
DEL,MH,4,2,0.00693388013065614,0.00922460100939755,0.000811158637450699,0.00051191326240354,0.0290397953093544,0.000159824059208567,0.000451363742136434,0.00228371176896554,0.00077970462988742,0.0019072514897607,0.00214291573590604,0.00515872541965495,0.00293062858814076,0.0016635285983825
DEL,MH,4,3,0.00301315202013381,0.00480628624791524,0.00061930480864295,0.000637231666573853,0.0488477148060649,0.000103509491775988,0.000267877837132629,0.0028209323941796,0.0018734708653894,0.00141884929231109,0.000697655328506077,0.00363981043358136,0.00248719608286768,0.00326106679241887
DEL,MH,5+,1,0.00782801720441111,0.0657659432443936,0.00932704611672208,0.00051104679638891,0.0021553902999071,4.46659754683915e-05,0.00171772950580347,0.000902869937450449,0.00761483449271704,0.20104376572819,0.361279204166692,0.0164854792141604,0.02407620716529,0.0013108585685983
DEL,MH,5+,2,0.00675862045484477,0.238981238913581,0.00976596044398498,5.4599140288993e-05,0.000650881807372963,1.85357076368928e-05,0.00157472658810153,0.000676254836316991,0.00490034552046815,0.117685963084089,0.120961365188773,0.0099250135767022,0.0153598059620185,0.000296809300024734
DEL,MH,5+,3,0.00701858643248427,0.231769231417932,0.00250735870820694,6.52355729111043e-05,0.00131002280401632,3.42173945390165e-05,0.00100585743228982,0.000567799838159094,0.00117340945915695,0.0430981736040185,0.0421112852759089,0.00790925043118601,0.00561372080308478,0.000428298376940927
DEL,MH,5+,4,0.00262137318757043,0.131425621824087,0.00076195754450878,0.000394609401110204,0.00406721042800379,6.63190671433778e-05,0.00167261284933098,0.00056287800660352,0.000242471243642007,0.0126127351738191,0.014230775742404,0.00197744296070848,0.00174254380591137,0.000823552378531187
DEL,MH,5+,5+,0.000792152036255127,0.107831808097885,0.0121857614958658,0.00221170109229501,0.00038256443241781,0.000557451958056849,0.00074513343811875,0.000369372313339629,0.0011190842639852,0.0120888195929945,0.012308075738878,0.00135430604309529,0.00089510499684669,0.00513476155188582
